scope,factor,factor_column,blockchain,level,metric,statistic,aggregation,total_configuration_cells,contributing_configuration_cells,metric_observations,minimum_n_metric,maximum_n_metric,point_estimate,ci_lower,ci_upper
legacy_three_workloads,topology,mode,Solana,scale-free,tps_positive_commit,sample_std_pct,median,6,4,37,2,14,58.38462701767771,27.815322713873808,63.08821859181796
legacy_three_workloads,topology,mode,Solana,torus,tps_positive_commit,iqr_pct,mean,6,4,52,11,15,53.781324058037065,26.264761773349154,66.37954876184398
legacy_three_workloads,topology,mode,Solana,torus,tps_positive_commit,iqr_pct,median,6,4,52,11,15,61.525037573234584,21.809087694738686,72.18197847425934
legacy_three_workloads,topology,mode,Solana,torus,tps_positive_commit,sample_std_pct,mean,6,4,52,11,15,35.64365395484332,26.7576641437835,41.46177466277129
legacy_three_workloads,topology,mode,Solana,torus,tps_positive_commit,sample_std_pct,median,6,4,52,11,15,40.34257661533543,26.983446679880153,45.702638554927724
legacy_three_workloads,workload,workload,Algorand,GAFAM,tps_positive_commit,iqr_pct,mean,10,10,131,13,14,32.74761538149979,22.810722555115824,48.83918421737871
legacy_three_workloads,workload,workload,Algorand,GAFAM,tps_positive_commit,iqr_pct,median,10,10,131,13,14,24.360824442394822,14.637328957396985,46.267436831922865
legacy_three_workloads,workload,workload,Algorand,GAFAM,tps_positive_commit,sample_std_pct,mean,10,10,131,13,14,29.427160297989825,23.27304882399102,32.94179522790662
legacy_three_workloads,workload,workload,Algorand,GAFAM,tps_positive_commit,sample_std_pct,median,10,10,131,13,14,30.704867400752683,20.282859938318868,33.77543753923291
legacy_three_workloads,workload,workload,Algorand,PayPal,tps_positive_commit,iqr_pct,mean,10,10,130,13,13,0.5739651346591907,0.3383127201193072,0.6522212293056822
legacy_three_workloads,workload,workload,Algorand,PayPal,tps_positive_commit,iqr_pct,median,10,10,130,13,13,0.4950659025562454,0.23423023503030607,0.5503965317454499
legacy_three_workloads,workload,workload,Algorand,PayPal,tps_positive_commit,sample_std_pct,mean,10,10,130,13,13,0.3945565288218549,0.3228067703876647,0.4161898968884417
legacy_three_workloads,workload,workload,Algorand,PayPal,tps_positive_commit,sample_std_pct,median,10,10,130,13,13,0.37090658240587726,0.26777648570965246,0.42459970399992886
legacy_three_workloads,workload,workload,Algorand,VISA,tps_positive_commit,iqr_pct,mean,10,10,130,13,13,9.267335724008467,6.4562089322688685,11.523428817349197
legacy_three_workloads,workload,workload,Algorand,VISA,tps_positive_commit,iqr_pct,median,10,10,130,13,13,7.660789328091352,3.8201311504894964,10.799754497571664
legacy_three_workloads,workload,workload,Algorand,VISA,tps_positive_commit,sample_std_pct,mean,10,10,130,13,13,7.069040950810974,5.780975701043193,7.505066618035226
legacy_three_workloads,workload,workload,Algorand,VISA,tps_positive_commit,sample_std_pct,median,10,10,130,13,13,6.727468381642435,4.541726656194964,7.455114482020685
legacy_three_workloads,workload,workload,Diem,GAFAM,tps_positive_commit,iqr_pct,mean,10,10,136,10,19,10.65638473313025,6.588029918883776,18.289184921104354
legacy_three_workloads,workload,workload,Diem,GAFAM,tps_positive_commit,iqr_pct,median,10,10,136,10,19,9.02762686368726,1.2356712969064807,13.320594257148011
legacy_three_workloads,workload,workload,Diem,GAFAM,tps_positive_commit,sample_std_pct,mean,10,10,136,10,19,12.320704334527933,8.366434753483128,14.152095994936047
legacy_three_workloads,workload,workload,Diem,GAFAM,tps_positive_commit,sample_std_pct,median,10,10,136,10,19,11.64926176006871,5.603410228058157,13.304062101176603
legacy_three_workloads,workload,workload,Diem,PayPal,tps_positive_commit,iqr_pct,mean,10,10,142,11,23,2.158276075922773,1.3890516330185372,4.319038176105065
legacy_three_workloads,workload,workload,Diem,PayPal,tps_positive_commit,iqr_pct,median,10,10,142,11,23,1.6762838319555429,0.6796953554534783,1.87984969958479
legacy_three_workloads,workload,workload,Diem,PayPal,tps_positive_commit,sample_std_pct,mean,10,10,142,11,23,3.6541367942445726,1.2722021942974129,5.422314397624159
legacy_three_workloads,workload,workload,Diem,PayPal,tps_positive_commit,sample_std_pct,median,10,10,142,11,23,1.2510043366896664,0.7786219427982415,1.4532470817461733
legacy_three_workloads,workload,workload,Diem,VISA,tps_positive_commit,iqr_pct,mean,10,10,137,9,23,15.1573527297406,9.976962353410535,17.734591204965252
legacy_three_workloads,workload,workload,Diem,VISA,tps_positive_commit,iqr_pct,median,10,10,137,9,23,9.298067106060994,5.639605306673451,10.572527129919422
legacy_three_workloads,workload,workload,Diem,VISA,tps_positive_commit,sample_std_pct,mean,10,10,137,9,23,11.767732330731615,8.966621200506713,13.390318958093784
legacy_three_workloads,workload,workload,Diem,VISA,tps_positive_commit,sample_std_pct,median,10,10,137,9,23,6.389977101765624,4.954409949207812,7.268193665361218
legacy_three_workloads,workload,workload,Ethereum,GAFAM,tps_positive_commit,iqr_pct,mean,10,10,132,13,15,19.878684450931086,15.640512428679612,25.837558594485838
legacy_three_workloads,workload,workload,Ethereum,GAFAM,tps_positive_commit,iqr_pct,median,10,10,132,13,15,17.625421210643083,13.156040801236852,25.096648045232364
legacy_three_workloads,workload,workload,Ethereum,GAFAM,tps_positive_commit,sample_std_pct,mean,10,10,132,13,15,17.531481265602473,14.06991480700597,18.666082729695074
legacy_three_workloads,workload,workload,Ethereum,GAFAM,tps_positive_commit,sample_std_pct,median,10,10,132,13,15,16.790011591835416,11.986226100673553,18.14313133739522
legacy_three_workloads,workload,workload,Ethereum,PayPal,tps_positive_commit,iqr_pct,mean,10,10,134,13,15,7.8449381733323476,5.919282653777314,13.475129458051516
legacy_three_workloads,workload,workload,Ethereum,PayPal,tps_positive_commit,iqr_pct,median,10,10,134,13,15,5.2399751398051455,3.6856933973659305,8.883895430751451
legacy_three_workloads,workload,workload,Ethereum,PayPal,tps_positive_commit,sample_std_pct,mean,10,10,134,13,15,8.32057603521096,5.790000759511787,9.825902992660358
legacy_three_workloads,workload,workload,Ethereum,PayPal,tps_positive_commit,sample_std_pct,median,10,10,134,13,15,4.888866080587137,3.4638375699178074,5.752176839992066
legacy_three_workloads,workload,workload,Ethereum,VISA,tps_positive_commit,iqr_pct,mean,10,10,132,13,15,9.923441148084892,7.285835339227547,14.40611840724275
legacy_three_workloads,workload,workload,Ethereum,VISA,tps_positive_commit,iqr_pct,median,10,10,132,13,15,9.49543342516514,5.848402685892314,11.648402269534033
legacy_three_workloads,workload,workload,Ethereum,VISA,tps_positive_commit,sample_std_pct,mean,10,10,132,13,15,9.850141487453467,7.51678977014589,10.943279896968914
legacy_three_workloads,workload,workload,Ethereum,VISA,tps_positive_commit,sample_std_pct,median,10,10,132,13,15,9.582115790945611,5.595243592312738,10.70120996847552
legacy_three_workloads,workload,workload,Quorum,GAFAM,tps_positive_commit,iqr_pct,mean,10,10,83,2,13,68.80968166814475,43.1908944419546,93.03537424153265
legacy_three_workloads,workload,workload,Quorum,GAFAM,tps_positive_commit,iqr_pct,median,10,10,83,2,13,61.859105468628584,35.61355927430913,81.27243194883205
legacy_three_workloads,workload,workload,Quorum,GAFAM,tps_positive_commit,sample_std_pct,mean,10,10,83,2,13,84.89799992146393,51.79696393430546,87.53776029066701
legacy_three_workloads,workload,workload,Quorum,GAFAM,tps_positive_commit,sample_std_pct,median,10,10,83,2,13,57.75318380413616,42.53603038515745,61.9955953989116
legacy_three_workloads,workload,workload,Quorum,PayPal,tps_positive_commit,iqr_pct,mean,10,10,138,11,17,16.710750605324744,2.5962909838886388,30.84468410311724
legacy_three_workloads,workload,workload,Quorum,PayPal,tps_positive_commit,iqr_pct,median,10,10,138,11,17,0.8433695941897066,0.25634341644819497,1.3190637352503929
legacy_three_workloads,workload,workload,Quorum,PayPal,tps_positive_commit,sample_std_pct,mean,10,10,138,11,17,15.695255430592795,10.851530467752719,19.13611428799277
legacy_three_workloads,workload,workload,Quorum,PayPal,tps_positive_commit,sample_std_pct,median,10,10,138,11,17,4.748216190528175,0.5137657831056943,6.394926654391643
legacy_three_workloads,workload,workload,Quorum,VISA,tps_positive_commit,iqr_pct,mean,10,10,98,2,18,84.4306775644994,49.585001453503075,97.33380564524867
legacy_three_workloads,workload,workload,Quorum,VISA,tps_positive_commit,iqr_pct,median,10,10,98,2,18,75.6045519203414,42.31372497620938,99.32029080853664
legacy_three_workloads,workload,workload,Quorum,VISA,tps_positive_commit,sample_std_pct,mean,10,10,98,2,18,78.08370830710655,49.95313195426057,83.44646587220014
legacy_three_workloads,workload,workload,Quorum,VISA,tps_positive_commit,sample_std_pct,median,10,10,98,2,18,66.63098311097811,47.22940126733853,76.05236656898788
legacy_three_workloads,workload,workload,Solana,GAFAM,tps_positive_commit,iqr_pct,mean,10,10,117,2,13,38.16933800277602,23.089815711684373,48.22543595362807
legacy_three_workloads,workload,workload,Solana,GAFAM,tps_positive_commit,iqr_pct,median,10,10,117,2,13,38.21888511785765,16.289632080885543,45.933359647243705
legacy_three_workloads,workload,workload,Solana,GAFAM,tps_positive_commit,sample_std_pct,mean,10,10,117,2,13,34.6966265847024,22.70794120688262,37.4973661206109
legacy_three_workloads,workload,workload,Solana,GAFAM,tps_positive_commit,sample_std_pct,median,10,10,117,2,13,35.336532143088704,20.779334648501916,38.84908588986726
legacy_three_workloads,workload,workload,Solana,PayPal,tps_positive_commit,iqr_pct,mean,10,6,55,2,13,35.748984012244165,12.070535956279326,54.43963498797064
legacy_three_workloads,workload,workload,Solana,PayPal,tps_positive_commit,iqr_pct,median,10,6,55,2,13,38.5893896763462,2.9321042185364745,56.81781585696773
legacy_three_workloads,workload,workload,Solana,PayPal,tps_positive_commit,sample_std_pct,mean,10,6,55,2,13,44.08582876240027,18.191753478301926,48.766127002676456
legacy_three_workloads,workload,workload,Solana,PayPal,tps_positive_commit,sample_std_pct,median,10,6,55,2,13,44.705932422722874,12.370739472353133,54.8691324809579
legacy_three_workloads,workload,workload,Solana,VISA,tps_positive_commit,iqr_pct,mean,10,5,66,10,15,54.37261363714384,34.12934560909691,76.13625489226408
legacy_three_workloads,workload,workload,Solana,VISA,tps_positive_commit,iqr_pct,median,10,5,66,10,15,58.01434122673307,27.82229921881977,77.97504850327921
legacy_three_workloads,workload,workload,Solana,VISA,tps_positive_commit,sample_std_pct,mean,10,5,66,10,15,46.19632218157939,35.809811949264265,52.75852446474898
legacy_three_workloads,workload,workload,Solana,VISA,tps_positive_commit,sample_std_pct,median,10,5,66,10,15,41.13391680827522,32.34715931316112,51.38024964685853
legacy_three_workloads,scaling,network_size,Algorand,10 nodes,tps_positive_commit,iqr_pct,mean,15,15,196,13,14,9.739049842873703,6.680058083605447,18.419682882310433
legacy_three_workloads,scaling,network_size,Algorand,10 nodes,tps_positive_commit,iqr_pct,median,15,15,196,13,14,2.0767638601414147,1.3014563296837276,3.706483336932509
legacy_three_workloads,scaling,network_size,Algorand,10 nodes,tps_positive_commit,sample_std_pct,mean,15,15,196,13,14,10.968453029838253,7.934517695837182,12.742562088007919
legacy_three_workloads,scaling,network_size,Algorand,10 nodes,tps_positive_commit,sample_std_pct,median,15,15,196,13,14,2.321114786072915,1.3335379833100427,2.7616471144756534
legacy_three_workloads,scaling,network_size,Algorand,40 nodes,tps_positive_commit,iqr_pct,mean,15,15,195,13,13,18.653560983904597,11.820969760290469,25.031285342747577
legacy_three_workloads,scaling,network_size,Algorand,40 nodes,tps_positive_commit,iqr_pct,median,15,15,195,13,13,13.942513942513942,6.315699168203801,17.295307946336333
legacy_three_workloads,scaling,network_size,Algorand,40 nodes,tps_positive_commit,sample_std_pct,mean,15,15,195,13,13,13.625385488576853,10.830293287487699,15.296403205198283
legacy_three_workloads,scaling,network_size,Algorand,40 nodes,tps_positive_commit,sample_std_pct,median,15,15,195,13,13,11.023684327435305,8.149225942940271,12.920567392895464
legacy_three_workloads,scaling,network_size,Diem,10 nodes,tps_positive_commit,iqr_pct,mean,15,15,190,11,14,8.397550776318285,5.618952758848315,10.536629364651704
legacy_three_workloads,scaling,network_size,Diem,10 nodes,tps_positive_commit,iqr_pct,median,15,15,190,11,14,6.018115310921434,2.2843662263805706,8.824220174603068
legacy_three_workloads,scaling,network_size,Diem,10 nodes,tps_positive_commit,sample_std_pct,mean,15,15,190,11,14,6.958391926734147,5.38642511840937,7.555950347165766
legacy_three_workloads,scaling,network_size,Diem,10 nodes,tps_positive_commit,sample_std_pct,median,15,15,190,11,14,5.712894477265748,3.7277585417730363,6.8023659299606
legacy_three_workloads,scaling,network_size,Diem,40 nodes,tps_positive_commit,iqr_pct,mean,15,15,225,9,23,10.250458249544131,7.405875118601283,15.741035619967302
legacy_three_workloads,scaling,network_size,Diem,40 nodes,tps_positive_commit,iqr_pct,median,15,15,225,9,23,5.056574718800206,2.1162757706858217,7.311573751735584
legacy_three_workloads,scaling,network_size,Diem,40 nodes,tps_positive_commit,sample_std_pct,mean,15,15,225,9,23,11.536657046268601,7.75818721367718,13.280669903896326
legacy_three_workloads,scaling,network_size,Diem,40 nodes,tps_positive_commit,sample_std_pct,median,15,15,225,9,23,6.336924860743286,3.4862232243042865,6.691166036838357
legacy_three_workloads,scaling,network_size,Ethereum,10 nodes,tps_positive_commit,iqr_pct,mean,15,15,203,13,15,17.138242426486222,13.928041299973183,22.40112577351176
legacy_three_workloads,scaling,network_size,Ethereum,10 nodes,tps_positive_commit,iqr_pct,median,15,15,203,13,15,15.491559086395236,10.875862944437914,19.637462235649533
legacy_three_workloads,scaling,network_size,Ethereum,10 nodes,tps_positive_commit,sample_std_pct,mean,15,15,203,13,15,16.84874042373678,13.573405572805342,18.011647308150515
legacy_three_workloads,scaling,network_size,Ethereum,10 nodes,tps_positive_commit,sample_std_pct,median,15,15,203,13,15,15.619875022554556,12.124840778062369,17.883221083779606
legacy_three_workloads,scaling,network_size,Ethereum,40 nodes,tps_positive_commit,iqr_pct,mean,15,15,195,13,13,7.959800088412663,6.4006373832025325,10.708539805221337
legacy_three_workloads,scaling,network_size,Ethereum,40 nodes,tps_positive_commit,iqr_pct,median,15,15,195,13,13,5.18341307814992,3.795833080976327,8.168944706028487
legacy_three_workloads,scaling,network_size,Ethereum,40 nodes,tps_positive_commit,sample_std_pct,mean,15,15,195,13,13,6.9527254351078245,5.740266849374223,7.357577214873104
legacy_three_workloads,scaling,network_size,Ethereum,40 nodes,tps_positive_commit,sample_std_pct,median,15,15,195,13,13,4.648058053034427,3.4771578255464064,5.198452883922573
legacy_three_workloads,scaling,network_size,Quorum,10 nodes,tps_positive_commit,iqr_pct,mean,15,15,147,2,17,61.7568752209488,34.599076535600084,69.56181304610858
legacy_three_workloads,scaling,network_size,Quorum,10 nodes,tps_positive_commit,iqr_pct,median,15,15,147,2,17,61.67122711008209,24.77998451800303,71.37304416405686
legacy_three_workloads,scaling,network_size,Quorum,10 nodes,tps_positive_commit,sample_std_pct,mean,15,15,147,2,17,54.90659244844132,35.674004600152514,58.22634550485339
legacy_three_workloads,scaling,network_size,Quorum,10 nodes,tps_positive_commit,sample_std_pct,median,15,15,147,2,17,46.233727524078404,32.96518822131928,51.045729453495
legacy_three_workloads,scaling,network_size,Quorum,40 nodes,tps_positive_commit,iqr_pct,mean,15,15,172,2,18,51.54386467103047,35.17815984509157,70.97515933991993
legacy_three_workloads,scaling,network_size,Quorum,40 nodes,tps_positive_commit,iqr_pct,median,15,15,172,2,18,62.69349845201238,15.267175572519081,73.36391059526544
legacy_three_workloads,scaling,network_size,Quorum,40 nodes,tps_positive_commit,sample_std_pct,mean,15,15,172,2,18,64.2113833243342,41.58448592232,66.29992446515239
legacy_three_workloads,scaling,network_size,Quorum,40 nodes,tps_positive_commit,sample_std_pct,median,15,15,172,2,18,56.99142296409814,38.43395380152042,59.305730035000764
legacy_three_workloads,scaling,network_size,Solana,10 nodes,tps_positive_commit,iqr_pct,mean,15,15,172,2,15,43.44840455410066,29.878149382203386,54.44232533992076
legacy_three_workloads,scaling,network_size,Solana,10 nodes,tps_positive_commit,iqr_pct,median,15,15,172,2,15,48.29679177505265,20.23063714328549,53.902698857948955
legacy_three_workloads,scaling,network_size,Solana,10 nodes,tps_positive_commit,sample_std_pct,mean,15,15,172,2,15,40.18450136786545,28.901514472947714,42.310910438647916
legacy_three_workloads,scaling,network_size,Solana,10 nodes,tps_positive_commit,sample_std_pct,median,15,15,172,2,15,41.13391680827522,26.469152428027915,45.1699050136611
legacy_three_workloads,scaling,network_size,Solana,40 nodes,tps_positive_commit,iqr_pct,mean,15,6,66,2,13,36.054047329239076,16.71759271400636,47.30674839470157
legacy_three_workloads,scaling,network_size,Solana,40 nodes,tps_positive_commit,iqr_pct,median,15,6,66,2,13,38.21888511785765,12.543740874324795,51.504976010042775
legacy_three_workloads,scaling,network_size,Solana,40 nodes,tps_positive_commit,sample_std_pct,mean,15,6,66,2,13,39.9492214685568,19.578499465208406,42.88094407164347
legacy_three_workloads,scaling,network_size,Solana,40 nodes,tps_positive_commit,sample_std_pct,median,15,6,66,2,13,35.336532143088704,18.323297043533824,41.35423858815475
six_workloads,topology,mode,Algorand,fat-tree,latency_positive_commit,iqr_pct,mean,12,12,159,13,16,22.148522806465152,14.51168178840106,27.754071807252334
six_workloads,topology,mode,Algorand,fat-tree,latency_positive_commit,iqr_pct,median,12,12,159,13,16,15.852509027577948,7.384610107895673,19.702580302769224
six_workloads,topology,mode,Algorand,fat-tree,latency_positive_commit,sample_std_pct,mean,12,12,159,13,16,17.627870244876288,14.16396500847192,18.642236970906932
six_workloads,topology,mode,Algorand,fat-tree,latency_positive_commit,sample_std_pct,median,12,12,159,13,16,14.171675081273133,10.586431274386728,16.228774660858537
six_workloads,topology,mode,Algorand,full mesh,latency_positive_commit,iqr_pct,mean,12,12,159,13,14,18.258658136096454,13.252245922490147,27.37667370167925
six_workloads,topology,mode,Algorand,full mesh,latency_positive_commit,iqr_pct,median,12,12,159,13,14,17.517451262956598,9.791698774643468,23.610180816312766
six_workloads,topology,mode,Algorand,full mesh,latency_positive_commit,sample_std_pct,mean,12,12,159,13,14,19.11747772469424,15.03790104917662,20.475044406073117
six_workloads,topology,mode,Algorand,full mesh,latency_positive_commit,sample_std_pct,median,12,12,159,13,14,15.430245264284736,11.59179838250604,17.534441601104213
six_workloads,topology,mode,Algorand,hypercube,latency_positive_commit,iqr_pct,mean,12,12,156,13,13,14.465831303865665,11.083602677901576,23.685763191166423
six_workloads,topology,mode,Algorand,hypercube,latency_positive_commit,iqr_pct,median,12,12,156,13,13,17.34531020356398,9.611505767824697,20.56468307762741
six_workloads,topology,mode,Algorand,hypercube,latency_positive_commit,sample_std_pct,mean,12,12,156,13,13,17.30822399326124,13.072196519624507,18.61118180386232
six_workloads,topology,mode,Algorand,hypercube,latency_positive_commit,sample_std_pct,median,12,12,156,13,13,17.486379777897305,11.762842288256719,18.807222767030886
six_workloads,topology,mode,Algorand,scale-free,latency_positive_commit,iqr_pct,mean,12,12,157,11,17,16.307135014632227,11.994417119717081,19.61560760878393
six_workloads,topology,mode,Algorand,scale-free,latency_positive_commit,iqr_pct,median,12,12,157,11,17,12.932117132364109,8.528725560163068,17.011505316892656
six_workloads,topology,mode,Algorand,scale-free,latency_positive_commit,sample_std_pct,mean,12,12,157,11,17,12.525417587739398,10.441637999040532,13.291257600632287
six_workloads,topology,mode,Algorand,scale-free,latency_positive_commit,sample_std_pct,median,12,12,157,11,17,11.209780533570706,8.424914401151803,12.675132202745976
six_workloads,topology,mode,Algorand,torus,latency_positive_commit,iqr_pct,mean,12,12,156,13,13,15.67688592234947,10.771042157770477,21.42126351384973
six_workloads,topology,mode,Algorand,torus,latency_positive_commit,iqr_pct,median,12,12,156,13,13,16.078274488990814,7.504383732681613,19.93495661361381
six_workloads,topology,mode,Algorand,torus,latency_positive_commit,sample_std_pct,mean,12,12,156,13,13,14.200667745122667,10.835893748731674,15.507424253072424
six_workloads,topology,mode,Algorand,torus,latency_positive_commit,sample_std_pct,median,12,12,156,13,13,12.823577487779676,10.282113221109134,14.792599829313435
six_workloads,topology,mode,Diem,fat-tree,latency_positive_commit,iqr_pct,mean,12,12,207,11,25,30.945893275535123,24.460136423185915,35.667024859460334
six_workloads,topology,mode,Diem,fat-tree,latency_positive_commit,iqr_pct,median,12,12,207,11,25,20.392797714230987,13.763404672301489,25.241480098297906
six_workloads,topology,mode,Diem,fat-tree,latency_positive_commit,sample_std_pct,mean,12,12,207,11,25,21.099892998638325,18.29705170193925,22.464375450259773
six_workloads,topology,mode,Diem,fat-tree,latency_positive_commit,sample_std_pct,median,12,12,207,11,25,16.0964640598253,12.487236009349726,18.77124247050968
six_workloads,topology,mode,Diem,full mesh,latency_positive_commit,iqr_pct,mean,12,12,149,11,13,14.745342578771776,10.089542971894158,18.291268967043003
six_workloads,topology,mode,Diem,full mesh,latency_positive_commit,iqr_pct,median,12,12,149,11,13,13.325308126019518,6.780299637121065,15.64949386992672
six_workloads,topology,mode,Diem,full mesh,latency_positive_commit,sample_std_pct,mean,12,12,149,11,13,13.127610415972194,10.173371702854494,14.097983007554713
six_workloads,topology,mode,Diem,full mesh,latency_positive_commit,sample_std_pct,median,12,12,149,11,13,10.239372649919474,7.656757933855211,11.703735613429718
six_workloads,topology,mode,Diem,hypercube,latency_positive_commit,iqr_pct,mean,12,12,138,9,13,14.870542034610976,9.909629599094952,20.513081388003073
six_workloads,topology,mode,Diem,hypercube,latency_positive_commit,iqr_pct,median,12,12,138,9,13,12.223755724775408,6.26368767699408,19.363900188873245
six_workloads,topology,mode,Diem,hypercube,latency_positive_commit,sample_std_pct,mean,12,12,138,9,13,13.922048866696136,11.066508423943455,14.73040315711429
six_workloads,topology,mode,Diem,hypercube,latency_positive_commit,sample_std_pct,median,12,12,138,9,13,12.763234238159079,9.230216812935542,14.3925424073863
six_workloads,topology,mode,Diem,scale-free,latency_positive_commit,iqr_pct,mean,12,12,184,12,19,12.355089529094963,9.34173144996434,18.2528663163236
six_workloads,topology,mode,Diem,scale-free,latency_positive_commit,iqr_pct,median,12,12,184,12,19,9.69666392072802,6.430491578455686,15.408792241241963
six_workloads,topology,mode,Diem,scale-free,latency_positive_commit,sample_std_pct,mean,12,12,184,12,19,12.83962309439628,10.615998995876089,13.58816730294496
six_workloads,topology,mode,Diem,scale-free,latency_positive_commit,sample_std_pct,median,12,12,184,12,19,12.837361437970088,8.320858510879162,14.200020563731846
six_workloads,topology,mode,Diem,torus,latency_positive_commit,iqr_pct,mean,12,12,144,9,13,13.804102725473326,9.29730840191801,17.8317915399093
six_workloads,topology,mode,Diem,torus,latency_positive_commit,iqr_pct,median,12,12,144,9,13,10.610808329900852,5.913367218304297,13.857563974137884
six_workloads,topology,mode,Diem,torus,latency_positive_commit,sample_std_pct,mean,12,12,144,9,13,11.956288970607266,9.031253631373433,13.101045701069381
six_workloads,topology,mode,Diem,torus,latency_positive_commit,sample_std_pct,median,12,12,144,9,13,11.69490494359905,6.596135183454654,12.556819719134777
six_workloads,topology,mode,Ethereum,fat-tree,latency_positive_commit,iqr_pct,mean,12,12,158,13,14,26.613171040985964,17.624292569355728,36.145565313704815
six_workloads,topology,mode,Ethereum,fat-tree,latency_positive_commit,iqr_pct,median,12,12,158,13,14,13.917383292075762,8.341254352053568,20.682381611381054
six_workloads,topology,mode,Ethereum,fat-tree,latency_positive_commit,sample_std_pct,mean,12,12,158,13,14,22.129764801694296,17.687822434800164,24.627512115041533
six_workloads,topology,mode,Ethereum,fat-tree,latency_positive_commit,sample_std_pct,median,12,12,158,13,14,15.22927567255954,10.008930872567971,17.352288486300406
six_workloads,topology,mode,Ethereum,full mesh,latency_positive_commit,iqr_pct,mean,12,12,154,11,13,20.233648370877546,14.466303314154056,27.144484399957015
six_workloads,topology,mode,Ethereum,full mesh,latency_positive_commit,iqr_pct,median,12,12,154,11,13,10.144848257883474,7.248750400263357,14.347211833842485
six_workloads,topology,mode,Ethereum,full mesh,latency_positive_commit,sample_std_pct,mean,12,12,154,11,13,17.840238460727832,14.003763553881083,19.515840563947688
six_workloads,topology,mode,Ethereum,full mesh,latency_positive_commit,sample_std_pct,median,12,12,154,11,13,9.548997455547436,7.266087388465716,11.736370613237876
six_workloads,topology,mode,Ethereum,hypercube,latency_positive_commit,iqr_pct,mean,12,12,156,12,14,19.32470418042695,13.92320101220556,25.14717465424431
six_workloads,topology,mode,Ethereum,hypercube,latency_positive_commit,iqr_pct,median,12,12,156,12,14,15.328749556934074,7.454795266297551,17.983578479879224
six_workloads,topology,mode,Ethereum,hypercube,latency_positive_commit,sample_std_pct,mean,12,12,156,12,14,17.610633774392248,13.854529753893802,18.773141392617475
six_workloads,topology,mode,Ethereum,hypercube,latency_positive_commit,sample_std_pct,median,12,12,156,12,14,12.300826716950535,8.227214684182364,14.677567930280068
six_workloads,topology,mode,Ethereum,scale-free,latency_positive_commit,iqr_pct,mean,12,12,157,13,14,23.71131845897331,16.03771388041454,33.07940425226738
six_workloads,topology,mode,Ethereum,scale-free,latency_positive_commit,iqr_pct,median,12,12,157,13,14,13.380364062264427,9.00607694546492,20.74882891134779
six_workloads,topology,mode,Ethereum,scale-free,latency_positive_commit,sample_std_pct,mean,12,12,157,13,14,19.420695668636885,15.218928538975597,21.9017084358886
six_workloads,topology,mode,Ethereum,scale-free,latency_positive_commit,sample_std_pct,median,12,12,157,13,14,12.490841262307685,9.046658745630463,14.851934280622828
six_workloads,topology,mode,Ethereum,torus,latency_positive_commit,iqr_pct,mean,12,12,167,13,16,22.74683177298979,16.732030433203906,30.307507608917785
six_workloads,topology,mode,Ethereum,torus,latency_positive_commit,iqr_pct,median,12,12,167,13,16,13.61349478291183,9.386746932481296,18.42933040274413
six_workloads,topology,mode,Ethereum,torus,latency_positive_commit,sample_std_pct,mean,12,12,167,13,16,20.036516004382673,16.218355817373578,21.52581397464792
six_workloads,topology,mode,Ethereum,torus,latency_positive_commit,sample_std_pct,median,12,12,167,13,16,11.072440070902042,8.105979414823606,13.235275464514332
six_workloads,topology,mode,Quorum,fat-tree,latency_positive_commit,iqr_pct,mean,12,6,62,3,14,55.975971975418084,26.41384998239963,82.19949749767841
six_workloads,topology,mode,Quorum,fat-tree,latency_positive_commit,iqr_pct,median,12,6,62,3,14,44.84115237323191,15.323287720985352,64.72764007937019
six_workloads,topology,mode,Quorum,fat-tree,latency_positive_commit,sample_std_pct,mean,12,6,62,3,14,64.08297635126924,42.138174181002086,72.7843542308749
six_workloads,topology,mode,Quorum,fat-tree,latency_positive_commit,sample_std_pct,median,12,6,62,3,14,54.97196929346116,29.039120052638054,67.34195478960845
six_workloads,topology,mode,Quorum,full mesh,latency_positive_commit,iqr_pct,mean,12,6,66,2,18,38.471428036815404,16.375092957274877,83.44563811856042
six_workloads,topology,mode,Quorum,full mesh,latency_positive_commit,iqr_pct,median,12,6,66,2,18,27.764586492640905,7.2680996975479255,67.51372844939262
six_workloads,topology,mode,Quorum,full mesh,latency_positive_commit,sample_std_pct,mean,12,6,66,2,18,85.92594606595249,51.31246367554781,96.52105447986791
six_workloads,topology,mode,Quorum,full mesh,latency_positive_commit,sample_std_pct,median,12,6,66,2,18,77.26372842852363,31.944688752782355,85.21268463163248
six_workloads,topology,mode,Quorum,hypercube,latency_positive_commit,iqr_pct,mean,12,6,68,4,17,49.64044315244863,25.27245010464414,77.97094611423707
six_workloads,topology,mode,Quorum,hypercube,latency_positive_commit,iqr_pct,median,12,6,68,4,17,45.46777785112869,17.339089000076125,70.48308937145198
six_workloads,topology,mode,Quorum,hypercube,latency_positive_commit,sample_std_pct,mean,12,6,68,4,17,77.1416298754694,37.92911197903802,84.97370019636449
six_workloads,topology,mode,Quorum,hypercube,latency_positive_commit,sample_std_pct,median,12,6,68,4,17,67.07487036687064,31.209713187703617,85.0742827268957
six_workloads,topology,mode,Quorum,scale-free,latency_positive_commit,iqr_pct,mean,12,6,67,5,16,60.391927816255524,21.83976863148081,76.13746491649762
