blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,metric,statistic,n_metric,point_estimate,ci_lower,ci_upper
Ethereum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,32.19047619047618,12.560386473429945,87.25365843646729
Ethereum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,40.278246146311126,22.914944413278956,51.63199731853019
Ethereum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,15,11.209239130434796,5.154550668403762,30.785909374428943
Ethereum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,15,22.23532076586324,8.525222470783547,30.626475849245068
Ethereum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,15.809167446211397,5.914333278186781,29.358626919602518
Ethereum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,12.33351146471254,7.809457687755496,14.959735875660536
Ethereum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,14,62.222222222222214,14.432989690721662,93.33333333333334
Ethereum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,14,40.799232810320476,24.88640264726822,53.5317130551557
Ethereum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,23.00884955752212,10.653571904571503,59.090909090909115
Ethereum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,23.66326010109901,11.932537159347786,33.708749729655814
Ethereum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,15,15.254237288135597,4.99445061043285,18.23972206137811
Ethereum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,15,10.923424971871214,5.46778954888249,16.00840237085455
Ethereum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,3.641456582633062,1.2160898035547199,7.276119402985072
Ethereum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,3.036102931405464,1.5785145019648423,3.6444783475438833
Ethereum,torus,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,15,16.050583657587556,6.419778109746088,27.93266079838622
Ethereum,torus,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,15,12.287129310618138,6.996462002647411,15.30941723025296
Ethereum,torus,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,6.510851419031715,2.127616081835729,8.69565217391303
Ethereum,torus,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,3.883488084959305,2.7420728345472107,4.6063698212042885
Quorum,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,10,61.67122711008209,21.63970645614401,108.58636717361154
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,10,48.74759976395539,29.486865789872162,61.34045488158939
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,8,34.01826484018264,7.649300017721071,240.59072588271104
Quorum,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,8,201.67087181788006,39.22153754041045,224.21633299435408
Quorum,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,14,55.612572161642056,0.09469632933335691,120.87443665954594
Quorum,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,14,42.20315311750428,16.467623301976563,61.80990830769404
Quorum,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,0.1535010036604144,0.0511770223062544,1.0265319014529373
Quorum,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,0.5489190157731453,0.20221006991196772,0.7633772042035134
Quorum,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,3,34.263959390862944,0.0,36.29032258064515
Quorum,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,3,35.724646314543975,0.0,41.904455021827665
Quorum,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,14,64.19213973799124,25.22211253701873,112.03044750527283
Quorum,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,14,47.979936145008665,32.62532029654899,58.285385598593976
Quorum,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,10,44.68426685693898,16.00986243479896,93.82426767916638
Quorum,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,10,46.233727524078404,22.45622757786759,62.17977610453937
Quorum,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,2,41.93548387096773,0.0,41.93548387096773
Quorum,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,2,59.305730035000764,0.0,59.305730035000764
Quorum,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,13,26.452410383189132,0.7055528211336581,122.2990897750881
Quorum,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,13,38.529582245191506,8.315102840221419,60.551747169124624
Quorum,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,0.15163886620786768,0.05053646400248508,0.2528002489110143
Quorum,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,0.12810345277448906,0.07760008969433037,0.1646572799602312
Quorum,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,8,119.06005221932114,11.034482758620687,178.08219178082194
Quorum,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,8,97.91764246047451,50.13064585761566,140.20892037951353
Quorum,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,18,62.69349845201238,29.26543959500783,116.22043616108111
Quorum,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,18,56.99142296409814,35.4054945180323,76.813861009079
Quorum,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,1,,,
Quorum,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,1,,,
Quorum,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,13,71.59944367176634,25.08949660125579,127.06996743443754
Quorum,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,13,56.20063757327156,37.032444973621416,71.35761821362637
Quorum,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,5,72.09302325581396,0.0,241.24809741248097
Quorum,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,5,154.54621373413366,53.2938710021193,195.5192067858255
Quorum,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,17,1.3686278298393069,0.5686980391485511,45.278988828259514
Quorum,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,17,18.40245133155983,0.5940673055324938,28.82189832171765
Quorum,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,0.20238187903791055,0.05052664308756368,0.2533226678088527
Quorum,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,0.31299435067286036,0.07761871731649915,0.48760296149670956
Quorum,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,4,153.58255451713396,4.065040650406504,191.30434782608694
Quorum,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,4,98.12573129487377,8.130081300813009,183.33333333333334
Quorum,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,14,96.37681159420289,33.500743720104474,150.0517226918486
Quorum,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,14,65.1642992739079,43.473732315645336,85.85125082132373
Quorum,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,12,62.046983827175076,15.482499962587806,94.34417570683117
Quorum,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,12,37.077116079860886,23.56406963938455,46.76373913448004
Quorum,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,7,100.71664829106946,12.152426541425818,127.81690140845068
Quorum,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,7,66.02302723485121,31.877078811066866,80.60455772140195
Quorum,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,15,81.24830944008654,0.23930501352240238,135.96467597324656
Quorum,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,15,47.17136807145719,23.485322677820463,67.27372153999575
Quorum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,16,0.23132530120481343,0.08994539029873842,0.37260696389568176
Quorum,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,16,0.17071904488097006,0.11997255777683777,0.20576264026654142
Quorum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,5,80.26315789473685,0.0,159.79381443298968
Quorum,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,5,68.09766694804831,27.213344734089482,88.91599959499449
Quorum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,12,65.25423728813561,20.86921646128807,210.42627808809095
Quorum,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,12,120.35742821811188,60.59795623199755,156.83835273866487
Quorum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,torus,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,torus,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,torus,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,torus,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,10,35.8986391365556,11.002594857948337,84.72804558207831
Quorum,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,10,42.08756314891245,19.329813241342514,54.58887696108576
Quorum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,6,163.43283582089552,10.9375,217.56756756756758
Quorum,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,6,137.08751230269505,64.16986916648293,221.91943761279768
Quorum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,torus,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Quorum,torus,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Quorum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,11,0.9265052702507581,0.21277033655329608,23.45836603812459
Quorum,torus,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,11,8.947513365283204,0.5200349590078542,12.312314751753082
Quorum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,0.7602339181286549,0.15171555278922347,1.3699164780266901
Quorum,torus,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,0.5377503108304582,0.2662535726141393,0.6650726030177498
Quorum,torus,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,2,97.67441860465117,0.0,97.67441860465117
Quorum,torus,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,2,138.13248748760464,0.0,138.13248748760464
Quorum,torus,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,18,70.94594594594594,15.527730278459048,120.41321933395318
Quorum,torus,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,18,52.34582196439371,31.51544167517614,71.51932556317821
Solana,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,11,35.50234252993234,7.768955405540065,57.488275687510054
Solana,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,11,24.19273584383478,15.204484305830917,29.51063669600923
Solana,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,9,125.87939698492464,23.341913446661085,177.273378349137
Solana,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,9,87.43840429752431,49.836024037114576,118.57145447227643
Solana,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,12,77.6756160353071,14.823496145608546,161.16824657022556
Solana,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,12,53.77371080055194,25.832164947257954,83.08160743516645
Solana,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,16.455696202531648,2.3172905525846623,53.061224489795926
Solana,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,22.002733067271425,9.15209874093982,31.97466869226258
Solana,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,9,139.2857142857143,23.38939682265488,190.73558648111333
Solana,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,9,88.63453972720264,50.83549895111817,125.77614530481301
Solana,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,7,48.29679177505265,2.1488582507540026,139.89979322411324
Solana,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,7,43.478314981646434,8.644303532180695,75.6226302599602
Solana,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,2,57.682359027418514,0.0,57.682359027418514
Solana,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,2,81.57517444624942,0.0,81.57517444624942
Solana,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,10,82.43778280542985,19.9248634006771,172.57304091067613
Solana,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,10,76.94825470583771,43.80805273098525,110.10432545711247
Solana,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,12,19.609451919921234,6.875453645467334,46.30096813406909
Solana,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,12,22.210079469804164,9.93804023261193,33.54942006314554
Solana,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,13,59.75675192273295,22.27748119525789,93.32361888594417
Solana,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,13,39.134966077470615,23.052469116127757,52.882979248553305
Solana,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,13,7.317759639741066,1.833561941784805,12.90911838593186
Solana,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,13,6.5283661922994956,3.6645481626884617,8.4490194060993
Solana,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,41.40127388535034,14.55223880597014,83.60995850622406
Solana,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,36.04269780398646,20.946123082262687,47.977946982385404
Solana,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,15,50.21682567215958,22.050056869001285,98.08712118222063
Solana,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,15,54.10330423075792,30.040844583860654,65.6148457526316
Solana,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,13,0.8422962291045742,0.26599009698408155,1.8062417609305181
Solana,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,13,20.454935168743763,0.4137780241583681,36.5008357407774
Solana,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,14,14.096073799077514,5.779071740272191,32.142552263337215
Solana,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,14,14.88602909365405,7.288300728223496,18.89365723652327
Solana,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,12,69.36101124898526,5.0761306469373215,162.74607284848696
Solana,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,12,53.64753522150903,23.349360195212515,84.98500516327645
Solana,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,13,126.21359223300972,44.52788422520214,176.95372748163453
Solana,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,13,84.26562658818912,55.3424876479905,112.30020300657871
Solana,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,13,28.298727394507704,10.671362118973349,58.64260165700927
Solana,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,13,25.744050804773202,12.309151760227817,37.73441339587263
Solana,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,13,49.52380952380954,8.681135225375634,84.34291253367381
Solana,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,13,34.63036648219095,16.982191830795063,49.030051435218155
Solana,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,14,95.6385118149824,26.12177788624256,147.4370070643286
Solana,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,sample_std_pct,14,69.57678332940951,46.058232017472626,91.01786391889476
Solana,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,iqr_pct,0,,,
Solana,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,sample_std_pct,0,,,
Solana,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,iqr_pct,13,2.9398973645298714,0.2814452866108058,6.917830925129664
