blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,average_throughput_count,average_throughput_mean,average_throughput_max,average_throughput_min,average_throughput_q25,average_throughput_q75,average_throughput_std,average_latency_count,average_latency_mean,average_latency_max,average_latency_min,average_latency_q25,average_latency_q75,average_latency_std,energy_count,energy_mean,energy_max,energy_min,energy_q25,energy_q75,energy_std,commit_number_mean,average_throughput_min_perc,average_throughput_max_perc,average_throughput_iqr,average_throughput_iqr_perc,average_throughput_delta_abs,average_throughput_std_perc,average_latency_min_perc,average_latency_max_perc,average_latency_iqr,average_latency_iqr_perc,average_latency_delta_abs,average_latency_std_perc,energy_min_perc,energy_max_perc,energy_iqr,energy_iqr_perc,energy_delta_abs,energy_std_perc
Quorum,torus,VISA,8,16,10,2023,hop,40 nodes,0,18,7.4000,14.0000,0.6000,4.1750,9.4250,3.8736,18,11.9411,55.6400,5.7400,8.2750,9.4450,11.4251,18,22.1877,27.0404,15.4712,20.2532,24.4623,3.2535,2219.5000,-91.8919,89.1892,5.2500,70.9459,13.4000,52.3458,-51.9308,365.9533,1.1700,9.7981,49.9000,95.6790,-30.2712,21.8712,4.2090,18.9701,11.5692,14.6635
Solana,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,13,147.7692,238.9000,0.0000,124.5000,190.0000,76.0821,13,60.5954,78.9800,0.0000,67.4300,74.3200,27.1774,13,10.7341,11.8945,7.6675,10.7482,11.5677,1.2380,19576.6154,,61.6710,65.5000,44.3259,238.9000,51.4871,,30.3400,6.8900,11.3705,78.9800,44.8507,-28.5694,10.8103,0.8195,7.6344,4.2271,11.5333
Solana,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,10.6231,13.0765,8.5458,9.8152,11.4427,1.4061,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-19.5547,23.0942,1.6275,15.3199,4.5307,13.2363
Solana,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,14,17.0571,73.0000,0.0000,0.0000,26.4000,22.4790,14,45.3243,98.8400,0.0000,0.0000,71.2025,37.4352,14,9.6013,12.1900,7.8111,8.8434,10.3915,1.1317,2247.7857,,327.9732,26.4000,154.7739,73.0000,131.7863,,118.0729,71.2025,157.0957,98.8400,82.5941,-18.6446,26.9625,1.5481,16.1237,4.3789,11.7871
Solana,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,8.7885,11.4446,6.5396,7.9012,9.4444,1.2907,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-25.5895,30.2228,1.5432,17.5591,4.9051,14.6865
Solana,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,13,20.9154,35.5000,0.0000,9.3000,32.0000,13.2505,13,91.7269,173.0100,0.0000,67.1900,134.0900,48.8101,13,15.2054,18.2287,9.5206,13.9855,16.8875,2.2948,3780.0769,,69.7315,22.7000,108.5325,35.5000,63.3530,,88.6142,66.9000,72.9339,173.0100,53.2124,-37.3866,19.8830,2.9021,19.0858,8.7081,15.0921
Solana,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,13,4.2538,5.6000,2.1000,4.1000,4.8000,0.9360,13,104.0977,133.1300,84.8900,98.8600,105.5400,10.6468,13,14.6673,17.6552,11.1008,12.0085,16.8914,2.4320,770.0769,-50.6329,31.6456,0.7000,16.4557,3.5000,22.0027,-18.4516,27.8895,6.6800,6.4170,48.2400,10.2277,-24.3156,20.3718,4.8828,33.2907,6.5544,16.5813
Solana,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,12,17.5000,59.8000,0.0000,0.6750,23.9250,20.5532,12,85.0333,170.8100,0.0000,46.2075,124.3925,61.7110,12,20.8986,25.4452,16.3506,18.8638,23.0442,2.9049,5284.4167,,241.7143,23.2500,132.8571,59.8000,117.4467,,100.8742,78.1850,91.9463,170.8100,72.5727,-21.7623,21.7552,4.1804,20.0032,9.0946,13.9001
Solana,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,21.5874,27.1715,16.0887,18.7954,24.2977,3.3918,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-25.4717,25.8672,5.5023,25.4886,11.0827,15.7118
Solana,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,13,62.1000,152.3000,0.0000,0.0000,142.6000,69.5565,13,26.7592,93.9000,0.0000,0.0000,41.4800,30.2260,13,21.3898,24.7620,18.9266,19.6241,22.6207,1.8371,18625.6154,,145.2496,142.6000,229.6296,152.3000,112.0073,,250.9069,41.4800,155.0119,93.9000,112.9553,-11.5162,15.7651,2.9965,14.0091,5.8354,8.5885
Solana,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,13,14.8692,152.4000,0.0000,0.0000,0.0000,42.8411,13,10.1969,70.5700,0.0000,0.0000,0.0000,24.9519,13,22.6891,26.9089,17.9705,20.3493,24.9940,3.0203,4460.6154,,924.9353,0.0000,0.0000,152.4000,288.1193,,592.0715,0.0000,0.0000,70.5700,244.7005,-20.7966,18.5986,4.6447,20.4709,8.9384,13.3118
Solana,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,13,163.2000,483.6000,0.0000,10.0000,237.2000,169.2480,13,75.6500,169.9400,0.0000,64.2900,85.3700,55.7532,13,22.9075,25.8066,17.7104,21.3249,25.1273,2.7719,49586.4615,,196.3235,227.2000,139.2157,483.6000,103.7059,,124.6398,21.0800,27.8652,169.9400,73.6988,-22.6871,12.6558,3.8024,16.5991,8.0961,12.1005
Solana,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,22.4907,24.9052,19.8066,21.1221,23.5071,1.6205,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-11.9342,10.7358,2.3850,10.6044,5.0986,7.2051
Solana,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,14,261.1714,413.9000,0.0000,247.6500,333.3000,126.9571,14,55.7771,70.7100,0.0000,58.7900,68.7800,24.0405,14,10.3158,12.2668,8.7096,9.3064,11.3044,1.2539,34382.2143,,58.4783,85.6500,32.7946,413.9000,48.6107,,26.7724,9.9900,17.9106,70.7100,43.1010,-15.5703,18.9129,1.9980,19.3685,3.5572,12.1550
Solana,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,10.7386,14.2559,8.9000,9.2732,11.6306,1.6145,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-17.1216,32.7539,2.3574,21.9524,5.3559,15.0342
Solana,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,13,43.0077,68.4000,12.6000,30.6000,56.3000,16.8310,13,67.8892,76.4900,59.9500,65.8600,71.2000,5.0172,13,9.2659,11.6263,5.6258,8.5123,10.2011,1.7501,6102.3077,-70.7029,59.0413,25.7000,59.7568,55.8000,39.1350,-11.6944,12.6688,5.3400,7.8658,16.5400,7.3903,-39.2849,25.4734,1.6888,18.2262,6.0004,18.8877
Solana,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,8.8988,12.2849,6.5929,7.7946,9.5644,1.4850,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-25.9124,38.0506,1.7699,19.8888,5.6920,16.6873
Solana,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,13,54.6615,61.3000,48.1000,52.8000,56.8000,3.5685,13,44.7346,52.5800,39.2500,42.3500,46.3500,3.5819,13,14.7560,18.7877,11.4395,13.6387,16.1091,2.1518,9884.5385,-12.0039,12.1447,4.0000,7.3178,13.2000,6.5284,-12.2603,17.5376,4.0000,8.9416,13.3300,8.0069,-22.4756,27.3224,2.4704,16.7418,7.3482,14.5826
Solana,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,13,3.6231,6.0000,1.5000,2.9000,4.4000,1.3059,13,91.9038,109.6200,78.3200,85.8700,93.6500,9.2647,13,14.8087,18.5396,13.1661,13.7213,15.5380,1.4832,653.1538,-58.5987,65.6051,1.5000,41.4013,4.5000,36.0427,-14.7805,19.2768,7.7800,8.4654,31.3000,10.0808,-11.0921,25.1938,1.8167,12.2680,5.3735,10.0155
Solana,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,16,36.0312,90.8000,0.0000,24.8500,42.9750,22.2682,16,61.4988,76.5800,0.0000,58.0550,70.6850,18.6503,16,21.2846,26.2834,16.5628,19.5399,22.2941,2.6597,11110.6875,,152.0035,18.1250,50.3036,90.8000,61.8025,,24.5229,12.6300,20.5370,76.5800,30.3263,-22.1843,23.4856,2.7543,12.9402,9.7206,12.4959
Solana,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,21.1673,26.6358,17.4284,19.5153,22.5506,2.8505,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-17.6633,25.8348,3.0353,14.3397,9.2074,13.4665
Solana,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,14,165.3643,190.0000,0.0000,186.8250,188.8500,59.0775,14,17.5079,21.4200,0.0000,16.8000,19.6125,5.3271,14,22.9296,27.9994,17.5366,21.5606,24.1925,2.5980,49601.2857,,14.8978,2.0250,1.2246,190.0000,35.7257,,22.3451,2.8125,16.0642,21.4200,30.4269,-23.5198,22.1102,2.6319,11.4782,10.4628,11.3303
Solana,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,22.3807,27.2023,17.4930,19.3702,24.2863,3.3321,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-21.8387,21.5439,4.9161,21.9658,9.7093,14.8883
Solana,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,16,444.4500,684.8000,0.0000,442.1500,517.4750,187.2315,16,61.1700,83.1600,0.0000,63.3625,74.5725,24.9472,16,23.0323,26.5947,20.4741,21.0464,24.6891,1.9628,135267.6250,,54.0781,75.3250,16.9479,684.8000,42.1266,,35.9490,11.2100,18.3260,83.1600,40.7834,-11.1068,15.4668,3.6427,15.8157,6.1205,8.5220
Solana,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,22.2574,26.8805,18.9243,19.8037,23.9408,2.7706,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-14.9754,20.7708,4.1371,18.5877,7.9562,12.4480
Solana,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,14,184.7786,347.9000,0.0000,44.2750,279.3000,132.0819,14,61.8650,95.2700,0.0000,59.8300,72.1575,28.0816,14,10.2448,12.2753,6.7880,9.4556,11.4398,1.5996,23847.1429,,88.2794,235.0250,127.1928,347.9000,71.4812,,53.9966,12.3275,19.9265,95.2700,45.3918,-33.7418,19.8197,1.9841,19.3670,5.4873,15.6134
Solana,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,10.2013,12.3354,8.5087,9.1659,11.2124,1.2279,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-16.5923,20.9199,2.0465,20.0616,3.8267,12.0363
Solana,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,13,39.6154,103.5000,2.2000,11.4000,61.4000,33.3822,13,72.9638,98.7400,56.8000,65.9800,81.3600,13.1954,13,9.2706,11.7226,6.9923,7.7671,10.4269,1.4727,5421.0000,-94.4466,161.2621,50.0000,126.2136,101.3000,84.2656,-22.1532,35.3273,15.3800,21.0789,41.9400,18.0849,-24.5758,26.4490,2.6599,28.6914,4.7303,15.8855
Solana,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,9.1988,10.5027,7.1249,9.0191,9.6349,0.9693,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-22.5450,14.1745,0.6157,6.6936,3.3777,10.5377
Solana,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,13,45.9385,61.7000,18.7000,41.7000,54.7000,11.8264,13,55.4977,87.6000,36.7100,49.5800,61.3200,15.5081,13,14.3350,18.4047,10.2399,12.8353,15.3063,2.2693,8308.7692,-59.2934,34.3101,13.0000,28.2987,43.0000,25.7441,-33.8531,57.8444,11.7400,21.1540,50.8900,27.9437,-28.5671,28.3902,2.4710,17.2377,8.1648,15.8303
Solana,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,13,4.0385,6.1000,1.2000,2.9000,4.9000,1.3985,13,94.9900,110.6900,72.8600,82.3700,105.8900,13.1797,13,14.4850,17.3515,9.4361,13.0860,16.3645,2.2507,730.3077,-70.2857,51.0476,2.0000,49.5238,4.9000,34.6304,-23.2972,16.5281,23.5200,24.7605,37.8300,13.8748,-34.8559,19.7891,3.2784,22.6333,7.9153,15.5379
Solana,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,16,24.8625,67.9000,0.0000,9.0000,33.3750,20.8068,16,70.4925,136.1200,0.0000,59.3425,80.1050,28.0256,16,20.9271,25.5581,14.6281,19.6379,22.9154,3.3097,7654.3125,,173.1021,24.3750,98.0392,67.9000,83.6876,,93.0986,20.7625,29.4535,136.1200,39.7568,-30.0998,22.1291,3.2775,15.6614,10.9300,15.8155
Solana,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,20.4450,25.6021,15.1581,18.6320,22.6550,3.4109,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-25.8590,25.2241,4.0231,19.6774,10.4440,16.6831
Solana,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,15,153.2933,187.8000,0.0000,176.4500,185.2500,65.9757,15,20.1133,25.9600,0.0000,21.1200,24.5200,8.3561,15,22.6539,25.5120,18.3352,21.9608,24.0682,1.8642,45980.9333,,22.5102,8.8000,5.7406,187.8000,43.0389,,29.0686,3.4000,16.9042,25.9600,41.5452,-19.0640,12.6161,2.1075,9.3029,7.1768,8.2288
Solana,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,13,11.7231,152.4000,0.0000,0.0000,0.0000,42.2682,13,5.5600,72.2800,0.0000,0.0000,0.0000,20.0469,13,22.8868,26.0858,18.7556,21.7178,24.3355,2.1170,3515.3846,,1200.0000,0.0000,0.0000,152.4000,360.5551,,1200.0000,0.0000,0.0000,72.2800,360.5551,-18.0506,13.9775,2.6177,11.4375,7.3302,9.2498
Solana,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,15,293.1200,595.1000,0.0000,186.8500,393.8500,174.9342,15,67.6213,107.1100,0.0000,67.2400,85.9250,32.1033,15,21.6991,27.9065,16.4684,20.2150,23.0322,2.7504,89049.0000,,103.0227,207.0000,70.6195,595.1000,59.6801,,58.3968,18.6850,27.6318,107.1100,47.4751,-24.1055,28.6066,2.8172,12.9829,11.4381,12.6754
Solana,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,22.3717,26.0031,19.8582,20.7766,24.0566,1.9972,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-11.2355,16.2318,3.2800,14.6613,6.1449,8.9272
Solana,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,22,41.1364,290.7000,0.0000,0.0000,30.2500,82.7328,22,29.7245,117.2900,0.0000,0.0000,67.9900,41.8317,22,10.1103,13.0830,6.3248,8.6473,11.4594,1.7900,5320.5000,,606.6740,30.2500,73.5359,290.7000,201.1184,,294.5897,67.9900,228.7335,117.2900,140.7310,-37.4416,29.4026,2.8121,27.8140,6.7581,17.7049
Solana,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,10.5599,12.2055,8.8566,9.7433,11.1717,1.0427,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-16.1291,15.5839,1.4284,13.5265,3.3489,9.8742
Solana,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,19,4.2053,50.6000,0.0000,0.0000,0.0000,13.0870,19,7.6537,82.3600,0.0000,0.0000,0.0000,23.1502,19,9.5735,11.7797,6.8795,8.7330,10.6052,1.2543,577.6316,,1103.2541,0.0000,0.0000,50.6000,311.2051,,976.0831,0.0000,0.0000,82.3600,302.4707,-28.1409,23.0445,1.8722,19.5560,4.9003,13.1020
Solana,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,13,0.0077,0.1000,0.0000,0.0000,0.0000,0.0277,13,9.5700,124.4100,0.0000,0.0000,0.0000,34.5051,13,9.1734,10.8045,6.8655,8.3808,10.3171,1.1438,0.6154,,1200.0000,0.0000,0.0000,0.1000,360.5551,,1200.0000,0.0000,0.0000,124.4100,360.5551,-25.1593,17.7801,1.9363,21.1081,3.9390,12.4686
Solana,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,15,3.9800,43.2000,0.0000,0.0000,0.0000,11.6524,15,11.2987,120.9000,0.0000,0.0000,0.0000,32.8002,15,14.1253,16.3494,12.4137,13.5299,14.7365,1.0118,719.2000,,985.4271,0.0000,0.0000,43.2000,292.7728,,970.0378,0.0000,0.0000,120.9000,290.3014,-12.1171,15.7453,1.2067,8.5427,3.9356,7.1631
Solana,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,13,3.1615,7.9000,0.0000,2.4000,3.7000,1.8804,13,101.4346,130.5600,0.0000,97.9200,116.2100,32.6397,13,14.6723,19.1711,11.3439,12.8556,15.8879,2.2748,568.5385,,149.8783,1.3000,41.1192,7.9000,59.4773,,28.7135,18.2900,18.0313,130.5600,32.1781,-22.6848,30.6620,3.0323,20.6671,7.8272,15.5042
Solana,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,20,3.0850,45.6000,0.0000,0.0000,0.0000,10.6332,20,7.9535,87.9100,0.0000,0.0000,0.0000,24.6307,20,20.5399,29.5934,13.7349,18.6988,22.2997,3.5106,979.9500,,1378.1199,0.0000,0.0000,45.6000,344.6736,,1005.2996,0.0000,0.0000,87.9100,309.6837,-33.1309,44.0772,3.6009,17.5310,15.8585,17.0914
Solana,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,20.4142,24.6841,15.3328,18.3909,23.0839,3.1620,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-24.8916,20.9163,4.6931,22.9891,9.3513,15.4893
Solana,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,24,28.1750,185.8000,0.0000,0.0000,56.6000,45.6119,24,39.3371,157.2100,0.0000,0.0000,77.6075,58.9168,24,22.7325,29.4229,17.2186,20.5370,24.6971,3.3855,8451.0833,,559.4499,56.6000,200.8873,185.8000,161.8880,,299.6483,77.6075,197.2884,157.2100,149.7743,-24.2557,29.4309,4.1601,18.3002,12.2043,14.8928
Solana,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,21.7811,25.2496,18.8488,20.0379,23.4505,2.1309,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-13.4626,15.9244,3.4126,15.6676,6.4008,9.7834
Solana,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,26,98.0154,399.5000,0.0000,0.0000,157.6500,119.0587,26,71.2446,242.4000,0.0000,0.0000,108.4850,78.1635,26,22.5778,30.4833,16.3911,20.3444,24.7520,3.3697,29660.1538,,307.5891,157.6500,160.8421,399.5000,121.4694,,240.2362,108.4850,152.2712,242.4000,109.7114,-27.4017,35.0147,4.4076,19.5218,14.0922,14.9247
Solana,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,22.3349,25.4204,20.2205,21.3158,23.2525,1.4418,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-9.4668,13.8147,1.9367,8.6710,5.1999,6.4554
Solana,torus,DDoS,8,16,10,2023,hop,10 nodes,0,13,211.8308,280.7000,100.2000,179.7000,239.1000,48.1162,13,72.0815,85.6800,64.6600,67.9400,76.5000,6.2591,13,10.7077,13.1902,9.3277,9.7887,11.7066,1.1797,27746.4615,-52.6981,32.5114,59.4000,28.0413,180.5000,22.7144,-10.2960,18.8654,8.5600,11.8754,21.0200,8.6833,-12.8880,23.1843,1.9179,17.9117,3.8625,11.0173
Solana,torus,DDoS,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,10.4704,14.5395,7.3743,9.4787,10.4924,2.0800,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-29.5704,38.8626,1.0137,9.6812,7.1652,19.8655
Solana,torus,FIFA,8,16,10,2023,hop,10 nodes,0,13,19.2308,61.0000,0.0000,0.7000,26.5000,20.6755,13,53.4546,107.0400,0.0000,33.1600,71.8000,36.1156,13,9.0859,11.1779,6.9422,7.8121,10.1555,1.3566,2525.6923,,217.2000,25.8000,134.1600,61.0000,107.5127,,100.2446,38.6400,72.2856,107.0400,67.5632,-23.5937,23.0251,2.3434,25.7915,4.2357,14.9309
Solana,torus,FIFA,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,9.5066,11.9327,7.5860,8.5590,10.8638,1.3556,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-20.2028,25.5204,2.3048,24.2438,4.3467,14.2595
Solana,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,13,27.9846,44.5000,8.7000,21.1000,39.3000,11.0683,13,90.3385,142.6800,54.6900,65.4500,108.6100,31.2999,13,15.4380,17.9874,11.0062,14.4055,17.0986,2.3116,5058.6154,-68.9115,59.0159,18.2000,65.0357,35.8000,39.5512,-39.4610,57.9394,43.1600,47.7759,87.9900,34.6474,-28.7073,16.5134,2.6931,17.4444,6.9812,14.9734
Solana,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,13,4.9308,6.9000,3.8000,4.4000,5.2000,0.7867,13,96.3592,101.6500,88.6400,95.8000,99.2000,3.7511,13,13.5687,15.8052,7.7261,12.9781,14.9398,2.1825,889.6154,-22.9329,39.9376,0.8000,16.2246,3.1000,15.9559,-8.0109,5.4907,3.4000,3.5285,13.0100,3.8928,-43.0591,16.4830,1.9617,14.4573,8.0791,16.0848
Solana,torus,Gaming,8,16,10,2023,hop,10 nodes,0,14,23.3714,61.1000,0.0000,8.5000,36.2250,18.6680,14,58.0829,87.3500,0.0000,55.7225,75.4125,27.2939,14,20.5924,25.3793,15.3673,19.6530,21.7774,2.5777,7089.6429,,161.4303,27.7250,118.6278,61.1000,79.8752,,50.3886,19.6900,33.8998,87.3500,46.9913,-25.3741,23.2461,2.1244,10.3164,10.0121,12.5176
Solana,torus,Gaming,8,16,10,2023,hop,40 nodes,0,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13,20.1623,25.0393,15.7496,18.3253,22.0104,2.9315,0.0000,,,0.0000,,0.0000,,,,0.0000,,0.0000,,-21.8861,24.1883,3.6851,18.2771,9.2897,14.5395
Solana,torus,PayPal,8,16,10,2023,hop,10 nodes,0,13,101.5154,180.4000,0.0000,43.9000,159.0000,67.5320,13,31.0615,54.4000,0.0000,29.1000,40.6500,15.7265,13,22.1223,29.2907,17.5083,19.6866,23.0586,3.3132,30447.6923,,77.7071,115.1000,113.3818,180.4000,66.5239,,75.1362,11.5500,37.1842,54.4000,50.6301,-20.8571,32.4034,3.3720,15.2424,11.7825,14.9768
Solana,torus,PayPal,8,16,10,2023,hop,40 nodes,0,13,11.6538,151.5000,0.0000,0.0000,0.0000,42.0185,13,4.9515,64.3700,0.0000,0.0000,0.0000,17.8530,13,23.4176,30.6641,19.1650,20.1504,24.9090,3.3795,3496.6154,,1200.0000,0.0000,0.0000,151.5000,360.5551,,1200.0000,0.0000,0.0000,64.3700,360.5551,-18.1599,30.9448,4.7587,20.3209,11.4991,14.4313
Solana,torus,VISA,8,16,10,2023,hop,10 nodes,0,16,291.1187,573.4000,0.0000,204.9750,389.9250,145.7889,16,71.0950,103.7000,0.0000,67.5125,76.0200,22.7495,16,22.2953,30.4238,16.2028,19.9161,24.3890,3.9615,88298.8125,,96.9643,184.9500,63.5308,573.4000,50.0788,,45.8612,8.5075,11.9664,103.7000,31.9987,-27.3266,36.4583,4.4729,20.0622,14.2211,17.7684
Solana,torus,VISA,8,16,10,2023,hop,40 nodes,0,13,0.4308,5.6000,0.0000,0.0000,0.0000,1.5532,13,9.1131,118.4700,0.0000,0.0000,0.0000,32.8577,13,22.9882,26.6783,20.6869,21.8376,23.9153,1.6927,128.4615,,1200.0000,0.0000,0.0000,5.6000,360.5551,,1200.0000,0.0000,0.0000,118.4700,360.5551,-10.0108,16.0522,2.0777,9.0382,5.9914,7.3634
