blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,average_throughput_count,average_throughput_mean,average_throughput_max,average_throughput_min,average_throughput_q25,average_throughput_q75,average_throughput_std,average_latency_count,average_latency_mean,average_latency_max,average_latency_min,average_latency_q25,average_latency_q75,average_latency_std,energy_count,energy_mean,energy_max,energy_min,energy_q25,energy_q75,energy_std,commit_number_mean,average_throughput_min_perc,average_throughput_max_perc,average_throughput_iqr,average_throughput_iqr_perc,average_throughput_delta_abs,average_throughput_std_perc,average_latency_min_perc,average_latency_max_perc,average_latency_iqr,average_latency_iqr_perc,average_latency_delta_abs,average_latency_std_perc,energy_min_perc,energy_max_perc,energy_iqr,energy_iqr_perc,energy_delta_abs,energy_std_perc
Algorand,torus,VISA,8,16,10,2023,hop,40 nodes,0,13,402.1692,465.4000,335.7000,374.1000,440.1000,39.0443,13,28.9015,36.5800,21.7100,25.4300,31.7000,4.9237,13,21.7095,28.9424,17.8149,18.8213,22.4557,3.2381,121706.2308,-16.5277,15.7224,66.0000,16.4110,129.7000,9.7084,-24.8829,26.5677,6.2700,21.6943,14.8700,17.0362,-17.9394,33.3171,3.6344,16.7409,11.1275,14.9155
Diem,fat-tree,DDoS,8,16,10,2023,hop,10 nodes,0,13,344.6462,380.8000,302.4000,339.9000,352.2000,19.1822,13,70.0415,74.3100,65.5700,69.0400,71.7400,2.3492,13,10.6317,11.8956,9.0574,9.9218,11.4876,0.9970,41775.6923,-12.2578,10.4901,12.3000,3.5689,78.4000,5.5658,-6.3841,6.0942,2.7000,3.8549,8.7400,3.3540,-14.8074,11.8885,1.5658,14.7279,2.8382,9.3780
Diem,fat-tree,DDoS,8,16,10,2023,hop,40 nodes,0,20,231.3750,420.0000,102.0000,137.5250,353.2250,116.1231,20,73.2605,88.9000,51.6500,69.1075,78.4075,8.1331,20,9.9051,13.0280,7.0111,8.6400,10.7738,1.6778,27793.7000,-55.9157,81.5235,215.7000,93.2253,318.0000,50.1883,-29.4982,21.3478,9.3000,12.6944,37.2500,11.1016,-29.2179,31.5279,2.1338,21.5423,6.0169,16.9392
Diem,fat-tree,FIFA,8,16,10,2023,hop,10 nodes,0,13,23.7077,43.2000,8.5000,18.6000,28.5000,10.1383,13,46.5392,71.8000,29.9700,37.8800,49.8800,11.4759,13,9.0467,11.5644,6.1225,8.1021,10.5596,1.6519,3919.6923,-64.1467,82.2193,9.9000,41.7586,34.7000,42.7639,-35.6027,54.2784,12.0000,25.7847,41.8300,24.6586,-32.3233,27.8305,2.4575,27.1646,5.4419,18.2593
Diem,fat-tree,FIFA,8,16,10,2023,hop,40 nodes,0,21,21.7619,46.5000,10.3000,15.1000,22.7000,10.2400,21,42.5438,57.8400,29.9200,38.1600,46.5800,7.1638,21,9.2766,12.2062,7.4604,7.8386,10.2432,1.4960,4104.1429,-52.6696,113.6761,7.6000,34.9234,36.2000,47.0547,-29.6725,35.9540,8.4200,19.7914,27.9200,16.8386,-19.5779,31.5807,2.4046,25.9212,4.7458,16.1271
Diem,fat-tree,GAFAM,8,16,10,2023,hop,10 nodes,0,13,153.9692,167.0000,103.5000,148.0000,166.9000,20.3842,13,31.6369,37.7700,26.7400,28.9500,34.4500,3.3339,13,14.6716,17.2206,13.2552,13.5020,15.4877,1.3474,27840.7692,-32.7788,8.4632,18.9000,12.2752,63.5000,13.2391,-15.4785,19.3858,5.5000,17.3848,11.0300,10.5379,-9.6540,17.3732,1.9857,13.5343,3.9653,9.1840
Diem,fat-tree,GAFAM,8,16,10,2023,hop,40 nodes,0,19,147.9632,167.1000,42.7000,137.9500,166.7000,29.7202,19,44.5116,73.0400,18.1000,30.2800,57.7200,17.3924,19,15.1386,20.7273,12.0094,12.8411,17.0873,2.6983,26753.0000,-71.1415,12.9335,28.7500,19.4305,124.4000,20.0862,-59.3364,64.0921,27.4400,61.6469,54.9400,39.0738,-20.6702,36.9171,4.2462,28.0489,8.7179,17.8239
Diem,fat-tree,Gaming,8,16,10,2023,hop,10 nodes,0,13,185.8846,352.3000,50.2000,150.9000,214.4000,79.0539,13,87.0338,119.6100,53.1400,77.6300,102.4600,20.0334,13,21.3098,26.4229,9.7322,19.3200,24.6969,4.9955,57973.8462,-72.9940,89.5262,63.5000,34.1610,302.1000,42.5285,-38.9433,37.4293,24.8300,28.5291,66.4700,23.0180,-54.3297,23.9942,5.3769,25.2321,16.6906,23.4423
Diem,fat-tree,Gaming,8,16,10,2023,hop,40 nodes,0,25,206.9800,285.6000,105.3000,158.0000,248.6000,54.2881,25,112.9744,154.1800,54.8400,79.3400,144.1100,36.9762,25,20.7813,26.9779,15.3222,17.8366,23.0922,3.2158,59677.6000,-49.1255,37.9843,90.6000,43.7723,180.3000,26.2287,-51.4580,36.4734,64.7700,57.3316,99.3400,32.7297,-26.2692,29.8184,5.2557,25.2904,11.6557,15.4744
Diem,fat-tree,PayPal,8,16,10,2023,hop,10 nodes,0,13,195.3923,196.8000,192.9000,194.8000,196.3000,1.2613,13,7.3969,9.0400,5.8500,6.8400,7.9400,0.9097,13,21.5917,25.7313,18.4366,20.7469,22.4511,1.8377,58612.5385,-1.2755,0.7204,1.5000,0.7677,3.9000,0.6455,-20.9131,22.2130,1.1000,14.8710,3.1900,12.2979,-14.6125,19.1724,1.7042,7.8929,7.2947,8.5113
Diem,fat-tree,PayPal,8,16,10,2023,hop,40 nodes,0,23,194.0000,197.1000,187.7000,192.3000,196.4000,2.5311,23,15.9526,33.2700,4.4200,5.6100,22.3700,9.8304,23,21.5990,27.0745,13.1238,19.1753,24.0683,3.9316,58192.8696,-3.2474,1.5979,4.1000,2.1134,9.4000,1.3047,-72.2929,108.5552,16.7600,105.0612,28.8500,61.6226,-39.2387,25.3510,4.8930,22.6540,13.9507,18.2026
Diem,fat-tree,VISA,8,16,10,2023,hop,10 nodes,0,11,388.5818,437.3000,314.8000,371.0500,408.9000,34.0472,11,128.1345,132.0100,122.2400,126.2050,130.5700,3.3466,11,23.0079,26.2111,17.5973,22.4629,24.4781,2.4617,117909.9091,-18.9875,12.5374,37.8500,9.7405,122.5000,8.7619,-4.6003,3.0245,4.3650,3.4066,9.7700,2.6118,-23.5165,13.9220,2.0151,8.7584,8.6138,10.6993
Diem,fat-tree,VISA,8,16,10,2023,hop,40 nodes,0,23,292.5348,457.0000,60.5000,195.5000,422.4500,126.4514,23,140.7291,169.7100,78.8100,125.5150,155.0600,21.6080,23,23.0266,29.2737,16.2575,21.2023,25.5098,3.4713,88570.0435,-79.3187,56.2207,226.9500,77.5805,396.5000,43.2261,-43.9988,20.5934,29.5450,20.9942,90.9000,15.3543,-29.3972,27.1297,4.3075,18.7065,13.0163,15.0753
Diem,full mesh,DDoS,8,16,10,2023,hop,10 nodes,0,13,296.4538,415.9000,145.2000,243.4000,358.9000,83.7607,13,61.8708,71.2300,47.4000,59.0300,69.3600,7.5137,13,10.1765,12.6434,7.7704,9.4170,11.2936,1.5482,36015.7692,-51.0210,40.2917,115.5000,38.9605,270.7000,28.2542,-23.3887,15.1271,10.3300,16.6961,23.8300,12.1442,-23.6432,24.2412,1.8766,18.4409,4.8730,15.2131
Diem,full mesh,DDoS,8,16,10,2023,hop,40 nodes,0,11,156.3545,183.3000,117.1000,148.1000,167.8000,18.4277,11,68.5027,80.1300,59.5200,64.9700,71.8600,5.6461,11,10.9172,13.1239,8.1831,9.7850,12.2182,1.5577,18766.2727,-25.1061,17.2336,19.7000,12.5996,66.2000,11.7859,-13.1129,16.9734,6.8900,10.0580,20.6100,8.2422,-25.0435,20.2134,2.4332,22.2878,4.9408,14.2681
Diem,full mesh,FIFA,8,16,10,2023,hop,10 nodes,0,13,34.2846,49.3000,18.3000,23.7000,42.8000,11.4980,13,35.4823,43.2900,31.0200,33.1500,38.0200,3.4816,13,9.5560,10.8926,8.1870,8.6952,10.3296,0.9363,6125.8462,-46.6233,43.7963,19.1000,55.7101,31.0000,33.5368,-12.5761,22.0045,4.8700,13.7252,12.2700,9.8122,-14.3252,13.9875,1.6344,17.1037,2.7056,9.7977
Diem,full mesh,FIFA,8,16,10,2023,hop,40 nodes,0,11,20.1545,29.6000,13.3000,17.6000,21.5000,4.3803,11,39.6891,48.0500,33.6000,36.6750,41.8050,4.2012,11,8.5572,10.2806,6.7240,7.9397,9.2497,1.1622,4387.0000,-34.0099,46.8651,3.9000,19.3505,16.3000,21.7334,-15.3420,21.0660,5.1300,12.9255,14.4500,10.5852,-21.4234,20.1398,1.3100,15.3086,3.5566,13.5820
Diem,full mesh,GAFAM,8,16,10,2023,hop,10 nodes,0,12,127.2583,167.3000,80.8000,113.3500,152.1000,27.9911,12,24.3525,26.0900,20.3900,23.9650,25.3550,1.7145,12,14.9963,18.5288,11.1964,14.1979,15.7125,1.9664,23009.3333,-36.5071,31.4649,38.7500,30.4499,86.5000,21.9955,-16.2714,7.1348,1.3900,5.7078,5.7000,7.0404,-25.3389,23.5555,1.5146,10.1000,7.3324,13.1128
Diem,full mesh,GAFAM,8,16,10,2023,hop,40 nodes,0,13,162.4462,167.2000,126.1000,166.9000,167.1000,11.4956,13,50.6638,58.8900,41.9800,46.3100,54.4700,5.0125,13,15.1750,17.0441,13.7954,13.9468,16.1723,1.1851,29371.6154,-22.3743,2.9264,0.2000,0.1231,41.1000,7.0766,-17.1401,16.2367,8.1600,16.1062,16.9100,9.8936,-9.0915,12.3167,2.2255,14.6654,3.2487,7.8093
Diem,full mesh,Gaming,8,16,10,2023,hop,10 nodes,0,13,144.0385,279.1000,54.9000,96.0000,171.5000,64.2261,13,60.4138,100.9400,37.1100,45.1200,68.6700,17.7834,13,20.6355,25.7016,16.5392,18.4014,22.4224,2.8112,40540.3077,-61.8852,93.7677,75.5000,52.4166,224.2000,44.5896,-38.5737,67.0809,23.5500,38.9811,63.8300,29.4360,-19.8509,24.5499,4.0210,19.4860,9.1624,13.6231
Diem,full mesh,Gaming,8,16,10,2023,hop,40 nodes,0,12,191.0417,221.0000,116.3000,184.8500,212.9250,32.4015,12,142.8517,169.2300,83.9800,140.5550,149.1175,20.9758,12,20.6691,26.7713,15.3708,19.1672,22.5076,3.1691,56791.1667,-39.1232,15.6816,28.0750,14.6957,104.7000,16.9604,-41.2117,18.4655,8.5625,5.9940,85.2500,14.6836,-25.6337,29.5235,3.3404,16.1614,11.4005,15.3324
Diem,full mesh,PayPal,8,16,10,2023,hop,10 nodes,0,13,197.7308,198.2000,197.2000,197.5000,198.0000,0.3119,13,4.4269,5.8000,3.2300,3.7800,5.0000,0.7741,13,22.3310,27.3218,19.0237,20.6463,23.6714,2.2686,59316.1538,-0.2684,0.2373,0.5000,0.2529,1.0000,0.1578,-27.0374,31.0165,1.2200,27.5586,2.5700,17.4853,-14.8103,22.3494,3.0251,13.5466,8.2981,10.1590
Diem,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,13,188.4077,194.9000,179.4000,184.9000,191.6000,4.4472,13,20.9177,37.4900,14.6600,16.8500,21.4200,6.3992,13,22.9747,27.3310,18.2998,22.1518,24.5619,2.4876,56516.3077,-4.7810,3.4459,6.7000,3.5561,15.5000,2.3604,-29.9158,79.2263,4.5700,21.8475,22.8300,30.5921,-20.3479,18.9615,2.4101,10.4902,9.0312,10.8275
Diem,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,13,419.6308,501.9000,324.1000,399.1000,456.8000,52.7979,13,124.0669,140.1800,117.5900,120.5900,125.5100,5.4858,13,21.9297,25.6316,18.5330,19.6678,24.2989,2.5221,127435.6154,-22.7654,19.6051,57.7000,13.7502,177.8000,12.5820,-5.2205,12.9874,4.9200,3.9656,22.5900,4.4216,-15.4890,16.8806,4.6311,21.1181,7.0986,11.5008
Diem,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,12,183.5000,204.1000,168.3000,173.5750,191.6500,11.6283,12,148.0675,156.2700,142.2900,145.2150,150.2175,4.7307,12,22.1327,26.7113,19.1528,21.1189,22.4440,1.9784,55053.3333,-8.2834,11.2262,18.0750,9.8501,35.8000,6.3369,-3.9019,5.5397,5.0025,3.3785,13.9800,3.1949,-13.4638,20.6871,1.3251,5.9869,7.5585,8.9388
Diem,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,13,319.8231,403.0000,206.4000,270.9000,387.8000,69.8990,13,69.5485,74.9900,63.9600,67.7500,70.3900,2.9126,13,11.0394,13.8515,9.2175,10.3589,11.4698,1.1249,38674.4615,-35.4643,26.0072,116.9000,36.5515,196.6000,21.8555,-8.0353,7.8241,2.6400,3.7959,11.0300,4.1879,-16.5041,25.4732,1.1109,10.0627,4.6340,10.1899
Diem,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,12,143.2667,177.1000,108.3000,133.5250,151.9750,18.9597,12,71.2425,83.8300,62.3800,64.8300,75.4375,7.4037,12,10.6123,12.3815,8.4769,10.0639,11.2476,1.1386,17198.9167,-24.4067,23.6156,18.4500,12.8781,68.8000,13.2338,-12.4399,17.6685,10.6075,14.8893,21.4500,10.3922,-20.1215,16.6714,1.1836,11.1534,3.9046,10.7290
Diem,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,13,29.5385,50.7000,11.3000,24.3000,34.4000,10.8131,13,43.5246,55.7700,29.8700,38.8500,46.0900,8.3052,13,8.9381,11.0779,7.3207,8.3163,9.5051,1.1436,5079.0769,-61.7448,71.6406,10.1000,34.1927,39.4000,36.6068,-31.3722,28.1344,7.2400,16.6343,25.9000,19.0815,-18.0956,23.9397,1.1888,13.3003,3.7572,12.7948
Diem,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,9,15.2889,33.9000,8.1000,8.8000,15.7000,8.6763,9,50.3011,69.2100,35.0200,45.7800,51.5400,10.0106,9,9.1445,12.1009,6.0609,7.5370,10.9554,2.1362,3154.3333,-47.0203,121.7297,6.9000,45.1308,25.8000,56.7492,-30.3793,37.5914,5.7600,11.4510,34.1900,19.9014,-33.7210,32.3297,3.4184,37.3821,6.0400,23.3605
Diem,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,13,150.8385,167.1000,123.4000,132.4000,167.0000,17.4408,13,28.3208,33.4500,23.1800,26.9800,30.4600,2.9782,13,14.0565,15.3992,11.9200,13.4221,14.8958,1.1141,27275.6923,-18.1906,10.7808,34.6000,22.9384,43.7000,11.5626,-18.1519,18.1112,3.4800,12.2878,10.2700,10.5160,-15.1992,9.5517,1.4736,10.4837,3.4791,7.9257
Diem,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,10,147.5300,167.0000,78.0000,154.3750,166.9000,36.8320,10,57.2180,71.3500,41.5900,52.4400,62.4100,8.8126,10,15.0260,18.6024,11.0174,14.1836,17.0258,2.4824,26676.5000,-47.1294,13.1973,12.5250,8.4898,89.0000,24.9658,-27.3131,24.6985,9.9700,17.4246,29.7600,15.4017,-26.6775,23.8015,2.8422,18.9156,7.5850,16.5206
Diem,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,13,206.7923,401.7000,84.3000,138.9000,283.1000,103.8223,13,82.1238,134.7100,45.1400,64.8600,109.9700,28.2393,13,20.3104,24.2416,16.6601,18.5538,21.2897,2.3399,61233.6923,-59.2345,94.2529,144.2000,69.7318,317.4000,50.2061,-45.0342,64.0327,45.1100,54.9292,89.5700,34.3862,-17.9727,19.3557,2.7360,13.4707,7.5816,11.5205
Diem,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,10,211.1600,247.6000,119.4000,200.4750,241.4500,44.4448,10,138.5620,155.5800,97.9700,139.9575,149.3450,18.7445,10,21.3888,27.5811,13.4419,18.9107,23.5741,4.3818,59946.8000,-43.4552,17.2571,40.9750,19.4047,128.2000,21.0479,-29.2952,12.2819,9.3875,6.7749,57.6100,13.5279,-37.1545,28.9512,4.6635,21.8035,14.1392,20.4866
Diem,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,13,196.7000,197.4000,194.6000,196.5000,197.1000,0.7153,13,5.5100,6.9200,4.7100,5.2100,5.8800,0.6611,13,22.2266,25.9957,16.3303,20.6712,25.0033,3.2695,59000.6154,-1.0676,0.3559,0.6000,0.3050,2.8000,0.3637,-14.5191,25.5898,0.6700,12.1597,2.2100,11.9986,-26.5284,16.9575,4.3321,19.4905,9.6654,14.7100
Diem,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,11,191.2909,195.5000,185.1000,189.4000,193.5000,3.3077,11,22.8727,35.8100,16.7300,19.3550,24.8350,5.4162,11,22.7455,26.6962,16.9746,21.4536,24.7640,2.8928,57376.0000,-3.2364,2.2004,4.1000,2.1433,10.4000,1.7291,-26.8561,56.5620,5.4800,23.9587,19.0800,23.6798,-25.3717,17.3691,3.3104,14.5542,9.7216,12.7183
Diem,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,12,443.1000,475.8000,401.3000,430.1000,452.2750,19.9264,12,124.8800,131.3400,119.9900,123.0650,125.7725,3.0913,12,22.9636,26.3482,20.3248,21.5270,24.3284,2.0707,134692.5000,-9.4335,7.3798,22.1750,5.0045,74.5000,4.4970,-3.9158,5.1730,2.7075,2.1681,11.3500,2.4754,-11.4909,14.7390,2.8013,12.1991,6.0233,9.0175
Diem,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,9,199.3889,210.7000,187.6000,193.9000,205.5000,7.9728,9,154.5889,159.5600,152.1100,152.6800,155.7300,2.3434,9,22.1514,24.9561,18.9274,20.7636,23.1271,1.9346,60049.7778,-5.9125,5.6729,11.6000,5.8178,23.1000,3.9986,-1.6035,3.2157,3.0500,1.9730,7.4500,1.5159,-14.5543,12.6612,2.3635,10.6697,6.0286,8.7335
Diem,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,13,220.3923,258.3000,176.9000,208.3000,237.0000,25.6763,13,73.0454,78.6100,66.8200,71.3100,75.8500,3.7193,13,10.1101,14.5397,6.9575,9.4090,10.7337,1.8971,26463.2308,-19.7340,17.2001,28.7000,13.0222,81.4000,11.6503,-8.5226,7.6180,4.5400,6.2153,11.7900,5.0918,-31.1833,43.8133,1.3246,13.1021,7.5822,18.7643
Diem,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,19,103.7632,133.3000,0.0000,96.2500,125.0000,30.0839,19,79.1042,109.9200,0.0000,74.8800,90.2700,22.2636,19,10.7669,12.8958,7.5948,9.6675,11.8233,1.4011,12451.5263,,28.4656,28.7500,27.7073,133.3000,28.9929,,38.9559,15.3900,19.4553,109.9200,28.1447,-29.4617,19.7722,2.1557,20.0217,5.3010,13.0131
Diem,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,12,19.5583,28.9000,4.8000,16.5750,25.5500,7.1536,12,60.2267,78.1600,40.8400,56.3750,65.0925,10.5188,12,9.4692,12.3535,6.8793,8.4865,10.4599,1.6399,3104.7500,-75.4580,47.7631,8.9750,45.8884,24.1000,36.5756,-32.1895,29.7764,8.7175,14.4745,37.3200,17.4653,-27.3507,30.4601,1.9734,20.8404,5.4742,17.3181
Diem,scale-free,FIFA,8,16,10,2023,hop,40 nodes,0,18,8.3056,20.0000,1.7000,6.1500,10.5000,4.6730,18,70.2778,120.3300,47.3900,55.0025,76.5175,22.9917,18,9.2492,10.8429,7.7326,8.6428,9.7969,0.8926,1737.0556,-79.5318,140.8027,4.3500,52.3746,18.3000,56.2637,-32.5676,71.2206,21.5150,30.6142,72.9400,32.7155,-16.3973,17.2301,1.1540,12.4771,3.1103,9.6509
Diem,scale-free,GAFAM,8,16,10,2023,hop,10 nodes,0,14,156.8143,166.5000,98.1000,151.4000,166.4000,18.4037,14,46.9000,59.4700,36.5000,43.7525,48.4100,5.4842,14,15.0820,19.9145,10.1150,13.5883,16.4027,2.4493,28355.2857,-37.4419,6.1766,15.0000,9.5655,68.4000,11.7360,-22.1748,26.8017,4.6575,9.9307,22.9700,11.6933,-32.9328,32.0417,2.8144,18.6609,9.7994,16.2401
Diem,scale-free,GAFAM,8,16,10,2023,hop,40 nodes,0,16,164.9563,166.5000,144.6000,166.2750,166.3250,5.4293,16,79.7856,92.9800,72.5900,75.3000,82.6350,6.0221,16,14.3074,18.5857,9.7407,13.1192,15.7258,2.2769,29826.5000,-12.3404,0.9359,0.0500,0.0303,21.9000,3.2914,-9.0187,16.5373,7.3350,9.1934,20.3900,7.5478,-31.9185,29.9025,2.6066,18.2183,8.8450,15.9144
Diem,scale-free,Gaming,8,16,10,2023,hop,10 nodes,0,13,165.9385,259.5000,66.1000,110.0000,228.6000,65.7936,13,104.2000,134.5500,77.1300,95.0300,122.9500,18.6583,13,20.3516,25.0446,17.5428,18.3877,21.2081,2.4185,46225.2308,-60.1660,56.3833,118.6000,71.4723,193.4000,39.6494,-25.9789,29.1267,27.9200,26.7946,57.4200,17.9062,-13.8013,23.0599,2.8205,13.8588,7.5018,11.8835
Diem,scale-free,Gaming,8,16,10,2023,hop,40 nodes,0,17,192.9471,229.9000,155.3000,184.6000,208.4000,19.9135,17,155.1559,173.2600,142.2400,150.6000,157.8500,7.9393,17,21.9439,26.8667,16.5062,20.3255,24.0499,2.8178,53348.1176,-19.5116,19.1519,23.8000,12.3350,74.6000,10.3207,-8.3245,11.6683,7.2500,4.6727,31.0200,5.1170,-24.7803,22.4336,3.7244,16.9724,10.3606,12.8411
Diem,scale-free,PayPal,8,16,10,2023,hop,10 nodes,0,13,193.0000,194.8000,186.9000,191.6000,194.5000,2.3108,13,12.1531,15.7100,9.5900,11.3000,12.4500,1.8611,13,22.5984,26.6873,18.1281,21.8327,23.7649,2.2439,57894.4615,-3.1606,0.9326,2.9000,1.5026,7.9000,1.1973,-21.0899,29.2677,1.1500,9.4626,6.1200,15.3140,-19.7814,18.0937,1.9322,8.5503,8.5592,9.9295
Diem,scale-free,PayPal,8,16,10,2023,hop,40 nodes,0,19,163.6632,182.4000,131.8000,157.6500,172.0500,11.2154,19,60.7400,100.4100,38.5400,55.7850,64.9250,13.2258,19,23.1638,29.5255,17.9088,20.4119,25.0258,3.4466,49093.2105,-19.4687,11.4484,14.4000,8.7986,50.6000,6.8527,-36.5492,65.3112,9.1400,15.0477,61.8700,21.7745,-22.6862,27.4639,4.6139,19.9185,11.6167,14.8791
Diem,scale-free,VISA,8,16,10,2023,hop,10 nodes,0,12,287.0500,321.5000,262.4000,275.7000,292.9750,16.3989,12,142.8050,148.9800,138.5500,141.5050,143.9600,2.6848,12,22.4399,26.5985,18.1381,21.7612,23.3514,2.2933,86728.8333,-8.5874,12.0014,17.2750,6.0181,59.1000,5.7129,-2.9796,4.3241,2.4550,1.7191,10.4300,1.8801,-19.1703,18.5323,1.5903,7.0869,8.4604,10.2196
Diem,scale-free,VISA,8,16,10,2023,hop,40 nodes,0,19,157.2211,173.3000,143.6000,153.3000,161.2500,7.4323,19,166.1637,179.6800,158.1500,161.5000,169.8400,5.9628,19,21.7667,27.0485,16.0506,19.5718,24.1333,3.1257,47168.3158,-8.6636,10.2270,7.9500,5.0566,29.7000,4.7273,-4.8228,8.1343,8.3400,5.0191,21.5300,3.5885,-26.2606,24.2659,4.5615,20.9563,10.9979,14.3601
Diem,torus,DDoS,8,16,10,2023,hop,10 nodes,0,13,319.2231,374.3000,226.1000,303.4000,341.7000,40.0862,13,69.0046,72.7000,62.8000,68.5000,70.0600,2.5579,13,10.5138,13.5212,6.5866,10.0676,12.0096,2.2954,38643.6923,-29.1718,17.2534,38.3000,11.9979,148.2000,12.5574,-8.9916,5.3553,1.5600,2.2607,9.9000,3.7069,-37.3526,28.6047,1.9420,18.4712,6.9346,21.8326
Diem,torus,DDoS,8,16,10,2023,hop,40 nodes,0,10,151.0500,175.0000,125.0000,141.6000,158.3000,15.5139,10,74.0520,89.9200,66.1600,69.4025,78.6175,7.8232,10,10.4569,13.5784,8.1029,9.4384,11.3142,1.6287,18128.7000,-17.2459,15.8557,16.7000,11.0559,50.0000,10.2707,-10.6574,21.4282,9.2150,12.4440,23.7600,10.5645,-22.5119,29.8512,1.8758,17.9380,5.4756,15.5754
Diem,torus,FIFA,8,16,10,2023,hop,10 nodes,0,13,30.2692,56.7000,9.9000,22.4000,36.9000,12.6037,13,45.8885,62.1400,30.7200,35.6000,51.5400,10.0108,13,9.0991,11.4185,6.2452,8.4603,9.5285,1.3329,4997.4615,-67.2935,87.3189,14.5000,47.9034,46.8000,41.6387,-33.0551,35.4153,15.9400,34.7364,31.4200,21.8155,-31.3648,25.4907,1.0682,11.7394,5.1733,14.6488
Diem,torus,FIFA,8,16,10,2023,hop,40 nodes,0,9,15.0556,20.0000,9.7000,13.4000,17.8000,3.1489,9,44.7578,55.6100,36.8700,39.8100,49.0400,6.3242,9,9.0577,10.8975,7.3060,8.2728,9.5283,1.1321,3411.1111,-35.5720,32.8413,4.4000,29.2251,10.3000,20.9149,-17.6233,24.2466,9.2300,20.6221,18.7400,14.1299,-19.3397,20.3126,1.2554,13.8605,3.5916,12.4991
Diem,torus,GAFAM,8,16,10,2023,hop,10 nodes,0,13,162.5000,167.1000,138.3000,161.7000,166.9000,8.6125,13,34.1508,38.0800,28.9400,32.5800,36.2400,2.5051,13,14.8282,22.4989,10.1905,12.1719,16.9295,3.6824,29384.0000,-14.8923,2.8308,5.2000,3.2000,28.8000,5.3000,-15.2581,11.5055,3.6600,10.7172,9.1400,7.3354,-31.2760,51.7307,4.7576,32.0846,12.3084,24.8341
Diem,torus,GAFAM,8,16,10,2023,hop,40 nodes,0,13,163.5231,166.9000,147.4000,166.7000,166.8000,6.4657,13,62.3546,71.9500,56.1200,58.7200,65.2700,4.8288,13,15.3310,18.5548,11.7370,14.4548,17.3963,2.3233,29568.8462,-9.8598,2.0651,0.1000,0.0612,19.5000,3.9540,-9.9986,15.3884,6.5500,10.5044,15.8300,7.7441,-23.4426,21.0280,2.9415,19.1865,6.8178,15.1545
Diem,torus,Gaming,8,16,10,2023,hop,10 nodes,0,12,229.9000,355.2000,74.0000,146.1000,307.1000,91.8236,12,102.5783,135.2300,61.0600,84.3350,122.0375,25.6720,12,20.0559,22.2626,15.9667,19.0755,21.6853,2.0026,67681.9167,-67.8121,54.5020,161.0000,70.0304,281.2000,39.9407,-40.4748,31.8310,37.7025,36.7548,74.1700,25.0267,-20.3889,11.0032,2.6098,13.0127,6.2960,9.9853
Diem,torus,Gaming,8,16,10,2023,hop,40 nodes,0,11,227.8455,262.4000,109.8000,217.0500,252.0500,44.0251,11,139.4991,157.5000,73.3100,140.8350,151.1600,23.3291,11,20.4971,26.6068,16.1026,18.5373,22.3716,3.1888,66079.4545,-51.8094,15.1658,35.0000,15.3613,152.6000,19.3224,-47.4477,12.9040,10.3250,7.4015,84.1900,16.7235,-21.4395,29.8076,3.8343,18.7067,10.5042,15.5575
Diem,torus,PayPal,8,16,10,2023,hop,10 nodes,0,12,196.1167,196.6000,195.6000,195.8500,196.4250,0.3563,12,7.4125,8.2600,6.4700,7.0950,7.7050,0.5036,12,21.4616,26.4501,14.1865,19.3203,24.8499,3.5596,58833.0000,-0.2634,0.2465,0.5750,0.2932,1.0000,0.1817,-12.7150,11.4334,0.6100,8.2293,1.7900,6.7935,-33.8982,23.2436,5.5296,25.7650,12.2636,16.5858
Diem,torus,PayPal,8,16,10,2023,hop,40 nodes,0,12,181.0833,195.0000,56.2000,190.6250,193.9750,39.3829,12,28.4683,33.1200,22.2100,26.7800,31.5000,3.6512,12,23.0961,27.1192,19.4089,20.8338,25.3688,2.6440,54324.3333,-68.9646,7.6852,3.3500,1.8500,138.8000,21.7485,-21.9835,16.3398,4.7200,16.5798,10.9100,12.8253,-15.9644,17.4189,4.5350,19.6353,7.7102,11.4477
