hash,workload,run,mode,dataset,link_strategy,cores,ram,secondaries,network_size,dynamic,submit_number,commit_number,abort_number,average_load,average_throughput,average_latency,median_latency,start_bench,blockchain,MiB-Rx,MiB-Tx,energy,bandwidth,switch,latency
874385,football,7,torus-l,diablo,hop,8,16,10,4,0,4056130,4730,0,15306.8,17.8,40.49,24.38,2025-07-01 03:08:52.574,diem,57.97,57.97,9.52826869538309,1.0,0,0
874385,football,4,torus-l,diablo,hop,8,16,10,4,0,4056130,2519,0,21063.3,13.1,39.14,23.76,2025-07-01 02:11:28.463,diem,57.97,57.97,7.3059587256094485,1.0,0,0
874385,football,6,torus-l,diablo,hop,8,16,10,4,0,4056130,2944,0,18470.0,13.4,43.65,27.92,2025-07-01 02:49:43.021,diem,57.97,57.97,10.897535666409839,1.0,0,0
874385,football,8,torus-l,diablo,hop,8,16,10,4,0,4056130,2767,0,19649.3,13.4,55.61,29.95,2025-07-01 03:28:13.291,diem,57.97,57.97,7.859886673149244,1.0,0,0
874385,football,1,torus-l,diablo,hop,8,16,10,4,0,4056130,3805,0,15760.2,14.8,49.04,31.03,2025-07-01 01:14:02.461,diem,57.97,57.97,9.29896618629214,1.0,0,0
d4ba06,10000,3,torus-l,diablo,hop,8,16,10,4,0,1199990,17000,0,9998.4,141.6,80.44,75.65,2025-06-30 23:12:39.010,diem,48.3,48.3,13.578448044251452,1.0,0,0
d4ba06,10000,10,torus-l,diablo,hop,8,16,10,4,0,1199990,19000,0,9999.9,158.3,71.46,68.2,2025-07-01 00:55:07.949,diem,48.3,48.3,9.664198208484107,1.0,0,0
d4ba06,10000,7,torus-l,diablo,hop,8,16,10,4,0,1199990,17000,0,9993.4,141.6,70.55,69.11,2025-07-01 00:11:09.093,diem,48.3,48.3,9.22197808627032,1.0,0,0
d4ba06,10000,2,torus-l,diablo,hop,8,16,10,4,0,1199990,15000,0,9999.9,125.0,66.16,64.7,2025-06-30 22:57:49.209,diem,48.3,48.3,9.939952477549502,1.0,0,0
d4ba06,10000,8,torus-l,diablo,hop,8,16,10,4,0,1199990,18794,0,9998.1,156.6,82.92,77.77,2025-07-01 00:26:01.409,diem,48.3,48.3,12.353575242849095,1.0,0,0
d4ba06,10000,9,torus-l,diablo,hop,8,16,10,4,0,1199990,15917,0,9997.9,132.6,89.92,94.36,2025-07-01 00:40:12.808,diem,48.3,48.3,11.620701728957057,1.0,0,0
d4ba06,10000,5,torus-l,diablo,hop,8,16,10,4,0,1199990,20000,0,9999.9,166.7,73.15,71.77,2025-06-30 23:41:41.136,diem,48.3,48.3,9.36313522031086,1.0,0,0
d4ba06,10000,1,torus-l,diablo,hop,8,16,10,4,0,1199990,19000,0,9995.0,158.3,66.28,72.7,2025-06-30 22:43:21.363,diem,48.3,48.3,10.32986046003813,1.0,0,0
cf22c6,visa,1,torus-l,diablo,hop,8,16,10,4,0,540000,18351,0,1800.0,61.2,83.41,79.02,2024-05-20 03:33:15.906,diem,11.86,13.22,20.01284430615336,1.0,0,0
14293c,gafam,1,torus-l,diablo,hop,8,16,10,4,0,30320,30151,0,167.7,166.8,57.45,57.14,2024-05-20 03:21:03.950,diem,8.74,8.86,18.554831331584264,1.0,0,0
386f77,football,1,torus-l,diablo,hop,8,16,10,4,0,4056130,3577,0,20567.4,18.1,36.87,27.02,2024-05-20 04:05:30.518,diem,66.55,74.11,8.996097594054728,1.0,0,0
1dabee,paypal,1,torus-l,diablo,hop,8,16,10,4,0,59990,58506,0,200.0,195.0,27.84,30.69,2024-05-21 08:47:53.362,diem,9.67,10.95,27.119150864985198,1.0,0,0
dbe237,gafam,1,torus-l,diablo,hop,8,16,10,4,0,30320,30134,0,167.7,166.7,60.94,57.67,2024-05-21 09:00:35.029,diem,22.82,25.74,16.502833980316225,1.0,0,0
ebdf97,dota,1,torus-l,diablo,hop,8,16,10,4,0,3678700,30315,0,13328.6,109.8,73.31,79.37,2024-05-21 09:31:52.595,diem,40.83,44.61,17.727240134269593,1.0,0,0
544243,10000,1,torus-l,diablo,hop,8,16,10,4,0,1199990,21000,0,9999.9,175.0,70.62,61.11,2024-05-21 09:13:20.548,diem,66.47,71.95,8.102872956985353,1.0,0,0
c23a41,paypal,1,full-mesh,our,hop,8,16,10,1,0,59990,58345,0,200.0,194.5,4.1,3.82,2024-05-13 12:14:31.510,diem,5.23,11.22,24.8532809513534,0.0,0,0
7361a0,paypal,1,full-mesh,our,hop,8,16,10,1,0,59990,59232,0,200.0,197.4,3.7,3.42,2024-06-24 13:59:22.899,diem,14.08,33.19,17.4856117585075,1.0,0,0
7361a0,paypal,4,full-mesh,our,hop,8,16,10,1,0,59990,58823,0,200.0,196.1,4.49,3.9,2024-06-24 14:34:08.039,diem,14.08,33.19,21.018796195225757,1.0,0,0
7361a0,paypal,3,full-mesh,our,hop,8,16,10,1,0,59990,58313,0,199.9,194.4,4.66,4.08,2024-06-24 14:22:25.775,diem,14.08,33.19,21.637475854688716,1.0,0,0
7361a0,paypal,2,full-mesh,our,hop,8,16,10,1,0,59990,59338,0,200.0,197.8,3.57,3.26,2024-06-24 14:11:02.485,diem,14.08,33.19,19.080917611508333,1.0,0,0
303798,visa,1,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4752,0,1800.0,15.8,131.02,132.99,2024-05-08 22:36:31.182,poa,2.33,1.94,18.586049202911624,0.0,0,0
6d9c7f,paypal,1,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3105,0,200.0,10.4,180.7,168.72,2024-05-08 22:17:23.794,poa,0.55,0.39,22.15546223826858,0.0,0,0
b0381e,gafam,1,fat-tree-l,diablo,hop,8,16,10,1,0,30320,3438,0,167.7,19.0,81.47,70.56,2024-05-08 22:28:33.482,poa,1.18,0.86,12.900465692037413,0.0,0,0
f4ab29,10000,1,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,1042,0,9999.9,8.7,73.01,74.17,2024-05-08 22:47:19.426,poa,12.13,8.95,10.357618272732187,0.0,0,0
33d3f4,football,1,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,106,0,39918.6,1.0,7.97,7.97,2024-05-08 23:01:08.390,poa,26.3,12.1,8.867016552520768,0.0,0,0
ee3dac,dota,1,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,197,0,13320.7,0.7,88.08,74.5,2024-05-09 08:33:20.928,poa,4.54,1.1,22.564845526241736,0.0,0,0
c621a0,football,1,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,214,0,35181.0,1.9,14.19,14.69,2024-05-09 08:49:00.391,poa,23.12,4.08,9.34585554316816,0.0,0,0
7a2b94,10000,1,full-mesh,diablo,hop,8,16,10,1,0,1199990,1327,0,9999.9,11.1,62.62,56.45,2024-05-08 19:00:52.490,poa,10.63,7.15,9.889944736329383,0.0,0,0
975db7,paypal,1,full-mesh,diablo,hop,8,16,10,1,0,59990,3205,0,200.0,10.7,129.92,115.08,2024-05-08 18:30:54.818,poa,0.37,0.24,22.949952127403783,0.0,0,0
e9e813,visa,1,full-mesh,diablo,hop,8,16,10,1,0,540000,2867,0,1800.0,9.6,157.32,147.88,2024-05-08 18:50:02.606,poa,2.54,2.08,21.73457441297708,0.0,0,0
8907c0,gafam,1,full-mesh,diablo,hop,8,16,10,1,0,30320,1280,0,167.7,7.1,93.52,88.24,2024-05-08 18:42:38.315,poa,1.16,0.84,13.829329072253064,0.0,0,0
b8e6ab,football,1,full-mesh,diablo,hop,8,16,10,1,0,4056130,71,0,32716.9,0.6,11.45,11.45,2024-05-08 19:14:45.746,poa,19.17,9.51,7.573179366338863,0.0,0,0
20bdb5,dota,1,full-mesh,diablo,hop,8,16,10,1,0,3678700,139,0,13321.4,0.5,58.39,43.05,2024-05-09 06:31:25.950,poa,3.61,0.95,24.289298790166093,0.0,0,0
c42b71,football,1,full-mesh,diablo,hop,8,16,10,1,0,4056130,233,0,40157.9,2.3,11.96,11.34,2024-05-09 06:47:24.341,poa,22.99,3.76,7.3605944829806225,0.0,0,0
4964f3,visa,1,hypercube,diablo,hop,8,16,10,1,0,540000,4098,0,1800.0,13.7,126.08,126.17,2024-05-08 23:51:58.744,poa,3.31,2.96,21.200274478212354,0.0,0,0
539765,paypal,1,hypercube,diablo,hop,8,16,10,1,0,59990,3321,0,200.0,11.1,140.01,129.9,2024-05-08 23:32:27.762,poa,0.57,0.43,23.77504217389024,0.0,0,0
497d12,gafam,1,hypercube,diablo,hop,8,16,10,1,0,30320,1266,0,167.7,7.0,90.42,85.26,2024-05-08 23:44:10.329,poa,1.21,0.89,11.55334164379513,0.0,0,0
c2b88c,10000,1,hypercube,diablo,hop,8,16,10,1,0,1199990,1985,0,9999.9,16.5,39.71,34.49,2024-05-09 00:02:51.594,poa,12.74,9.56,9.400996814652858,0.0,0,0
4cf55d,dota,1,hypercube,diablo,hop,8,16,10,1,0,3678700,184,0,13328.6,0.7,44.53,34.31,2024-05-09 10:00:42.421,poa,4.1,0.7,18.57467223003379,0.0,0,0
9c9193,football,1,hypercube,diablo,hop,8,16,10,1,0,4056130,322,0,40159.2,3.2,18.03,12.73,2024-05-09 10:18:01.920,poa,23.79,3.31,10.520905959733511,0.0,0,0
8b826a,gafam,1,fat-tree-l,diablo,hop,8,16,10,1,0,30320,1284,0,167.7,7.1,90.49,89.2,2024-06-04 02:47:10.771,poa,1.37,0.84,15.00755112747354,1.0,0,0
8b826a,gafam,2,fat-tree-l,diablo,hop,8,16,10,1,0,30320,1284,0,167.7,7.1,90.49,89.2,2024-06-04 02:56:45.506,poa,1.37,0.84,10.832937778663371,1.0,0,0
b69154,10000,1,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,912,0,9999.9,7.6,19.92,22.92,2024-06-04 03:22:50.639,poa,12.78,6.96,9.2255516108044,1.0,0,0
b69154,10000,2,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,477,0,9999.9,4.0,71.24,64.42,2024-06-04 03:31:39.978,poa,12.78,6.96,11.512431769875148,1.0,0,0
e2ae6c,paypal,1,fat-tree-l,diablo,hop,8,16,10,1,0,59990,1134,0,200.0,3.8,227.98,225.71,2024-06-04 02:23:12.999,poa,0.48,0.25,26.323031331842387,1.0,0,0
d585e9,dota,1,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,230,0,13328.6,0.8,68.6,57.31,2024-06-04 04:15:14.457,poa,20.29,5.36,18.213953575648475,1.0,0,0
d585e9,dota,2,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,78,0,13323.4,0.3,12.18,11.91,2024-06-04 04:30:44.034,poa,20.29,5.36,18.386135711713433,1.0,0,0
1cf8a0,visa,1,fat-tree-l,diablo,hop,8,16,10,1,0,540000,2958,0,1800.0,9.9,206.63,201.44,2024-06-04 03:01:26.729,poa,2.27,1.52,18.32518380212095,1.0,0,0
1cf8a0,visa,2,fat-tree-l,diablo,hop,8,16,10,1,0,540000,2636,0,1800.0,8.8,207.89,197.28,2024-06-04 03:11:58.288,poa,2.27,1.52,16.604770104591193,1.0,0,0
9eb0c2,football,1,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,318,0,40159.2,3.1,16.59,17.59,2024-06-04 03:46:33.529,poa,33.51,10.64,10.625592847889973,1.0,0,0
9eb0c2,football,2,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,214,0,32742.0,1.7,11.08,17.86,2024-06-04 04:00:09.682,poa,33.51,10.64,9.911941217790382,1.0,0,0
0f4ebf,paypal,1,fat-tree-l,diablo,hop,8,16,10,1,0,59990,2084,0,200.0,6.9,153.96,162.9,2024-06-18 09:14:52.794,poa,0.61,0.37,17.94348810748343,1.0,0,0
0f4ebf,paypal,2,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3320,0,200.0,11.1,160.26,160.31,2024-06-18 09:25:19.693,poa,0.61,0.37,21.119952001835735,1.0,0,0
a2b226,gafam,9,fat-tree-l,diablo,hop,8,16,10,1,0,30320,1646,0,167.7,9.1,88.53,100.12,2025-06-21 11:48:16.802,poa,4.35,3.67,12.98995050449574,1.0,0,0
a2b226,gafam,6,fat-tree-l,diablo,hop,8,16,10,1,0,30320,1903,0,167.7,10.5,98.77,102.18,2025-06-21 11:23:02.436,poa,4.35,3.67,13.201208364387321,1.0,0,0
a2b226,gafam,4,fat-tree-l,diablo,hop,8,16,10,1,0,30320,2241,0,167.7,12.4,83.29,71.8,2025-06-21 11:05:52.731,poa,4.35,3.67,13.431887741119516,1.0,0,0
a2b226,gafam,7,fat-tree-l,diablo,hop,8,16,10,1,0,30320,2365,0,167.7,13.1,75.22,67.08,2025-06-21 11:31:22.075,poa,4.35,3.67,11.837293424683706,1.0,0,0
a2b226,gafam,3,fat-tree-l,diablo,hop,8,16,10,1,0,30320,2526,0,167.7,14.0,87.95,84.15,2025-06-21 10:57:28.618,poa,4.35,3.67,14.085913403562403,1.0,0,0
a2b226,gafam,5,fat-tree-l,diablo,hop,8,16,10,1,0,30320,2127,0,167.7,11.8,92.16,88.37,2025-06-21 11:14:20.684,poa,4.35,3.67,16.263465345363574,1.0,0,0
a2b226,gafam,1,fat-tree-l,diablo,hop,8,16,10,1,0,30320,1835,0,167.7,10.1,99.4,102.42,2025-06-21 10:40:43.038,poa,4.35,3.67,17.606553926585434,1.0,0,0
a2b226,gafam,8,fat-tree-l,diablo,hop,8,16,10,1,0,30320,1643,0,167.7,9.1,94.8,85.37,2025-06-21 11:39:49.235,poa,4.35,3.67,10.434054988575745,1.0,0,0
a2b226,gafam,2,fat-tree-l,diablo,hop,8,16,10,1,0,30320,1608,0,167.7,8.9,96.64,104.03,2025-06-21 10:49:08.891,poa,4.35,3.67,18.364225204244946,1.0,0,0
a2b226,gafam,10,fat-tree-l,diablo,hop,8,16,10,1,0,30320,1440,0,167.7,8.0,92.89,84.53,2025-06-21 11:56:43.470,poa,4.35,3.67,15.269941535779186,1.0,0,0
c1f287,paypal,9,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3877,0,200.0,12.9,133.78,137.19,2025-06-21 13:28:34.656,poa,7.02,6.24,24.82934773752589,1.0,0,0
c1f287,paypal,6,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3710,0,200.0,12.4,132.34,137.33,2025-06-21 12:57:08.285,poa,7.02,6.24,15.038904774232101,1.0,0,0
c1f287,paypal,4,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3531,0,200.0,11.8,129.41,116.51,2025-06-21 12:36:07.772,poa,7.02,6.24,18.41796040767619,1.0,0,0
c1f287,paypal,7,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3519,0,200.0,11.7,129.82,124.7,2025-06-21 13:07:37.057,poa,7.02,6.24,18.974720266204702,1.0,0,0
c1f287,paypal,3,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3429,0,200.0,11.4,128.5,131.67,2025-06-21 12:25:39.799,poa,7.02,6.24,28.85426494522096,1.0,0,0
c1f287,paypal,5,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3300,0,200.0,11.0,130.32,109.23,2025-06-21 12:46:37.973,poa,7.02,6.24,19.43587403837203,1.0,0,0
c1f287,paypal,1,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3736,0,200.0,12.5,141.43,148.61,2025-06-21 12:04:41.319,poa,7.02,6.24,26.223897805277737,1.0,0,0
c1f287,paypal,8,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3937,0,200.0,13.1,141.44,135.8,2025-06-21 13:18:05.518,poa,7.02,6.24,22.855373887784758,1.0,0,0
c1f287,paypal,2,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3878,0,200.0,12.9,139.12,140.95,2025-06-21 12:15:11.233,poa,7.02,6.24,31.885948378848568,1.0,0,0
c1f287,paypal,10,fat-tree-l,diablo,hop,8,16,10,1,0,59990,3719,0,200.0,12.4,149.54,147.97,2025-06-21 13:39:02.286,poa,7.02,6.24,29.349638855459983,1.0,0,0
f62e54,dota,9,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,38,0,13328.6,0.1,3.92,4.73,2025-06-21 21:35:50.128,poa,132.52,53.8,25.02280339758212,1.0,0,0
f62e54,dota,6,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,148,0,13328.6,0.5,28.5,22.54,2025-06-21 20:51:12.004,poa,132.52,53.8,21.151079536169295,1.0,0,0
f62e54,dota,4,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,19,0,13328.6,0.1,2.79,2.79,2025-06-21 20:21:31.619,poa,132.52,53.8,22.09651522911822,1.0,0,0
f62e54,dota,7,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,114,0,13328.6,0.4,42.35,48.96,2025-06-21 21:06:11.329,poa,132.52,53.8,18.56158541254231,1.0,0,0
f62e54,dota,3,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,175,0,13328.4,0.6,53.5,38.17,2025-06-21 20:06:40.828,poa,132.52,53.8,18.51051083880649,1.0,0,0
f62e54,dota,5,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,147,0,13328.6,0.5,89.38,110.9,2025-06-21 20:36:06.850,poa,132.52,53.8,20.044973729887246,1.0,0,0
f62e54,dota,1,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,204,0,13328.6,0.7,72.92,66.24,2025-06-21 19:37:04.919,poa,132.52,53.8,22.887433015185447,1.0,0,0
f62e54,dota,8,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,195,0,13328.6,0.7,31.73,20.72,2025-06-21 21:20:58.505,poa,132.52,53.8,20.301205258323908,1.0,0,0
f62e54,dota,2,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,37,0,12738.2,0.1,3.41,2.88,2025-06-21 19:52:00.132,poa,132.52,53.8,22.459701256547085,1.0,0,0
f62e54,dota,10,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,212,0,13328.4,0.8,53.55,44.2,2025-06-21 21:50:25.023,poa,132.52,53.8,27.49757902501848,1.0,0,0
8df0b5,visa,9,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4035,0,1800.0,13.4,158.74,170.93,2025-06-21 15:14:49.328,poa,30.92,27.65,24.220396709444692,1.0,0,0
8df0b5,visa,6,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4528,0,1800.0,15.1,155.74,159.02,2025-06-21 14:43:01.776,poa,30.92,27.65,26.36423232653715,1.0,0,0
8df0b5,visa,4,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4805,0,1800.0,16.0,140.94,125.74,2025-06-21 14:21:41.799,poa,30.92,27.65,14.66822593194175,1.0,0,0
8df0b5,visa,7,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4572,0,1800.0,15.2,146.8,144.38,2025-06-21 14:53:37.786,poa,30.92,27.65,31.426020937398192,1.0,0,0
8df0b5,visa,3,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4119,0,1800.0,13.7,156.51,161.55,2025-06-21 14:11:09.052,poa,30.92,27.65,17.318553140101187,1.0,0,0
8df0b5,visa,5,fat-tree-l,diablo,hop,8,16,10,1,0,540000,5398,0,1799.4,18.0,152.59,158.03,2025-06-21 14:32:17.116,poa,30.92,27.65,20.35298600034209,1.0,0,0
8df0b5,visa,1,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4558,0,1800.0,15.2,151.68,147.74,2025-06-21 13:49:47.011,poa,30.92,27.65,24.34315542972577,1.0,0,0
8df0b5,visa,8,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4584,0,1800.0,15.3,133.19,122.79,2025-06-21 15:04:14.105,poa,30.92,27.65,28.78409601917487,1.0,0,0
8df0b5,visa,2,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4505,0,1800.0,15.0,156.72,156.72,2025-06-21 14:00:32.847,poa,30.92,27.65,19.818217823677013,1.0,0,0
8df0b5,visa,10,fat-tree-l,diablo,hop,8,16,10,1,0,540000,4170,0,1800.0,13.9,128.78,110.76,2025-06-21 15:25:22.877,poa,30.92,27.65,22.56678459487777,1.0,0,0
29ac23,football,9,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,218,0,33282.5,1.8,6.07,7.01,2025-06-21 19:07:54.706,poa,247.74,126.21,9.51509568399901,1.0,0,0
29ac23,football,6,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,215,0,37201.5,2.0,17.47,26.13,2025-06-21 18:23:16.588,poa,247.74,126.21,8.475845427581527,1.0,0,0
29ac23,football,4,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,588,0,39629.8,5.7,10.94,5.2,2025-06-21 17:53:22.092,poa,247.74,126.21,10.30177323041098,1.0,0,0
29ac23,football,7,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,335,0,40158.7,3.3,13.86,19.83,2025-06-21 18:37:54.589,poa,247.74,126.21,10.638504049619037,1.0,0,0
29ac23,football,3,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,321,0,33024.5,2.6,8.56,8.47,2025-06-21 17:38:22.221,poa,247.74,126.21,8.71755576858934,1.0,0,0
29ac23,football,5,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,107,0,32090.5,0.8,5.96,5.96,2025-06-21 18:08:15.248,poa,247.74,126.21,7.102048511086617,1.0,0,0
29ac23,football,1,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,134,0,28306.1,0.9,7.42,6.92,2025-06-21 17:09:01.597,poa,247.74,126.21,9.921860500996235,1.0,0,0
29ac23,football,8,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,107,0,39611.0,1.0,6.14,6.14,2025-06-21 18:52:45.703,poa,247.74,126.21,7.474654123842673,1.0,0,0
29ac23,football,2,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,164,0,29884.5,1.2,7.85,7.56,2025-06-21 17:23:28.480,poa,247.74,126.21,10.57637335664358,1.0,0,0
29ac23,football,10,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,107,0,37422.8,1.0,7.52,7.52,2025-06-21 19:22:49.273,poa,247.74,126.21,8.968164908922535,1.0,0,0
13706c,10000,9,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,1797,0,9997.9,15.0,39.81,33.54,2025-06-21 16:45:57.970,poa,122.19,95.11,9.695670533650695,1.0,0,0
13706c,10000,6,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,1277,0,9999.9,10.6,50.74,46.82,2025-06-21 16:19:51.755,poa,122.19,95.11,10.630962994270524,1.0,0,0
13706c,10000,4,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,2354,0,9999.9,19.6,50.2,40.46,2025-06-21 16:02:26.104,poa,122.19,95.11,10.87138663360536,1.0,0,0
13706c,10000,7,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,1238,0,9999.9,10.3,22.22,17.16,2025-06-21 16:28:34.884,poa,122.19,95.11,9.952675873025575,1.0,0,0
13706c,10000,3,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,1732,0,9999.9,14.4,46.61,24.55,2025-06-21 15:53:44.186,poa,122.19,95.11,8.732517499823622,1.0,0,0
13706c,10000,5,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,1479,0,9990.0,12.3,35.9,21.62,2025-06-21 16:11:07.751,poa,122.19,95.11,11.39867517840025,1.0,0,0
13706c,10000,1,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,1640,0,9999.9,13.7,58.19,53.51,2025-06-21 15:36:18.533,poa,122.19,95.11,8.86209815763726,1.0,0,0
13706c,10000,8,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,2456,0,9999.9,20.5,53.93,51.58,2025-06-21 16:37:15.654,poa,122.19,95.11,10.939711582417521,1.0,0,0
13706c,10000,2,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,1465,0,9999.3,12.2,49.75,40.11,2025-06-21 15:45:01.920,poa,122.19,95.11,6.902637344156155,1.0,0,0
13706c,10000,10,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,1909,0,9999.9,15.9,52.64,36.32,2025-06-21 16:54:42.034,poa,122.19,95.11,9.287788352348793,1.0,0,0
a7bdfe,football,1,full-mesh,diablo,hop,8,16,10,1,0,4056130,86,0,40159.1,0.9,2.91,2.9,2024-06-03 20:24:22.180,poa,33.9,18.21,7.727706408161696,1.0,0,0
a7bdfe,football,2,full-mesh,diablo,hop,8,16,10,1,0,4056130,86,0,40159.1,0.9,2.91,2.9,2024-06-03 20:42:52.074,poa,33.9,18.21,10.194835371400508,1.0,0,0
f271dc,dota,1,full-mesh,diablo,hop,8,16,10,1,0,3678700,133,0,13328.6,0.5,59.58,45.58,2024-06-03 20:52:45.703,poa,20.56,8.0,23.134398918383255,1.0,0,0
f271dc,dota,2,full-mesh,diablo,hop,8,16,10,1,0,3678700,133,0,13328.6,0.5,59.58,45.58,2024-06-03 21:08:49.976,poa,20.56,8.0,23.1386244807686,1.0,0,0
decabb,gafam,1,full-mesh,diablo,hop,8,16,10,1,0,30320,988,0,167.7,5.5,86.97,88.86,2024-06-03 19:23:12.054,poa,1.84,1.43,12.53742485670591,1.0,0,0
decabb,gafam,2,full-mesh,diablo,hop,8,16,10,1,0,30320,1279,0,167.7,7.1,94.21,88.3,2024-06-03 19:32:30.494,poa,1.84,1.43,15.912868981487327,1.0,0,0
fa13eb,visa,1,full-mesh,diablo,hop,8,16,10,1,0,540000,4480,0,1800.0,14.9,138.76,130.01,2024-06-03 19:39:18.340,poa,4.07,3.38,22.25864375580689,1.0,0,0
fa13eb,visa,2,full-mesh,diablo,hop,8,16,10,1,0,540000,2090,0,1800.0,7.0,214.37,248.45,2024-06-03 19:49:50.764,poa,4.07,3.38,25.314985428299668,1.0,0,0
d6004f,paypal,1,full-mesh,diablo,hop,8,16,10,1,0,59990,2960,0,200.0,9.9,174.23,176.2,2024-06-03 19:00:44.612,poa,0.49,0.31,16.657219942785986,1.0,0,0
d6004f,paypal,2,full-mesh,diablo,hop,8,16,10,1,0,59990,3169,0,200.0,10.6,146.96,133.43,2024-06-03 19:11:22.724,poa,0.49,0.31,16.89270913024775,1.0,0,0
6e27bd,gafam,2,full-mesh,diablo,hop,8,16,10,1,0,30320,1607,0,167.7,8.9,81.8,69.89,2025-06-18 08:53:31.131,poa,4.42,3.7,14.961267068102362,1.0,0,0
6e27bd,gafam,8,full-mesh,diablo,hop,8,16,10,1,0,30320,1161,0,167.7,6.4,86.78,86.49,2025-06-18 09:44:29.499,poa,4.42,3.7,11.412154852592893,1.0,0,0
6e27bd,gafam,5,full-mesh,diablo,hop,8,16,10,1,0,30320,1550,0,167.7,8.6,108.56,117.06,2025-06-18 09:19:07.403,poa,4.42,3.7,14.79094905497277,1.0,0,0
6e27bd,gafam,1,full-mesh,diablo,hop,8,16,10,1,0,30320,1645,0,167.7,9.1,87.95,72.46,2025-06-18 08:45:00.784,poa,4.42,3.7,16.025405492067208,1.0,0,0
6e27bd,gafam,6,full-mesh,diablo,hop,8,16,10,1,0,30320,1310,0,167.7,7.2,99.44,102.37,2025-06-18 09:27:36.663,poa,4.42,3.7,14.477185783343067,1.0,0,0
6e27bd,gafam,7,full-mesh,diablo,hop,8,16,10,1,0,30320,1553,0,167.7,8.6,92.02,87.18,2025-06-18 09:35:48.858,poa,4.42,3.7,13.479270228746385,1.0,0,0
6e27bd,gafam,10,full-mesh,diablo,hop,8,16,10,1,0,30320,1212,0,167.7,6.7,93.17,86.98,2025-06-18 10:01:26.012,poa,4.42,3.7,17.275008321792924,1.0,0,0
6e27bd,gafam,4,full-mesh,diablo,hop,8,16,10,1,0,30320,1420,0,167.7,7.9,92.88,86.76,2025-06-18 09:10:28.668,poa,4.42,3.7,16.536524413188086,1.0,0,0
6e27bd,gafam,3,full-mesh,diablo,hop,8,16,10,1,0,30320,1496,0,167.7,8.3,75.78,56.71,2025-06-18 09:01:58.941,poa,4.42,3.7,17.423978728199423,1.0,0,0
