hash,workload,run,mode,dataset,link_strategy,cores,ram,secondaries,network_size,dynamic,submit_number,commit_number,abort_number,average_load,average_throughput,average_latency,median_latency,start_bench,blockchain,MiB-Rx,MiB-Tx,energy,bandwidth,switch,latency
b606c6,dota,3,scale-free-l,diablo,hop,8,16,10,4,0,3678700,50289,0,13201.8,180.5,120.19,95.61,2025-06-25 09:36:12.318,algorand,2431.96,2720.64,23.780726834212995,1.0,0,0
b606c6,dota,10,scale-free-l,diablo,hop,8,16,10,4,0,3678700,61686,0,12256.5,205.5,101.35,96.12,2025-06-25 11:25:17.518,algorand,2431.96,2720.64,24.254157524496275,1.0,0,0
b606c6,dota,1,scale-free-l,diablo,hop,8,16,10,4,0,3678700,58128,0,12158.7,192.1,121.9,123.78,2025-06-25 09:05:17.212,algorand,2431.96,2720.64,17.289736626445368,1.0,0,0
b606c6,dota,7,scale-free-l,diablo,hop,8,16,10,4,0,3678700,40660,0,12625.0,139.5,108.52,92.01,2025-06-25 10:37:58.377,algorand,2431.96,2720.64,23.44403610409815,1.0,0,0
b606c6,dota,4,scale-free-l,diablo,hop,8,16,10,4,0,3678700,8084,0,13274.0,29.2,125.32,127.65,2025-06-25 09:52:16.052,algorand,2431.96,2720.64,18.99834766691295,1.0,0,0
b606c6,dota,9,scale-free-l,diablo,hop,8,16,10,4,0,3678700,56183,0,12296.4,187.8,126.68,117.19,2025-06-25 11:09:06.409,algorand,2431.96,2720.64,17.391642803419646,1.0,0,0
b606c6,dota,8,scale-free-l,diablo,hop,8,16,10,4,0,3678700,65760,0,12802.2,228.8,118.96,116.42,2025-06-25 10:52:47.548,algorand,2431.96,2720.64,21.169913298652357,1.0,0,0
8f3072,gafam,6,scale-free-l,diablo,hop,8,16,10,4,0,30320,17306,0,167.7,95.7,49.89,42.69,2025-06-24 23:54:20.044,algorand,275.62,428.07,15.324547684448488,1.0,0,0
8f3072,gafam,2,scale-free-l,diablo,hop,8,16,10,4,0,30320,21876,0,167.7,121.0,49.96,58.85,2025-06-24 23:12:22.939,algorand,275.62,428.07,18.06521722713804,1.0,0,0
8f3072,gafam,5,scale-free-l,diablo,hop,8,16,10,4,0,30320,13200,0,167.7,73.0,47.68,50.21,2025-06-24 23:43:53.687,algorand,275.62,428.07,13.267659955773578,1.0,0,0
8f3072,gafam,3,scale-free-l,diablo,hop,8,16,10,4,0,30320,2474,0,167.7,13.7,54.93,59.97,2025-06-24 23:22:48.879,algorand,275.62,428.07,13.393948522362084,1.0,0,0
8f3072,gafam,10,scale-free-l,diablo,hop,8,16,10,4,0,30320,20955,0,167.7,115.9,38.96,37.67,2025-06-25 00:34:40.857,algorand,275.62,428.07,11.654843035890606,1.0,0,0
8f3072,gafam,1,scale-free-l,diablo,hop,8,16,10,4,0,30320,2842,0,167.7,15.7,34.25,32.55,2025-06-24 23:01:56.816,algorand,275.62,428.07,15.597704762670134,1.0,0,0
8f3072,gafam,7,scale-free-l,diablo,hop,8,16,10,4,0,30320,18001,0,167.7,99.6,35.07,36.34,2025-06-25 00:04:46.259,algorand,275.62,428.07,13.72213844502629,1.0,0,0
8f3072,gafam,4,scale-free-l,diablo,hop,8,16,10,4,0,30320,24227,0,167.7,134.0,61.72,59.28,2025-06-24 23:33:04.444,algorand,275.62,428.07,12.082938365208063,1.0,0,0
8f3072,gafam,9,scale-free-l,diablo,hop,8,16,10,4,0,30320,10143,0,167.7,56.1,44.93,50.64,2025-06-25 00:25:38.970,algorand,275.62,428.07,13.933792531391548,1.0,0,0
8f3072,gafam,8,scale-free-l,diablo,hop,8,16,10,4,0,30320,22584,0,167.7,124.9,66.85,61.62,2025-06-25 00:15:06.593,algorand,275.62,428.07,17.12218068762969,1.0,0,0
462166,football,6,scale-free-l,diablo,hop,8,16,10,4,0,4056130,1622,0,29914.1,12.0,72.46,72.54,2025-06-25 07:49:37.763,algorand,5384.33,5971.43,7.540482109459289,1.0,0,0
462166,football,2,scale-free-l,diablo,hop,8,16,10,4,0,4056130,3302,0,29951.9,24.4,83.05,76.83,2025-06-25 06:47:04.371,algorand,5384.33,5971.43,8.967122306204002,1.0,0,0
462166,football,5,scale-free-l,diablo,hop,8,16,10,4,0,4056130,9936,0,28138.7,68.9,77.9,76.45,2025-06-25 07:34:45.062,algorand,5384.33,5971.43,8.619585237310803,1.0,0,0
462166,football,3,scale-free-l,diablo,hop,8,16,10,4,0,4056130,12639,0,21722.1,67.7,77.18,74.67,2025-06-25 07:03:46.835,algorand,5384.33,5971.43,10.037284639572512,1.0,0,0
462166,football,10,scale-free-l,diablo,hop,8,16,10,4,0,4056130,1495,0,20190.2,7.4,70.69,70.67,2025-06-25 08:49:01.091,algorand,5384.33,5971.43,9.289813848364021,1.0,0,0
462166,football,7,scale-free-l,diablo,hop,8,16,10,4,0,4056130,4243,0,22073.4,23.1,64.73,61.3,2025-06-25 08:04:22.841,algorand,5384.33,5971.43,8.881587173673696,1.0,0,0
462166,football,9,scale-free-l,diablo,hop,8,16,10,4,0,4056130,657,0,30211.2,4.9,65.1,54.68,2025-06-25 08:34:25.876,algorand,5384.33,5971.43,6.531154154740525,1.0,0,0
462166,football,8,scale-free-l,diablo,hop,8,16,10,4,0,4056130,4549,0,28004.8,31.4,81.28,83.39,2025-06-25 08:19:38.833,algorand,5384.33,5971.43,11.784769804983386,1.0,0,0
3b22da,paypal,6,scale-free-l,diablo,hop,8,16,10,4,0,59990,57217,0,200.0,190.8,15.48,15.42,2025-06-25 01:45:40.822,algorand,606.42,704.75,16.73761675322699,1.0,0,0
3b22da,paypal,2,scale-free-l,diablo,hop,8,16,10,4,0,59990,56922,0,200.0,189.8,15.43,15.37,2025-06-25 00:57:16.265,algorand,606.42,704.75,25.453464753668744,1.0,0,0
3b22da,paypal,5,scale-free-l,diablo,hop,8,16,10,4,0,59990,57318,0,200.0,191.1,15.34,15.28,2025-06-25 01:34:38.269,algorand,606.42,704.75,19.436675382419676,1.0,0,0
3b22da,paypal,3,scale-free-l,diablo,hop,8,16,10,4,0,59990,56807,0,200.0,189.4,15.43,15.38,2025-06-25 01:09:43.053,algorand,606.42,704.75,29.10140982813809,1.0,0,0
3b22da,paypal,10,scale-free-l,diablo,hop,8,16,10,4,0,59990,57225,0,200.0,190.8,15.39,15.35,2025-06-25 02:34:07.817,algorand,606.42,704.75,20.559505665617024,1.0,0,0
3b22da,paypal,1,scale-free-l,diablo,hop,8,16,10,4,0,59990,57226,0,200.0,190.8,15.27,15.22,2025-06-25 00:44:49.274,algorand,606.42,704.75,19.828488035082763,1.0,0,0
3b22da,paypal,7,scale-free-l,diablo,hop,8,16,10,4,0,59990,57268,0,200.0,190.9,15.33,15.28,2025-06-25 01:58:08.822,algorand,606.42,704.75,21.771065115871203,1.0,0,0
3b22da,paypal,4,scale-free-l,diablo,hop,8,16,10,4,0,59990,57352,0,200.0,191.2,15.29,15.23,2025-06-25 01:22:10.952,algorand,606.42,704.75,24.623821700719084,1.0,0,0
3b22da,paypal,9,scale-free-l,diablo,hop,8,16,10,4,0,59990,57007,0,200.0,190.1,15.28,15.24,2025-06-25 02:21:39.860,algorand,606.42,704.75,23.01574614770535,1.0,0,0
3b22da,paypal,8,scale-free-l,diablo,hop,8,16,10,4,0,59990,57006,0,200.0,190.1,15.61,15.34,2025-06-25 02:10:37.047,algorand,606.42,704.75,27.24680767978738,1.0,0,0
2b52f2,10000,6,scale-free-l,diablo,hop,8,16,10,4,0,1199990,24820,0,9988.2,206.6,75.26,77.5,2025-06-25 05:36:04.804,algorand,3602.66,3831.29,9.777485274409218,1.0,0,0
2b52f2,10000,2,scale-free-l,diablo,hop,8,16,10,4,0,1199990,29742,0,9999.8,247.8,75.55,76.93,2025-06-25 04:54:45.787,algorand,3602.66,3831.29,14.219510757705741,1.0,0,0
2b52f2,10000,5,scale-free-l,diablo,hop,8,16,10,4,0,1199990,37824,0,9285.7,292.7,70.43,71.54,2025-06-25 05:26:48.900,algorand,3602.66,3831.29,10.45544530233522,1.0,0,0
2b52f2,10000,3,scale-free-l,diablo,hop,8,16,10,4,0,1199990,27648,0,9349.5,215.4,71.66,78.88,2025-06-25 05:05:26.708,algorand,3602.66,3831.29,7.7349347489565705,1.0,0,0
2b52f2,10000,10,scale-free-l,diablo,hop,8,16,10,4,0,1199990,37968,0,9597.1,303.7,58.65,47.79,2025-06-25 06:16:14.899,algorand,3602.66,3831.29,8.870096612386329,1.0,0,0
2b52f2,10000,1,scale-free-l,diablo,hop,8,16,10,4,0,1199990,42380,0,9100.4,321.4,65.23,74.04,2025-06-25 04:44:04.194,algorand,3602.66,3831.29,12.450711553503089,1.0,0,0
2b52f2,10000,7,scale-free-l,diablo,hop,8,16,10,4,0,1199990,37081,0,9483.7,293.1,54.12,55.5,2025-06-25 05:45:23.779,algorand,3602.66,3831.29,9.665936599285011,1.0,0,0
2b52f2,10000,4,scale-free-l,diablo,hop,8,16,10,4,0,1199990,43561,0,9733.6,353.3,62.46,58.6,2025-06-25 05:16:07.920,algorand,3602.66,3831.29,8.340309608703095,1.0,0,0
2b52f2,10000,9,scale-free-l,diablo,hop,8,16,10,4,0,1199990,49780,0,9074.9,376.5,54.8,55.69,2025-06-25 06:06:58.785,algorand,3602.66,3831.29,10.11461462410883,1.0,0,0
2b52f2,10000,8,scale-free-l,diablo,hop,8,16,10,4,0,1199990,34458,0,9999.8,287.1,69.28,73.18,2025-06-25 05:56:17.293,algorand,3602.66,3831.29,12.689703939068266,1.0,0,0
36b543,10000,1,torus-l,diablo,hop,8,16,10,4,0,1199990,37934,0,9593.4,303.3,45.6,39.62,2024-06-06 14:44:12.157,algorand,731.79,749.31,9.60155322671854,1.0,0,0
36b543,10000,2,torus-l,diablo,hop,8,16,10,4,0,1199990,45733,0,9260.9,352.9,47.98,39.23,2024-06-06 14:54:51.147,algorand,731.79,749.31,10.887977630213104,1.0,0,0
44e384,gafam,1,torus-l,diablo,hop,8,16,10,4,0,30320,17889,0,167.7,98.9,41.91,47.32,2024-06-06 13:59:32.190,algorand,198.5,209.42,16.470653402201712,1.0,0,0
44e384,gafam,2,torus-l,diablo,hop,8,16,10,4,0,30320,23932,0,167.7,132.4,27.83,27.83,2024-06-06 14:09:58.071,algorand,198.5,209.42,16.90998269329237,1.0,0,0
cfdf0f,paypal,1,torus-l,diablo,hop,8,16,10,4,0,59990,57241,0,200.0,190.8,12.31,12.27,2024-06-06 13:34:22.913,algorand,68.9,68.79,19.823836669922976,1.0,0,0
cfdf0f,paypal,2,torus-l,diablo,hop,8,16,10,4,0,59990,57967,0,200.0,193.3,12.2,12.17,2024-06-06 13:46:49.317,algorand,68.9,68.79,24.168623736319773,1.0,0,0
cccb36,visa,1,torus-l,diablo,hop,8,16,10,4,0,540000,110660,0,1789.7,366.8,28.97,24.9,2024-06-06 14:20:18.626,algorand,215.02,222.54,21.391284449450175,1.0,0,0
cccb36,visa,2,torus-l,diablo,hop,8,16,10,4,0,540000,133655,0,1778.0,440.1,21.71,19.14,2024-06-06 14:32:50.357,algorand,215.02,222.54,20.886432061101157,1.0,0,0
540c67,dota,1,torus-l,diablo,hop,8,16,10,4,0,3678700,84482,0,12610.3,289.6,81.54,58.6,2024-06-06 15:39:43.497,algorand,474.32,500.39,23.56857642621359,1.0,0,0
540c67,dota,2,torus-l,diablo,hop,8,16,10,4,0,3678700,73997,0,12252.0,246.4,77.13,61.2,2024-06-06 15:56:00.599,algorand,474.32,500.39,27.14045039187116,1.0,0,0
658268,football,1,torus-l,diablo,hop,8,16,10,4,0,4056130,12160,0,29942.3,89.8,58.97,78.43,2024-06-06 15:09:03.099,algorand,1045.7,1085.56,9.331835257920664,1.0,0,0
658268,football,2,torus-l,diablo,hop,8,16,10,4,0,4056130,8339,0,28374.3,58.3,61.54,79.58,2024-06-06 15:25:23.631,algorand,1045.7,1085.56,8.376117053353415,1.0,0,0
0e9a81,gafam,9,torus-l,diablo,hop,8,16,10,4,0,30320,10414,0,167.7,57.6,30.23,22.17,2025-06-26 00:35:25.690,algorand,267.93,375.4,13.81093350824723,1.0,0,0
0e9a81,gafam,6,torus-l,diablo,hop,8,16,10,4,0,30320,12586,0,167.7,69.6,40.47,38.78,2025-06-26 00:03:51.657,algorand,267.93,375.4,15.927954759829808,1.0,0,0
0e9a81,gafam,4,torus-l,diablo,hop,8,16,10,4,0,30320,19856,0,167.7,109.8,49.35,53.59,2025-06-25 23:42:44.970,algorand,267.93,375.4,15.378763181404551,1.0,0,0
0e9a81,gafam,7,torus-l,diablo,hop,8,16,10,4,0,30320,24042,0,167.7,133.0,40.47,42.3,2025-06-26 00:14:26.010,algorand,267.93,375.4,13.417932751332158,1.0,0,0
0e9a81,gafam,3,torus-l,diablo,hop,8,16,10,4,0,30320,12966,0,167.7,71.7,38.82,40.31,2025-06-25 23:32:18.011,algorand,267.93,375.4,17.625641725635493,1.0,0,0
0e9a81,gafam,5,torus-l,diablo,hop,8,16,10,4,0,30320,24005,0,167.7,132.8,29.62,28.55,2025-06-25 23:53:12.303,algorand,267.93,375.4,15.358567781927924,1.0,0,0
0e9a81,gafam,1,torus-l,diablo,hop,8,16,10,4,0,30320,7543,0,167.7,41.7,33.65,23.14,2025-06-25 23:11:23.901,algorand,267.93,375.4,11.435936844505084,1.0,0,0
0e9a81,gafam,8,torus-l,diablo,hop,8,16,10,4,0,30320,18320,0,167.7,101.3,28.65,29.04,2025-06-26 00:24:53.246,algorand,267.93,375.4,13.099977257109108,1.0,0,0
0e9a81,gafam,2,torus-l,diablo,hop,8,16,10,4,0,30320,22711,0,167.7,125.6,60.39,63.78,2025-06-25 23:21:50.794,algorand,267.93,375.4,13.819847048219977,1.0,0,0
0e9a81,gafam,10,torus-l,diablo,hop,8,16,10,4,0,30320,25612,0,167.7,141.6,46.04,48.55,2025-06-26 00:46:01.142,algorand,267.93,375.4,15.250408995751226,1.0,0,0
a1dfad,paypal,9,torus-l,diablo,hop,8,16,10,4,0,59990,57294,0,200.0,191.0,12.36,12.34,2025-06-26 02:34:49.966,algorand,590.44,657.87,24.846653827696283,1.0,0,0
a1dfad,paypal,6,torus-l,diablo,hop,8,16,10,4,0,59990,57276,0,200.0,191.0,12.35,12.32,2025-06-26 01:57:24.284,algorand,590.44,657.87,17.21404995294071,1.0,0,0
a1dfad,paypal,4,torus-l,diablo,hop,8,16,10,4,0,59990,57378,0,200.0,191.3,12.45,12.4,2025-06-26 01:33:52.012,algorand,590.44,657.87,23.792560624353953,1.0,0,0
a1dfad,paypal,7,torus-l,diablo,hop,8,16,10,4,0,59990,57526,0,200.0,191.8,12.28,12.26,2025-06-26 02:09:52.295,algorand,590.44,657.87,21.442647115844885,1.0,0,0
a1dfad,paypal,3,torus-l,diablo,hop,8,16,10,4,0,59990,57246,0,200.0,190.9,12.6,12.34,2025-06-26 01:21:23.973,algorand,590.44,657.87,21.758448353275686,1.0,0,0
a1dfad,paypal,5,torus-l,diablo,hop,8,16,10,4,0,59990,57290,0,200.0,191.0,12.33,12.3,2025-06-26 01:44:55.768,algorand,590.44,657.87,30.966413502411744,1.0,0,0
a1dfad,paypal,1,torus-l,diablo,hop,8,16,10,4,0,59990,57294,0,200.0,191.0,12.22,12.2,2025-06-26 00:56:26.946,algorand,590.44,657.87,20.744170477950373,1.0,0,0
a1dfad,paypal,8,torus-l,diablo,hop,8,16,10,4,0,59990,57928,0,200.0,193.1,12.31,12.22,2025-06-26 02:22:20.519,algorand,590.44,657.87,22.236591212879627,1.0,0,0
a1dfad,paypal,2,torus-l,diablo,hop,8,16,10,4,0,59990,57150,0,200.0,190.5,12.39,12.34,2025-06-26 01:08:55.484,algorand,590.44,657.87,21.486148743513457,1.0,0,0
a1dfad,paypal,10,torus-l,diablo,hop,8,16,10,4,0,59990,57209,0,200.0,190.7,12.3,12.26,2025-06-26 02:47:36.024,algorand,590.44,657.87,25.056122515359043,1.0,0,0
b2441c,dota,9,torus-l,diablo,hop,8,16,10,4,0,3678700,63872,0,13273.4,230.5,92.92,80.11,2025-06-26 11:17:00.845,algorand,2420.3,2681.9,20.565665475984282,1.0,0,0
b2441c,dota,6,torus-l,diablo,hop,8,16,10,4,0,3678700,66795,0,12260.6,222.6,93.34,77.51,2025-06-26 10:31:08.127,algorand,2420.3,2681.9,23.150842335302595,1.0,0,0
b2441c,dota,4,torus-l,diablo,hop,8,16,10,4,0,3678700,77122,0,12214.4,256.1,108.48,93.56,2025-06-26 10:01:32.248,algorand,2420.3,2681.9,19.006379487151165,1.0,0,0
b2441c,dota,7,torus-l,diablo,hop,8,16,10,4,0,3678700,85151,0,12465.7,288.5,79.72,54.06,2025-06-26 10:45:57.564,algorand,2420.3,2681.9,17.387060400238493,1.0,0,0
b2441c,dota,3,torus-l,diablo,hop,8,16,10,4,0,3678700,40866,0,13051.9,145.0,77.68,48.83,2025-06-26 09:46:27.441,algorand,2420.3,2681.9,15.663978623467333,1.0,0,0
b2441c,dota,5,torus-l,diablo,hop,8,16,10,4,0,3678700,80394,0,12184.1,266.3,92.75,66.82,2025-06-26 10:16:19.244,algorand,2420.3,2681.9,24.399526936345598,1.0,0,0
b2441c,dota,1,torus-l,diablo,hop,8,16,10,4,0,3678700,71419,0,12646.7,245.5,90.38,75.26,2025-06-26 09:17:05.345,algorand,2420.3,2681.9,26.806681940971853,1.0,0,0
b2441c,dota,8,torus-l,diablo,hop,8,16,10,4,0,3678700,62829,0,13234.8,226.0,68.04,46.28,2025-06-26 11:02:08.230,algorand,2420.3,2681.9,21.321143025614383,1.0,0,0
b2441c,dota,2,torus-l,diablo,hop,8,16,10,4,0,3678700,18057,0,12830.4,63.0,102.75,69.14,2025-06-26 09:31:41.434,algorand,2420.3,2681.9,19.06087658308333,1.0,0,0
b2441c,dota,10,torus-l,diablo,hop,8,16,10,4,0,3678700,37577,0,12273.5,125.4,97.86,83.15,2025-06-26 11:31:44.236,algorand,2420.3,2681.9,22.189074456257504,1.0,0,0
e8b369,visa,9,torus-l,diablo,hop,8,16,10,4,0,540000,125127,0,1800.0,417.1,25.43,19.64,2025-06-26 04:33:54.495,algorand,1178.39,1241.14,22.45569219196816,1.0,0,0
e8b369,visa,6,torus-l,diablo,hop,8,16,10,4,0,540000,115276,0,1794.2,383.0,36.53,23.48,2025-06-26 03:57:34.860,algorand,1178.39,1241.14,25.1333993032184,1.0,0,0
e8b369,visa,4,torus-l,diablo,hop,8,16,10,4,0,540000,136236,0,1796.6,453.3,27.1,22.7,2025-06-26 03:35:14.391,algorand,1178.39,1241.14,28.942423164631904,1.0,0,0
e8b369,visa,7,torus-l,diablo,hop,8,16,10,4,0,540000,114468,0,1764.8,374.1,35.77,35.95,2025-06-26 04:10:10.271,algorand,1178.39,1241.14,18.82133441624383,1.0,0,0
e8b369,visa,3,torus-l,diablo,hop,8,16,10,4,0,540000,110820,0,1799.6,369.3,28.39,21.68,2025-06-26 03:24:03.059,algorand,1178.39,1241.14,21.128066959974603,1.0,0,0
e8b369,visa,5,torus-l,diablo,hop,8,16,10,4,0,540000,119737,0,1799.9,399.1,36.58,27.44,2025-06-26 03:46:24.143,algorand,1178.39,1241.14,25.47384149926001,1.0,0,0
e8b369,visa,1,torus-l,diablo,hop,8,16,10,4,0,540000,142376,0,1765.2,465.4,23.4,20.91,2025-06-26 03:00:17.560,algorand,1178.39,1241.14,18.06284316062594,1.0,0,0
e8b369,visa,8,torus-l,diablo,hop,8,16,10,4,0,540000,118285,0,1783.3,390.6,26.7,20.38,2025-06-26 04:22:44.440,algorand,1178.39,1241.14,18.749827833660188,1.0,0,0
e8b369,visa,2,torus-l,diablo,hop,8,16,10,4,0,540000,135858,0,1767.0,444.6,24.87,21.58,2025-06-26 03:11:27.953,algorand,1178.39,1241.14,17.81490362387857,1.0,0,0
e8b369,visa,10,torus-l,diablo,hop,8,16,10,4,0,540000,118982,0,1766.1,389.1,28.57,22.2,2025-06-26 04:45:04.880,algorand,1178.39,1241.14,22.111769025793727,1.0,0,0
6cb425,football,9,torus-l,diablo,hop,8,16,10,4,0,4056130,7463,0,28825.2,53.0,74.01,77.26,2025-06-26 08:46:18.933,algorand,5416.21,5722.05,6.334512915073748,1.0,0,0
6cb425,football,6,torus-l,diablo,hop,8,16,10,4,0,4056130,5784,0,23371.0,33.3,62.56,80.52,2025-06-26 07:58:50.730,algorand,5416.21,5722.05,9.98188457082773,1.0,0,0
6cb425,football,4,torus-l,diablo,hop,8,16,10,4,0,4056130,5741,0,29731.2,42.1,45.29,27.82,2025-06-26 07:27:46.143,algorand,5416.21,5722.05,8.301036091651637,1.0,0,0
6cb425,football,7,torus-l,diablo,hop,8,16,10,4,0,4056130,11984,0,25172.1,74.4,76.67,76.55,2025-06-26 08:13:50.026,algorand,5416.21,5722.05,10.242616749594308,1.0,0,0
6cb425,football,3,torus-l,diablo,hop,8,16,10,4,0,4056130,3910,0,20642.2,19.9,67.26,76.43,2025-06-26 07:11:03.087,algorand,5416.21,5722.05,11.129068204228933,1.0,0,0
6cb425,football,5,torus-l,diablo,hop,8,16,10,4,0,4056130,18950,0,27150.1,126.8,68.43,71.73,2025-06-26 07:42:35.034,algorand,5416.21,5722.05,8.215480501196279,1.0,0,0
6cb425,football,1,torus-l,diablo,hop,8,16,10,4,0,4056130,18059,0,25788.3,114.8,77.7,76.4,2025-06-26 06:40:14.135,algorand,5416.21,5722.05,8.721948479152688,1.0,0,0
6cb425,football,8,torus-l,diablo,hop,8,16,10,4,0,4056130,4716,0,29411.2,34.2,89.1,129.2,2025-06-26 08:29:37.865,algorand,5416.21,5722.05,8.434447476850012,1.0,0,0
6cb425,football,2,torus-l,diablo,hop,8,16,10,4,0,4056130,1612,0,21523.3,8.6,27.09,18.4,2025-06-26 06:56:01.176,algorand,5416.21,5722.05,10.316698684984772,1.0,0,0
6cb425,football,10,torus-l,diablo,hop,8,16,10,4,0,4056130,9770,0,25799.4,62.1,81.22,82.52,2025-06-26 09:02:46.426,algorand,5416.21,5722.05,9.800096234039893,1.0,0,0
a18966,10000,9,torus-l,diablo,hop,8,16,10,4,0,1199990,54762,0,9451.2,431.3,40.92,37.81,2025-06-26 06:16:56.383,algorand,3761.89,3904.21,9.519441621654012,1.0,0,0
a18966,10000,6,torus-l,diablo,hop,8,16,10,4,0,1199990,51895,0,9544.5,412.8,52.58,42.75,2025-06-26 05:47:35.378,algorand,3761.89,3904.21,11.909549669669039,1.0,0,0
a18966,10000,4,torus-l,diablo,hop,8,16,10,4,0,1199990,58377,0,9060.4,440.8,49.69,51.26,2025-06-26 05:28:59.288,algorand,3761.89,3904.21,9.673793377389567,1.0,0,0
a18966,10000,7,torus-l,diablo,hop,8,16,10,4,0,1199990,46848,0,9014.8,351.9,59.37,55.35,2025-06-26 05:56:54.599,algorand,3761.89,3904.21,12.117497024086234,1.0,0,0
a18966,10000,3,torus-l,diablo,hop,8,16,10,4,0,1199990,54316,0,9951.8,450.5,46.75,31.64,2025-06-26 05:19:40.389,algorand,3761.89,3904.21,9.506908593676702,1.0,0,0
a18966,10000,5,torus-l,diablo,hop,8,16,10,4,0,1199990,43012,0,9626.7,345.1,60.16,61.12,2025-06-26 05:38:17.780,algorand,3761.89,3904.21,11.042511293677245,1.0,0,0
a18966,10000,1,torus-l,diablo,hop,8,16,10,4,0,1199990,54079,0,9335.0,420.7,46.78,46.43,2025-06-26 04:57:58.987,algorand,3761.89,3904.21,12.44735145752059,1.0,0,0
a18966,10000,8,torus-l,diablo,hop,8,16,10,4,0,1199990,61295,0,8995.3,459.5,40.8,40.26,2025-06-26 06:07:37.624,algorand,3761.89,3904.21,11.900515774919016,1.0,0,0
a18966,10000,2,torus-l,diablo,hop,8,16,10,4,0,1199990,59645,0,9999.8,497.0,42.2,36.07,2025-06-26 05:08:57.496,algorand,3761.89,3904.21,10.437325636894611,1.0,0,0
a18966,10000,10,torus-l,diablo,hop,8,16,10,4,0,1199990,56094,0,9205.2,430.3,48.81,44.5,2025-06-26 06:26:14.610,algorand,3761.89,3904.21,9.53470328080992,1.0,0,0
4b9840,gafam,1,torus-l,diablo,hop,8,16,10,4,0,30320,12710,0,167.7,70.3,47.35,48.88,2024-05-19 09:57:23.011,algorand,101.99,128.08,13.285997157882521,1.0,0,0
b4ece5,10000,1,torus-l,diablo,hop,8,16,10,4,0,1199990,61492,0,9169.3,469.9,45.27,40.38,2024-05-19 10:20:44.628,algorand,381.58,425.89,7.313497118920002,1.0,0,0
9088fb,paypal,1,torus-l,diablo,hop,8,16,10,4,0,59990,57227,0,200.0,190.8,12.29,12.26,2024-05-19 09:44:40.209,algorand,44.88,44.73,28.23316577822237,1.0,0,0
4ec866,dota,1,torus-l,diablo,hop,8,16,10,4,0,3678700,91869,0,12087.1,301.9,96.59,84.81,2024-05-19 10:51:37.480,algorand,248.91,266.6,24.385215804279404,1.0,0,0
7a8ac6,visa,1,torus-l,diablo,hop,8,16,10,4,0,540000,100701,0,1800.0,335.7,31.7,22.46,2024-05-19 10:07:56.117,algorand,123.25,140.96,21.25112721365098,1.0,0,0
f90f52,football,1,torus-l,diablo,hop,8,16,10,4,0,4056130,8422,0,25340.3,52.6,76.22,83.52,2024-05-19 10:35:22.977,algorand,546.56,597.96,9.78865661661702,1.0,0,0
f7e725,paypal,1,full-mesh,our,hop,8,16,10,1,0,59990,57946,0,200.0,193.2,11.64,11.64,2024-05-13 10:57:40.251,algorand,10.25,10.36,22.044872929560633,0.0,0,0
80c17b,paypal,2,full-mesh,our,hop,8,16,10,1,0,59990,57936,0,200.0,193.2,11.63,11.63,2024-06-24 10:03:58.613,algorand,31.45,31.99,22.808119638471013,1.0,0,0
80c17b,paypal,3,full-mesh,our,hop,8,16,10,1,0,59990,57922,0,200.0,193.1,11.67,11.67,2024-06-24 10:14:10.978,algorand,31.45,31.99,17.082331221804846,1.0,0,0
80c17b,paypal,4,full-mesh,our,hop,8,16,10,1,0,59990,57895,0,200.0,193.0,11.61,11.61,2024-06-24 10:24:23.236,algorand,31.45,31.99,19.305839697925627,1.0,0,0
80c17b,paypal,1,full-mesh,our,hop,8,16,10,1,0,59990,57923,0,200.0,193.1,11.6,11.6,2024-06-24 09:53:46.543,algorand,31.45,31.99,22.940651909120138,1.0,0,0
51df90,football,1,fat-tree-l,diablo,hop,8,16,10,1,0,4056130,4728,0,26131.9,30.5,43.49,33.01,2024-05-06 03:09:35.550,diem,106.89,165.23,11.564423077574226,0.0,0,0
92b0d5,paypal,1,fat-tree-l,diablo,hop,8,16,10,1,0,59990,58427,0,200.0,194.8,9.04,5.91,2024-05-06 02:13:26.867,diem,5.74,11.72,20.62193943201955,0.0,0,0
7ee176,dota,1,fat-tree-l,diablo,hop,8,16,10,1,0,3678700,62039,0,11735.2,197.9,86.09,77.46,2024-05-06 03:25:24.102,diem,55.2,84.14,22.242174457724676,0.0,0,0
184cdf,gafam,1,fat-tree-l,diablo,hop,8,16,10,1,0,30320,26767,0,167.7,148.0,30.45,31.3,2024-05-06 02:25:15.793,diem,13.68,27.95,15.15876829445537,0.0,0,0
3e5705,10000,1,fat-tree-l,diablo,hop,8,16,10,1,0,1199990,42123,0,9988.0,350.6,71.74,73.34,2024-05-06 02:47:53.486,diem,54.58,83.14,9.057402276347707,0.0,0,0
a087c2,visa,1,fat-tree-l,diablo,hop,8,16,10,1,0,540000,94428,0,1800.0,314.8,132.01,130.69,2024-05-06 07:03:21.218,diem,10.37,19.15,23.141947848806996,0.0,0,0
a4b5db,10000,1,full-mesh,diablo,hop,8,16,10,1,0,1199990,42554,0,9997.3,354.5,59.03,64.1,2024-05-04 22:22:09.595,diem,84.82,129.39,11.293606700865544,0.0,0,0
34e578,football,1,full-mesh,diablo,hop,8,16,10,1,0,4056130,9890,0,20221.1,49.3,33.74,25.31,2024-05-04 22:41:05.689,diem,135.33,206.28,10.329585463852622,0.0,0,0
