blockchain,mode,workload,cores,ram,secondaries,dataset,link_strategy,network_size,dynamic,metric,unit,value_column,eligibility_column,n_observed,n_positive_commit,n_zero_commit,n_no_submission,n_tps_censored,n_metric,mean,minimum,maximum,q25,q75,sample_std,iqr,iqr_pct,sample_std_pct,delta_min,delta_max,delta_min_pct,delta_max_pct,range_abs,wcd_abs,wcd_pct
Diem,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,188.40769230769232,179.4,194.9,184.9,191.6,4.447182917020156,6.699999999999989,3.5561180745519065,2.360404112246847,-9.00769230769231,6.492307692307691,-4.780957824684604,3.4458824970399697,15.5,9.00769230769231,4.780957824684604
Diem,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,20.91769230769231,14.66,37.49,16.85,21.42,6.39915769697616,4.57,21.84753429191336,30.592082543555357,-6.257692307692309,16.572307692307692,-29.915787151105068,79.22627146692163,22.830000000000002,16.572307692307692,79.22627146692163
Diem,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,22.974704246308644,18.299835082986423,27.33104472401667,22.15183263337392,24.561934724838075,2.4875949959864396,2.4101020914641538,10.490242075048196,10.827538710911252,-4.674869163322221,4.356340477708027,-20.347897031463788,18.96146488330949,9.031209641030248,4.674869163322221,20.347897031463788
Diem,full mesh,PayPal,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,22.974704246308644,18.299835082986423,27.33104472401667,22.15183263337392,24.561934724838075,2.4875949959864396,2.4101020914641538,10.490242075048196,10.827538710911252,-4.674869163322221,4.356340477708027,-20.347897031463788,18.96146488330949,9.031209641030248,4.674869163322221,20.347897031463788
Diem,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,419.63076923076926,324.1,501.9,399.1,456.8,52.79787534575269,57.69999999999999,13.75018331133597,12.581983786016735,-95.53076923076924,82.26923076923072,-22.765434814488927,19.605147382314104,177.79999999999995,95.53076923076924,22.765434814488927
Diem,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,124.06692307692308,117.59,140.18,120.59,125.51,5.48579891570861,4.920000000000002,3.965601691394844,4.421645011948386,-6.476923076923072,16.11307692307693,-5.220507542455371,12.987407540595344,22.590000000000003,16.11307692307693,12.987407540595344
Diem,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,21.929709153751,18.53300825130963,25.63156536814948,19.66778017219709,24.29892170941522,2.5220864513705825,4.631141537218131,21.11811654568155,11.500774742099981,-3.396700902441367,3.7018562143984823,-15.489037627570967,16.880553173069753,7.098557116839849,3.7018562143984823,16.880553173069753
Diem,full mesh,VISA,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,21.929709153751,18.53300825130963,25.63156536814948,19.66778017219709,24.29892170941522,2.5220864513705825,4.631141537218131,21.11811654568155,11.500774742099981,-3.396700902441367,3.7018562143984823,-15.489037627570967,16.880553173069753,7.098557116839849,3.7018562143984823,16.880553173069753
Diem,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,12,12,0,0,0,12,183.5,168.3,204.1,173.575,191.65,11.62825711946393,18.075000000000017,9.850136239782026,6.336924860743286,-15.199999999999989,20.599999999999994,-8.283378746594,11.226158038147137,35.79999999999998,20.599999999999994,11.226158038147137
Diem,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,12,12,0,0,0,12,148.0675,142.29,156.27,145.215,150.2175,4.730677685452306,5.002499999999998,3.378526685464398,3.1949466867829237,-5.777500000000003,8.202500000000015,-3.9019366167457434,5.5397031759164,13.980000000000018,8.202500000000015,5.5397031759164
Diem,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,12,12,0,0,0,12,22.13269484178438,19.152796952112347,26.711309530732848,21.11891414846145,22.443971205878384,1.9783955934860833,1.3250570574169345,5.986876279138658,8.938792169813249,-2.979897889672035,4.578614688948466,-13.46378247643968,20.687108920439663,7.558512578620501,4.578614688948466,20.687108920439663
Diem,full mesh,VISA,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,12,12,0,0,0,12,22.13269484178438,19.152796952112347,26.711309530732848,21.11891414846145,22.443971205878384,1.9783955934860833,1.3250570574169345,5.986876279138658,8.938792169813249,-2.979897889672035,4.578614688948466,-13.46378247643968,20.687108920439663,7.558512578620501,4.578614688948466,20.687108920439663
Diem,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,319.8230769230769,206.4,403.0,270.9,387.8,69.8989646304597,116.90000000000003,36.55145873920679,21.855510022271357,-113.42307692307688,83.17692307692312,-35.464319214950564,26.007167424297105,196.6,113.42307692307688,35.464319214950564
Diem,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,69.54846153846152,63.96,74.99,67.75,70.39,2.9126272394347725,2.6400000000000006,3.795914304358888,4.187910379331739,-5.588461538461523,5.441538461538471,-8.035348898941503,7.824096092376111,11.029999999999994,5.588461538461523,8.035348898941503
Diem,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,11.039431050272782,9.217476703323712,13.851523865010265,10.35893941442457,11.469804083591384,1.1249079637761636,1.1108646691668138,10.062698558539978,10.189908869881183,-1.8219543469490702,2.8120928147374826,-16.50406020611044,25.47316797334403,4.634047161686553,2.8120928147374826,25.47316797334403
Diem,hypercube,DDoS,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,11.039431050272782,9.217476703323712,13.851523865010265,10.35893941442457,11.469804083591384,1.1249079637761636,1.1108646691668138,10.062698558539978,10.189908869881183,-1.8219543469490702,2.8120928147374826,-16.50406020611044,25.47316797334403,4.634047161686553,2.8120928147374826,25.47316797334403
Diem,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,12,12,0,0,0,12,143.26666666666668,108.3,177.1,133.525,151.975,18.959686098923076,18.44999999999999,12.878082829222885,13.23384325192397,-34.96666666666668,33.833333333333314,-24.40670079106562,23.615635179153077,68.8,34.96666666666668,24.40670079106562
Diem,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,12,12,0,0,0,12,71.2425,62.38,83.83,64.83000000000001,75.4375,7.403689651420122,10.607499999999987,14.889286591571022,10.392237290128957,-8.862500000000004,12.587499999999991,-12.439905955012813,17.668526511562607,21.449999999999996,12.587499999999991,17.668526511562607
Diem,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,12,12,0,0,0,12,10.612298774014251,8.47694922330321,12.381516991550187,10.063936759126928,11.247573255429886,1.1385891934759471,1.1836364963029578,11.153441130033608,10.728959085320398,-2.135349550711041,1.7692182175359363,-20.121460921735007,16.671394720511667,3.9045677682469773,2.135349550711041,20.121460921735007
Diem,hypercube,DDoS,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,12,12,0,0,0,12,10.612298774014251,8.47694922330321,12.381516991550187,10.063936759126928,11.247573255429886,1.1385891934759471,1.1836364963029578,11.153441130033608,10.728959085320398,-2.135349550711041,1.7692182175359363,-20.121460921735007,16.671394720511667,3.9045677682469773,2.135349550711041,20.121460921735007
Diem,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,29.53846153846154,11.3,50.7,24.3,34.4,10.81307375830592,10.099999999999998,34.19270833333332,36.606760119264834,-18.23846153846154,21.161538461538463,-61.74479166666667,71.640625,39.400000000000006,21.161538461538463,71.640625
Diem,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,43.52461538461539,29.87,55.77,38.85,46.09,8.305153636331898,7.240000000000002,16.63426531405748,19.081509538778175,-13.654615384615386,12.245384615384616,-31.372167827224207,28.134389028312892,25.900000000000002,13.654615384615386,31.372167827224207
Diem,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,8.938130935360617,7.320719373805357,11.07788963166835,8.316345297582917,9.505139579745537,1.1436202673567115,1.18879428216262,13.30025584498396,12.794848001525402,-1.6174115615552598,2.1397586963077337,-18.09563513056775,23.939666041840137,3.7571702578629935,2.1397586963077337,23.939666041840137
Diem,hypercube,FIFA,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,8.938130935360617,7.320719373805357,11.07788963166835,8.316345297582917,9.505139579745537,1.1436202673567115,1.18879428216262,13.30025584498396,12.794848001525402,-1.6174115615552598,2.1397586963077337,-18.09563513056775,23.939666041840137,3.7571702578629935,2.1397586963077337,23.939666041840137
Diem,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,9,9,0,0,0,9,15.288888888888888,8.1,33.9,8.8,15.7,8.676324746752574,6.899999999999999,45.13081395348837,56.74921709358515,-7.188888888888888,18.61111111111111,-47.0203488372093,121.7296511627907,25.799999999999997,18.61111111111111,121.7296511627907
Diem,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,9,9,0,0,0,9,50.30111111111111,35.02,69.21,45.78,51.54,10.010612424377994,5.759999999999998,11.451039296679989,19.901374349893295,-15.281111111111109,18.90888888888888,-30.37927149831017,37.59139404917054,34.18999999999999,18.90888888888888,37.59139404917054
Diem,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,9,9,0,0,0,9,9.144518052069047,6.060898817441256,12.100910346017203,7.536969763198798,10.955378384785938,2.1362017966883746,3.4184086215871394,37.38205340207828,23.360463444052534,-3.0836192346277915,2.9563922939481557,-33.72095956363812,32.32966764475072,6.040011528575947,3.0836192346277915,33.72095956363812
Diem,hypercube,FIFA,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,9,9,0,0,0,9,9.144518052069047,6.060898817441256,12.100910346017203,7.536969763198798,10.955378384785938,2.1362017966883746,3.4184086215871394,37.38205340207828,23.360463444052534,-3.0836192346277915,2.9563922939481557,-33.72095956363812,32.32966764475072,6.040011528575947,3.0836192346277915,33.72095956363812
Diem,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,150.83846153846156,123.4,167.1,132.4,167.0,17.44078259241532,34.599999999999994,22.938446631648727,11.562556667927948,-27.438461538461553,16.261538461538436,-18.19062675302158,10.78076393492782,43.69999999999999,27.438461538461553,18.19062675302158
Diem,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,28.320769230769233,23.18,33.45,26.98,30.46,2.978216640705367,3.4800000000000004,12.287801830676047,10.51601606029002,-5.140769230769234,5.1292307692307695,-18.151940679577375,18.111198631067168,10.270000000000003,5.140769230769234,18.151940679577375
Diem,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,14.056513962352216,11.920032745750756,15.399150009597038,13.422134290132812,14.895776241842997,1.1140770957590547,1.473641951710185,10.483694290469625,7.925699776935484,-2.13648121660146,1.342636047244822,-15.199225229837438,9.551700022073932,3.479117263846282,2.13648121660146,15.199225229837438
Diem,hypercube,GAFAM,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,14.056513962352216,11.920032745750756,15.399150009597038,13.422134290132812,14.895776241842997,1.1140770957590547,1.473641951710185,10.483694290469625,7.925699776935484,-2.13648121660146,1.342636047244822,-15.199225229837438,9.551700022073932,3.479117263846282,2.13648121660146,15.199225229837438
Diem,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,10,10,0,0,0,10,147.53000000000003,78.0,167.0,154.375,166.9,36.83202260111287,12.525000000000006,8.48979868501322,24.965784993637133,-69.53000000000003,19.46999999999997,-47.129397410696136,13.197315800176213,89.0,69.53000000000003,47.129397410696136
Diem,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,10,10,0,0,0,10,57.218,41.59,71.35,52.44,62.41,8.812566532451761,9.969999999999999,17.42458666853088,15.401738146128423,-15.628,14.13199999999999,-27.31308329546646,24.698521444300727,29.75999999999999,15.628,27.31308329546646
Diem,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,10,10,0,0,0,10,15.02595120167074,11.017398237378844,18.602357679093945,14.18358502133319,17.025827573911503,2.4823723374786932,2.8422425525783126,18.915558252726676,16.52056701210821,-4.008552964291896,3.5764064774232054,-26.677532160800467,23.801531293576566,7.584959441715101,4.008552964291896,26.677532160800467
Diem,hypercube,GAFAM,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,10,10,0,0,0,10,15.02595120167074,11.017398237378844,18.602357679093945,14.18358502133319,17.025827573911503,2.4823723374786932,2.8422425525783126,18.915558252726676,16.52056701210821,-4.008552964291896,3.5764064774232054,-26.677532160800467,23.801531293576566,7.584959441715101,4.008552964291896,26.677532160800467
Diem,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,206.79230769230767,84.3,401.7,138.9,283.1,103.82229578738904,144.20000000000002,69.73180076628354,50.206072433733496,-122.49230769230768,194.90769230769232,-59.23446043968307,94.2528735632184,317.4,194.90769230769232,94.2528735632184
Diem,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,82.12384615384616,45.14,134.71,64.86,109.97,28.23929045923473,45.11,54.92923445827596,34.38622492952028,-36.98384615384616,52.58615384615385,-45.03423534811401,64.03274604022067,89.57000000000001,52.58615384615385,64.03274604022067
Diem,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,20.310405395205635,16.660081067376467,24.2416361773363,18.553773351834103,21.28972409464328,2.3398616934321375,2.7359507428091767,13.470685048241384,11.520507089358604,-3.6503243278291677,3.9312307821306653,-17.972680785046485,19.355747488224193,7.581555109959833,3.9312307821306653,19.355747488224193
Diem,hypercube,Gaming,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,20.310405395205635,16.660081067376467,24.2416361773363,18.553773351834103,21.28972409464328,2.3398616934321375,2.7359507428091767,13.470685048241384,11.520507089358604,-3.6503243278291677,3.9312307821306653,-17.972680785046485,19.355747488224193,7.581555109959833,3.9312307821306653,19.355747488224193
Diem,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,10,10,0,0,0,10,211.16000000000003,119.4,247.6,200.475,241.45,44.4448272205739,40.974999999999994,19.404716802424694,21.047938634482804,-91.76000000000002,36.43999999999997,-43.455199848456154,17.25705626065541,128.2,91.76000000000002,43.455199848456154
Diem,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,10,10,0,0,0,10,138.56199999999998,97.97,155.58,139.9575,149.345,18.744487071017858,9.387499999999989,6.774945511756463,13.527869885695832,-40.591999999999985,17.01800000000003,-29.29518915720038,12.281866601232684,57.610000000000014,40.591999999999985,29.29518915720038
Diem,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,10,10,0,0,0,10,21.388754785304215,13.441860266369355,27.581064039429087,18.91065073214031,23.574148154559623,4.38183545879842,4.6634974224193115,21.803501275462317,20.486631890366482,-7.94689451893486,6.192309254124872,-37.15454498732676,28.951237770884557,14.139203773059732,7.94689451893486,37.15454498732676
Diem,hypercube,Gaming,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,10,10,0,0,0,10,21.388754785304215,13.441860266369355,27.581064039429087,18.91065073214031,23.574148154559623,4.38183545879842,4.6634974224193115,21.803501275462317,20.486631890366482,-7.94689451893486,6.192309254124872,-37.15454498732676,28.951237770884557,14.139203773059732,7.94689451893486,37.15454498732676
Diem,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,196.70000000000002,194.6,197.4,196.5,197.1,0.7153087911291658,0.5999999999999943,0.30503304524656544,0.3636546980829516,-2.1000000000000227,0.6999999999999886,-1.0676156583630008,0.35587188612099063,2.8000000000000114,2.1000000000000227,1.0676156583630008
Diem,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,5.510000000000001,4.71,6.92,5.21,5.88,0.6611227823432901,0.6699999999999999,12.159709618874771,11.998598590622324,-0.8000000000000007,1.4099999999999993,-14.519056261343025,25.589836660617042,2.21,1.4099999999999993,25.589836660617042
Diem,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,22.226636593110847,16.330275721798976,25.99570935572669,20.67121322339423,25.00329301847867,3.269548723168713,4.332079795084439,19.490487357080237,14.710047152082877,-5.89636087131187,3.769072762615842,-26.528354151160453,16.957458888692443,9.665433633927712,5.89636087131187,26.528354151160453
Diem,hypercube,PayPal,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,22.226636593110847,16.330275721798976,25.99570935572669,20.67121322339423,25.00329301847867,3.269548723168713,4.332079795084439,19.490487357080237,14.710047152082877,-5.89636087131187,3.769072762615842,-26.528354151160453,16.957458888692443,9.665433633927712,5.89636087131187,26.528354151160453
Diem,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,11,11,0,0,0,11,191.29090909090908,185.1,195.5,189.4,193.5,3.307704504775041,4.099999999999994,2.143332382853338,1.7291488239010289,-6.190909090909088,4.209090909090918,-3.2363843741089235,2.200361182397115,10.400000000000006,6.190909090909088,3.2363843741089235
Diem,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,11,11,0,0,0,11,22.872727272727275,16.73,35.81,19.355,24.835,5.41622209830633,5.48,23.95866454689984,23.67982634394659,-6.142727272727274,12.937272727272727,-26.85612082670907,56.56200317965023,19.080000000000002,12.937272727272727,56.56200317965023
Diem,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,11,11,0,0,0,11,22.7454971122813,16.974573736145746,26.696183665059944,21.453555264986463,24.763989198909403,2.8928407456590537,3.3104339339229405,14.554238659112404,12.718300819625002,-5.770923376135553,3.950686552778645,-25.371717960912694,17.36909302652917,9.721609928914198,5.770923376135553,25.371717960912694
Diem,hypercube,PayPal,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,11,11,0,0,0,11,22.7454971122813,16.974573736145746,26.696183665059944,21.453555264986463,24.763989198909403,2.8928407456590537,3.3104339339229405,14.554238659112404,12.718300819625002,-5.770923376135553,3.950686552778645,-25.371717960912694,17.36909302652917,9.721609928914198,5.770923376135553,25.371717960912694
Diem,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,12,12,0,0,0,12,443.09999999999997,401.3,475.8,430.1,452.275,19.92636444512646,22.174999999999955,5.004513653802744,4.497035532639689,-41.799999999999955,32.700000000000045,-9.433536447754447,7.379823967501704,74.5,41.799999999999955,9.433536447754447
Diem,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,12,12,0,0,0,12,124.88000000000001,119.99,131.34,123.065,125.77250000000001,3.0912898161241276,2.7075000000000102,2.1680813581037874,2.4754082448143238,-4.890000000000015,6.459999999999994,-3.9157591287636246,5.172966047405503,11.350000000000009,6.459999999999994,5.172966047405503
Diem,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,12,12,0,0,0,12,22.96355247234251,20.32483336443447,26.34815412475645,21.527036788369294,24.328379871298218,2.070743477594185,2.8013430829289234,12.199084119510184,9.017522354558187,-2.6387191079080417,3.3846016524139415,-11.49090111857099,14.739015910061754,6.023320760321983,3.3846016524139415,14.739015910061754
Diem,hypercube,VISA,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,12,12,0,0,0,12,22.96355247234251,20.32483336443447,26.34815412475645,21.527036788369294,24.328379871298218,2.070743477594185,2.8013430829289234,12.199084119510184,9.017522354558187,-2.6387191079080417,3.3846016524139415,-11.49090111857099,14.739015910061754,6.023320760321983,3.3846016524139415,14.739015910061754
Diem,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,9,9,0,0,0,9,199.38888888888889,187.6,210.7,193.9,205.5,7.972835826173214,11.599999999999994,5.8177765394260215,3.998635967431537,-11.788888888888891,11.311111111111103,-5.912510448592924,5.672889384229587,23.099999999999994,11.788888888888891,5.912510448592924
Diem,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,9,9,0,0,0,9,154.58888888888887,152.11,159.56,152.68,155.73,2.3433706730073895,3.049999999999983,1.9729749155466003,1.5158726412036592,-2.4788888888888607,4.971111111111128,-1.6035362610507977,3.215697549054852,7.449999999999989,4.971111111111128,3.215697549054852
Diem,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,9,9,0,0,0,9,22.151437431248432,18.9274496283104,24.956066067603864,20.763622279760767,23.127121727165083,1.934600259931862,2.3634994474043154,10.669733983358528,8.733520187736321,-3.2239878029380336,2.8046286363554316,-14.55430516843138,12.661158649682111,6.028616439293465,3.2239878029380336,14.55430516843138
Diem,hypercube,VISA,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,9,9,0,0,0,9,22.151437431248432,18.9274496283104,24.956066067603864,20.763622279760767,23.127121727165083,1.934600259931862,2.3634994474043154,10.669733983358528,8.733520187736321,-3.2239878029380336,2.8046286363554316,-14.55430516843138,12.661158649682111,6.028616439293465,3.2239878029380336,14.55430516843138
Diem,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,13,13,0,0,0,13,220.3923076923077,176.9,258.3,208.3,237.0,25.676333510922124,28.69999999999999,13.022233080869773,11.65028570179008,-43.49230769230769,37.907692307692315,-19.734040696659804,17.200097727828002,81.4,43.49230769230769,19.734040696659804
Diem,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,13,13,0,0,0,13,73.04538461538462,66.82,78.61,71.31,75.85,3.7193315156190248,4.539999999999992,6.215313977611379,5.091809065285789,-6.225384615384627,5.564615384615379,-8.52262555418656,7.618024621152278,11.790000000000006,6.225384615384627,8.52262555418656
Diem,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,energy_observed,kWh,energy,energy_valid_observed,13,13,0,0,0,13,10.110122176663298,6.957453194328892,14.539700807649265,9.40903926047691,10.733675328583733,1.8970952764375588,1.3246360681068232,13.102077749014905,18.764316031872802,-3.152668982334406,4.429578630985967,-31.183292617487435,43.81330466223788,7.582247613320373,4.429578630985967,43.81330466223788
Diem,scale-free,DDoS,8,16,10,2023,hop,10 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,13,13,0,0,0,13,10.110122176663298,6.957453194328892,14.539700807649265,9.40903926047691,10.733675328583733,1.8970952764375588,1.3246360681068232,13.102077749014905,18.764316031872802,-3.152668982334406,4.429578630985967,-31.183292617487435,43.81330466223788,7.582247613320373,4.429578630985967,43.81330466223788
Diem,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,19,18,1,0,0,18,109.52777777777777,75.1,133.3,100.0,125.0,17.022193318120824,25.0,22.82525995434948,15.541439499171942,-34.42777777777778,23.77222222222224,-31.432919097134164,21.704286076591444,58.20000000000002,34.42777777777778,31.432919097134164
Diem,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,19,18,1,0,0,18,83.49888888888889,63.58,109.92,78.1825,90.805,11.674292969592175,12.622500000000002,15.116967624319688,13.981375231384261,-19.918888888888887,26.421111111111117,-23.855274188611958,31.642470292352534,46.34,26.421111111111117,31.642470292352534
Diem,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,energy_observed,kWh,energy,energy_valid_observed,19,18,1,0,0,19,10.766949653752873,7.594820178367861,12.89581230800758,9.667530364075029,11.823256947584039,1.401117146082231,2.1557265835090096,20.02170208678946,13.013129912740556,-3.1721294753850113,2.128862654254707,-29.461728506173056,19.772198465817862,5.300992129639718,3.1721294753850113,29.461728506173056
Diem,scale-free,DDoS,8,16,10,2023,hop,40 nodes,0,energy_positive_commit,kWh,energy,energy_valid_positive_commit,19,18,1,0,0,18,10.771160581570765,7.594820178367861,12.89581230800758,9.593601314104305,11.868757306094203,1.4416139303805862,2.275155991989898,21.122663382093137,13.38401669405206,-3.1763404032029037,2.1246517264368148,-29.489305067436806,19.725374163226668,5.300992129639718,3.1763404032029037,29.489305067436806
Diem,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,tps_positive_commit,TPS,average_throughput,tps_point_valid_positive_commit,12,12,0,0,0,12,19.55833333333333,4.8,28.9,16.575,25.549999999999997,7.15356978061028,8.974999999999998,45.88836812952705,36.57555916801166,-14.75833333333333,9.341666666666669,-75.45803152961227,47.76310183212614,24.099999999999998,14.75833333333333,75.45803152961227
Diem,scale-free,FIFA,8,16,10,2023,hop,10 nodes,0,latency_positive_commit,s,average_latency,latency_valid_positive_commit,12,12,0,0,0,12,60.22666666666667,40.84,78.16,56.375,65.0925,10.518780030656279,8.717500000000001,14.474485277839277,17.46531995349172,-19.386666666666663,17.93333333333333,-32.189506309497446,29.776400265663046,37.31999999999999,19.386666666666663,32.189506309497446
