metric,dataset,run,hash,blockchain,mode,workload,network_size,metric_value,configuration_mean,absolute_deviation,relative_deviation,plot_x,plot_offset
latency,2023,9,20c5d7,Diem,torus,PayPal,10 nodes,7.84,7.4125000000000005,0.4274999999999993,5.767284991568287,10.147272727272727,0.14727272727272722
latency,2023,8,20c5d7,Diem,torus,PayPal,10 nodes,7.56,7.4125000000000005,0.14749999999999908,1.9898819561551306,10.114545454545455,0.1145454545454545
latency,2023,6,af88c3,Diem,torus,DDoS,10 nodes,71.88,69.00461538461538,2.8753846153846183,4.166945354825769,10.06,0.06
latency,2023,2,af88c3,Diem,torus,DDoS,10 nodes,69.11,69.00461538461538,0.1053846153846223,0.152721111185438,9.91,-0.08999999999999998
latency,2023,5,af88c3,Diem,torus,DDoS,10 nodes,68.95,69.00461538461538,-0.054615384615374296,-0.079147437183674,10.03,0.03
latency,2023,3,af88c3,Diem,torus,DDoS,10 nodes,66.3,69.00461538461538,-2.70461538461538,-3.919470269547181,9.97,-0.03
latency,2023,10,af88c3,Diem,torus,DDoS,10 nodes,67.11,69.00461538461538,-1.8946153846153777,-2.7456357434285237,10.18,0.18000000000000005
latency,2023,1,af88c3,Diem,torus,DDoS,10 nodes,69.22,69.00461538461538,0.21538461538462172,0.31213073818920506,9.85,-0.15
latency,2023,7,af88c3,Diem,torus,DDoS,10 nodes,70.06,69.00461538461538,1.0553846153846251,1.5294406171270738,10.09,0.08999999999999997
latency,2023,4,af88c3,Diem,torus,DDoS,10 nodes,69.72,69.00461538461538,0.7153846153846217,1.0367199518426955,10.0,2.7755575615628914e-17
latency,2023,9,af88c3,Diem,torus,DDoS,10 nodes,71.25,69.00461538461538,2.245384615384623,3.2539629456223778,10.15,0.15000000000000002
latency,2023,8,af88c3,Diem,torus,DDoS,10 nodes,68.5,69.00461538461538,-0.5046153846153771,-0.7312777294718195,10.12,0.12
latency,2023,1,4a540c,Diem,torus,DDoS,10 nodes,72.7,69.00461538461538,3.6953846153846257,5.355271665217503,9.82,-0.18
latency,2023,1,e24c54,Diem,torus,FIFA,10 nodes,49.1,45.888461538461534,3.211538461538467,6.998575140390591,9.88,-0.12
latency,2023,1,d179b1,Diem,torus,GAFAM,10 nodes,33.33,34.15076923076923,-0.8207692307692298,-2.403369672943506,9.88,-0.12
latency,2023,1,8680d9,Diem,torus,VISA,10 nodes,138.03,128.67846153846153,9.351538461538468,7.267368874116766,9.85,-0.15
latency,2023,1,e92ade,Diem,torus,PayPal,10 nodes,8.26,7.4125000000000005,0.8474999999999993,11.433389544688017,9.885454545454545,-0.11454545454545455
latency,2023,1,f38f1f,Diem,torus,Gaming,10 nodes,126.85,102.57833333333333,24.27166666666666,23.66159195411636,9.885454545454545,-0.11454545454545455
latency,2023,1,dfab1e,Diem,fat-tree,DDoS,40 nodes,75.18,73.26050000000001,1.9194999999999993,2.620102237904463,5.8578947368421055,-0.14210526315789473
latency,2023,1,b871f0,Diem,fat-tree,GAFAM,40 nodes,54.54,44.51157894736842,10.028421052631579,22.529915338409875,5.88,-0.12
latency,2023,1,51c81d,Diem,fat-tree,PayPal,40 nodes,30.57,15.952608695652176,14.617391304347825,91.63010002452916,5.836363636363636,-0.16363636363636364
latency,2023,1,b6b397,Diem,fat-tree,VISA,40 nodes,160.99,140.7291304347826,20.260869565217405,14.397068682668225,5.852727272727273,-0.14727272727272728
latency,2023,1,97c580,Diem,fat-tree,Gaming,40 nodes,144.69,112.9744,31.715599999999995,28.073262615247344,5.865,-0.13499999999999998
latency,2023,1,e4be2c,Diem,fat-tree,FIFA,40 nodes,38.42,42.54380952380952,-4.12380952380952,-9.693089476394071,5.856,-0.144
latency,2023,1,e694b2,Diem,full mesh,FIFA,40 nodes,48.05,39.68909090909091,8.36090909090909,21.066013101837004,6.856,-0.144
latency,2023,1,23fc43,Diem,full mesh,VISA,40 nodes,154.59,148.0675,6.522500000000008,4.4050855184291,6.852727272727273,-0.14727272727272728
latency,2023,1,e388d0,Diem,full mesh,PayPal,40 nodes,21.42,20.91769230769231,0.5023076923076921,2.4013532894494896,6.88,-0.12
latency,2023,1,556631,Diem,full mesh,Gaming,40 nodes,142.68,142.85166666666666,-0.17166666666665265,-0.12017127323213075,6.852727272727273,-0.14727272727272728
latency,2023,1,3fe8bc,Diem,full mesh,GAFAM,40 nodes,46.04,50.66384615384615,-4.623846153846152,-9.126520201023334,6.82,-0.18
latency,2023,1,2913a6,Diem,full mesh,DDoS,40 nodes,71.17,68.50272727272727,2.6672727272727315,3.8936737754303143,6.82,-0.18
latency,2023,1,822993,Diem,hypercube,FIFA,40 nodes,35.02,50.30111111111111,-15.281111111111109,-30.37927149831017,7.82,-0.18
latency,2023,1,d4cbbb,Diem,hypercube,VISA,40 nodes,153.54,154.58888888888887,-1.0488888888888823,-0.6785021203191218,7.865,-0.135
latency,2023,1,3d810c,Diem,hypercube,PayPal,40 nodes,22.66,22.872727272727275,-0.21272727272727465,-0.9300476947535854,7.82,-0.18
latency,2023,1,c2a06f,Diem,hypercube,DDoS,40 nodes,83.83,71.24249999999999,12.587500000000006,17.66852651156263,7.852727272727273,-0.14727272727272728
latency,2023,1,c68746,Diem,hypercube,DDoS,40 nodes,62.38,71.24249999999999,-8.86249999999999,-12.439905955012796,7.885454545454546,-0.11454545454545455
latency,2023,1,930343,Diem,hypercube,Gaming,40 nodes,146.51,138.56199999999998,7.9480000000000075,5.736060391738,7.9,-0.09999999999999999
latency,2023,1,49a85a,Diem,hypercube,GAFAM,40 nodes,65.01,57.218,7.792000000000002,13.618092208745502,7.82,-0.18
latency,2023,1,01b238,Diem,fat-tree,DDoS,40 nodes,78.07,73.26050000000001,4.809499999999986,6.5649292592870445,5.82,-0.18
latency,2023,1,300e84,Diem,fat-tree,GAFAM,40 nodes,64.03,44.51157894736842,19.51842105263158,43.850210471550874,5.82,-0.18
latency,2023,2,f6c214,Diem,fat-tree,PayPal,40 nodes,20.68,15.952608695652176,4.727391304347824,29.633970183423713,5.950909090909091,-0.0490909090909091
latency,2023,1,e08835,Diem,fat-tree,VISA,40 nodes,151.8,140.7291304347826,11.070869565217407,7.866793130188441,5.885454545454546,-0.11454545454545455
latency,2023,2,e08835,Diem,fat-tree,VISA,40 nodes,169.61,140.7291304347826,28.88086956521741,20.522310822208574,5.934545454545455,-0.06545454545454545
latency,2023,2,f8d161,Diem,fat-tree,Gaming,40 nodes,137.08,112.9744,24.10560000000001,21.33722330014588,5.94,-0.06
latency,2023,2,bd15f9,Diem,fat-tree,FIFA,40 nodes,46.05,42.54380952380952,3.5061904761904756,8.241364643728593,5.928,-0.07199999999999998
latency,2023,2,c2683d,Diem,fat-tree,Gaming,40 nodes,141.28,112.9744,28.3056,25.054879689557986,5.925,-0.075
latency,2023,2,90c4c3,Diem,fat-tree,FIFA,40 nodes,47.26,42.54380952380952,4.7161904761904765,11.08549170602852,5.91,-0.09
latency,2023,1,90c4c3,Diem,fat-tree,FIFA,40 nodes,36.55,42.54380952380952,-5.993809523809524,-14.088558572675787,5.838,-0.162
latency,2023,2,6c7fee,Diem,fat-tree,PayPal,40 nodes,22.0,15.952608695652176,6.0473913043478245,37.90847891853586,5.901818181818181,-0.09818181818181819
latency,2023,1,83f134,Diem,fat-tree,Gaming,40 nodes,144.11,112.9744,31.13560000000001,27.55987197099521,5.85,-0.15
latency,2023,2,83f134,Diem,fat-tree,Gaming,40 nodes,141.82,112.9744,28.84559999999999,25.532864082482394,5.91,-0.08999999999999998
latency,2023,1,58c904,Diem,fat-tree,VISA,40 nodes,153.05,140.7291304347826,12.320869565217407,8.75502429891529,5.836363636363636,-0.16363636363636364
latency,2023,1,144d2d,Diem,fat-tree,PayPal,40 nodes,18.86,15.952608695652176,2.907391304347824,18.225177836526655,5.82,-0.18
latency,2023,2,144d2d,Diem,fat-tree,PayPal,40 nodes,20.32,15.952608695652176,4.367391304347825,27.377285982938584,5.885454545454546,-0.11454545454545455
latency,2023,8,fad36c,Diem,fat-tree,DDoS,40 nodes,83.26,73.26050000000001,9.999499999999998,13.649237993188686,6.123157894736842,0.12315789473684208
latency,2023,2,fad36c,Diem,fat-tree,DDoS,40 nodes,84.45,73.26050000000001,11.189499999999995,15.273578531405047,5.914736842105263,-0.08526315789473685
latency,2023,1,fad36c,Diem,fat-tree,DDoS,40 nodes,88.9,73.26050000000001,15.639499999999998,21.347793149104902,5.876842105263158,-0.1231578947368421
latency,2023,9,fad36c,Diem,fat-tree,DDoS,40 nodes,79.76,73.26050000000001,6.499499999999998,8.871765821964084,6.161052631578947,0.16105263157894734
latency,2023,4,fad36c,Diem,fat-tree,DDoS,40 nodes,69.42,73.26050000000001,-3.840500000000006,-5.2422519638823175,5.971578947368421,-0.028421052631578958
latency,2023,5,fad36c,Diem,fat-tree,DDoS,40 nodes,74.23,73.26050000000001,0.9694999999999965,1.32335979142921,6.009473684210526,0.0094736842105263
latency,2023,6,fad36c,Diem,fat-tree,DDoS,40 nodes,77.28,73.26050000000001,4.019499999999994,5.486585540639217,6.0473684210526315,0.04736842105263159
latency,2023,7,fad36c,Diem,fat-tree,DDoS,40 nodes,79.42,73.26050000000001,6.159499999999994,8.40766852533083,6.085263157894737,0.08526315789473687
latency,2023,8,1f8436,Diem,fat-tree,Gaming,40 nodes,137.74,112.9744,24.765600000000006,21.921426447053495,6.105,0.10499999999999998
latency,2023,3,1f8436,Diem,fat-tree,Gaming,40 nodes,148.05,112.9744,35.07560000000001,31.047387726777046,5.955,-0.04500000000000001
latency,2023,2,1f8436,Diem,fat-tree,Gaming,40 nodes,152.87,112.9744,39.8956,35.31384101176904,5.88,-0.12
latency,2023,1,1f8436,Diem,fat-tree,Gaming,40 nodes,154.18,112.9744,41.205600000000004,36.473395742752345,5.82,-0.18
latency,2023,9,1f8436,Diem,fat-tree,Gaming,40 nodes,143.28,112.9744,30.3056,26.825192255944707,6.135,0.135
latency,2023,4,1f8436,Diem,fat-tree,Gaming,40 nodes,147.72,112.9744,34.745599999999996,30.755286153323226,5.985,-0.014999999999999986
latency,2023,5,1f8436,Diem,fat-tree,Gaming,40 nodes,85.96,112.9744,-27.01440000000001,-23.911965896698728,6.015,0.014999999999999986
latency,2023,6,1f8436,Diem,fat-tree,Gaming,40 nodes,143.92,112.9744,30.945599999999985,27.391692277188447,6.045,0.044999999999999984
latency,2023,10,1f8436,Diem,fat-tree,Gaming,40 nodes,129.81,112.9744,16.8356,14.90213712133014,6.165,0.16499999999999998
latency,2023,7,1f8436,Diem,fat-tree,Gaming,40 nodes,145.64,112.9744,32.66559999999998,28.914161084281027,6.075,0.07500000000000001
latency,2023,8,c13f14,Diem,fat-tree,VISA,40 nodes,166.86,140.7291304347826,26.13086956521741,18.568202251009506,6.130909090909091,0.13090909090909092
latency,2023,3,c13f14,Diem,fat-tree,VISA,40 nodes,151.5,140.7291304347826,10.770869565217396,7.653617649693988,5.967272727272727,-0.032727272727272744
latency,2023,2,c13f14,Diem,fat-tree,VISA,40 nodes,78.81,140.7291304347826,-61.9191304347826,-43.99880127410968,5.918181818181818,-0.0818181818181818
latency,2023,1,c13f14,Diem,fat-tree,VISA,40 nodes,160.03,140.7291304347826,19.300869565217397,13.714907145086,5.869090909090909,-0.1309090909090909
latency,2023,9,c13f14,Diem,fat-tree,VISA,40 nodes,155.73,140.7291304347826,15.000869565217386,10.659391924665636,6.163636363636364,0.16363636363636364
latency,2023,4,c13f14,Diem,fat-tree,VISA,40 nodes,169.71,140.7291304347826,28.980869565217404,20.593369315706717,6.0,0.0
latency,2023,5,c13f14,Diem,fat-tree,VISA,40 nodes,154.39,140.7291304347826,13.660869565217382,9.70720811179045,6.032727272727273,0.032727272727272716
latency,2023,6,c13f14,Diem,fat-tree,VISA,40 nodes,153.48,140.7291304347826,12.750869565217386,9.06057582095731,6.065454545454545,0.06545454545454543
latency,2023,7,c13f14,Diem,fat-tree,VISA,40 nodes,150.73,140.7291304347826,10.000869565217386,7.106467249758243,6.098181818181819,0.0981818181818182
latency,2023,8,6178d5,Diem,fat-tree,GAFAM,40 nodes,68.53,44.51157894736842,24.01842105263158,53.959939459868515,6.08,0.08000000000000002
latency,2023,2,6178d5,Diem,fat-tree,GAFAM,40 nodes,57.48,44.51157894736842,12.968421052631577,29.134938277444068,5.9,-0.09999999999999999
latency,2023,1,6178d5,Diem,fat-tree,GAFAM,40 nodes,53.01,44.51157894736842,8.498421052631578,19.092607482381876,5.84,-0.16
latency,2023,9,6178d5,Diem,fat-tree,GAFAM,40 nodes,57.96,44.51157894736842,13.44842105263158,30.21330936953129,6.12,0.12
latency,2023,5,6178d5,Diem,fat-tree,GAFAM,40 nodes,67.76,44.51157894736842,23.248421052631585,52.23005249964528,5.98,-0.01999999999999999
latency,2023,10,6178d5,Diem,fat-tree,GAFAM,40 nodes,73.04,44.51157894736842,28.528421052631586,64.09213451260466,6.16,0.16000000000000003
latency,2023,7,6178d5,Diem,fat-tree,GAFAM,40 nodes,55.73,44.51157894736842,11.218421052631577,25.203377004209425,6.04,0.04000000000000001
latency,2023,8,e93557,Diem,fat-tree,PayPal,40 nodes,33.27,15.952608695652176,17.31739130434783,108.55523152816768,6.114545454545454,0.1145454545454545
latency,2023,2,e93557,Diem,fat-tree,PayPal,40 nodes,20.15,15.952608695652176,4.197391304347823,26.311629554931702,5.934545454545455,-0.06545454545454545
latency,2023,1,e93557,Diem,fat-tree,PayPal,40 nodes,18.76,15.952608695652176,2.807391304347826,17.598321114169686,5.869090909090909,-0.1309090909090909
latency,2023,9,e93557,Diem,fat-tree,PayPal,40 nodes,25.99,15.952608695652176,10.037391304347823,62.920062140579404,6.147272727272727,0.14727272727272722
latency,2023,4,e93557,Diem,fat-tree,PayPal,40 nodes,26.7,15.952608695652176,10.747391304347824,67.37074486931397,6.0,0.0
latency,2023,6,e93557,Diem,fat-tree,PayPal,40 nodes,22.51,15.952608695652176,6.557391304347826,41.10544820255648,6.049090909090909,0.0490909090909091
latency,2023,10,e93557,Diem,fat-tree,PayPal,40 nodes,27.83,15.952608695652176,11.877391304347823,74.45422583194787,6.18,0.18
latency,2023,7,e93557,Diem,fat-tree,PayPal,40 nodes,22.23,15.952608695652176,6.277391304347825,39.35024937995693,6.081818181818182,0.08181818181818179
latency,2023,8,29678b,Diem,fat-tree,FIFA,40 nodes,41.67,42.54380952380952,-0.8738095238095198,-2.0539052181504687,6.108,0.10799999999999998
latency,2023,2,29678b,Diem,fat-tree,FIFA,40 nodes,57.84,42.54380952380952,15.296190476190482,35.953974614403094,5.874,-0.126
latency,2023,1,29678b,Diem,fat-tree,FIFA,40 nodes,46.55,42.54380952380952,4.006190476190476,9.416623760381455,5.82,-0.18
latency,2023,9,29678b,Diem,fat-tree,FIFA,40 nodes,56.85,42.54380952380952,14.30619047619048,33.62696156343042,6.126,0.126
latency,2023,4,29678b,Diem,fat-tree,FIFA,40 nodes,41.86,42.54380952380952,-0.6838095238095221,-1.6073067538223864,5.964,-0.036000000000000004
latency,2023,5,29678b,Diem,fat-tree,FIFA,40 nodes,39.13,42.54380952380952,-3.413809523809519,-8.024221530747006,6.0,0.0
latency,2023,6,29678b,Diem,fat-tree,FIFA,40 nodes,49.94,42.54380952380952,7.396190476190476,17.38488057128786,6.036,0.03600000000000003
latency,2023,10,29678b,Diem,fat-tree,FIFA,40 nodes,41.68,42.54380952380952,-0.8638095238095218,-2.030400035817416,6.162,0.16199999999999998
latency,2023,7,29678b,Diem,fat-tree,FIFA,40 nodes,48.31,42.54380952380952,5.766190476190481,13.553535850999541,6.072,0.07200000000000001
latency,2023,1,a0d433,Diem,full mesh,DDoS,40 nodes,66.46,68.50272727272727,-2.0427272727272765,-2.981964885273319,6.892,-0.108
latency,2023,1,16f753,Diem,full mesh,FIFA,40 nodes,36.33,39.68909090909091,-3.3590909090909093,-8.463511842044987,6.82,-0.18
latency,2023,2,16f753,Diem,full mesh,FIFA,40 nodes,40.28,39.68909090909091,0.5909090909090935,1.4888451142975008,6.892,-0.108
latency,2023,1,9d388e,Diem,full mesh,Gaming,40 nodes,169.23,142.85166666666666,26.37833333333333,18.46554117907853,6.885454545454546,-0.11454545454545455
latency,2023,2,9d388e,Diem,full mesh,Gaming,40 nodes,148.91,142.85166666666666,6.058333333333337,4.240995904843022,6.950909090909091,-0.0490909090909091
latency,2023,1,f88803,Diem,full mesh,GAFAM,40 nodes,49.68,50.66384615384615,-0.9838461538461516,-1.9419097216950292,6.88,-0.12
latency,2023,2,f88803,Diem,full mesh,GAFAM,40 nodes,54.47,50.66384615384615,3.8061538461538476,7.512563958519961,6.94,-0.06
latency,2023,1,0695f4,Diem,full mesh,VISA,40 nodes,156.27,148.0675,8.202500000000015,5.5397031759164,6.82,-0.18
latency,2023,2,0695f4,Diem,full mesh,VISA,40 nodes,145.78,148.0675,-2.2874999999999943,-1.5449035068465358,6.885454545454546,-0.11454545454545455
latency,2023,1,8b6a31,Diem,full mesh,PayPal,40 nodes,37.49,20.91769230769231,16.572307692307692,79.22627146692163,6.82,-0.18
latency,2023,2,8b6a31,Diem,full mesh,PayPal,40 nodes,24.32,20.91769230769231,3.4023076923076907,16.265215312764305,6.91,-0.08999999999999998
latency,2023,5,a6e8dc,Diem,full mesh,GAFAM,40 nodes,49.59,50.66384615384615,-1.073846153846148,-2.119551189590502,7.03,0.03
latency,2023,2,a6e8dc,Diem,full mesh,GAFAM,40 nodes,58.89,50.66384615384615,8.22615384615385,16.236733826275763,6.91,-0.08999999999999998
latency,2023,1,a6e8dc,Diem,full mesh,GAFAM,40 nodes,57.62,50.66384615384615,6.956153846153846,13.73001533486176,6.85,-0.15
latency,2023,9,a6e8dc,Diem,full mesh,GAFAM,40 nodes,45.95,50.66384615384615,-4.7138461538461485,-9.304161668918805,7.15,0.15000000000000002
latency,2023,7,a6e8dc,Diem,full mesh,GAFAM,40 nodes,49.58,50.66384615384615,-1.083846153846153,-2.1392891304677875,7.09,0.08999999999999997
latency,2023,6,a6e8dc,Diem,full mesh,GAFAM,40 nodes,55.89,50.66384615384615,5.226153846153849,10.315351563093095,7.06,0.06
latency,2023,3,a6e8dc,Diem,full mesh,GAFAM,40 nodes,41.98,50.66384615384615,-8.683846153846154,-17.140124197197213,6.97,-0.03
latency,2023,10,a6e8dc,Diem,full mesh,GAFAM,40 nodes,50.44,50.66384615384615,-0.22384615384615358,-0.4418262150220908,7.18,0.18000000000000005
latency,2023,4,a6e8dc,Diem,full mesh,GAFAM,40 nodes,52.19,50.66384615384615,1.5261538461538464,3.0123134385011316,7.0,2.7755575615628914e-17
latency,2023,8,a6e8dc,Diem,full mesh,GAFAM,40 nodes,46.31,50.66384615384615,-4.353846153846149,-8.593595797336887,7.12,0.12
latency,2023,5,8ee0c1,Diem,full mesh,VISA,40 nodes,148.05,148.0675,-0.017499999999984084,-0.01181893393214857,7.016363636363637,0.016363636363636386
latency,2023,2,8ee0c1,Diem,full mesh,VISA,40 nodes,144.1,148.0675,-3.967500000000001,-2.6795211643338352,6.918181818181818,-0.0818181818181818
latency,2023,9,8ee0c1,Diem,full mesh,VISA,40 nodes,155.34,148.0675,7.272500000000008,4.911611258378786,7.147272727272727,0.14727272727272722
latency,2023,7,8ee0c1,Diem,full mesh,VISA,40 nodes,148.76,148.0675,0.6924999999999955,0.4676920998868729,7.081818181818182,0.08181818181818179
latency,2023,6,8ee0c1,Diem,full mesh,VISA,40 nodes,145.27,148.0675,-2.797499999999985,-1.8893410100123156,7.049090909090909,0.0490909090909091
latency,2023,3,8ee0c1,Diem,full mesh,VISA,40 nodes,145.82,148.0675,-2.2475000000000023,-1.5178888007158913,6.950909090909091,-0.0490909090909091
latency,2023,10,8ee0c1,Diem,full mesh,VISA,40 nodes,145.49,148.0675,-2.5774999999999864,-1.740760126293742,7.18,0.18
latency,2023,4,8ee0c1,Diem,full mesh,VISA,40 nodes,145.05,148.0675,-3.017499999999984,-2.037921893730889,6.983636363636363,-0.016363636363636386
latency,2023,8,8ee0c1,Diem,full mesh,VISA,40 nodes,142.29,148.0675,-5.777500000000003,-3.9019366167457434,7.114545454545454,0.1145454545454545
latency,2023,5,a1086d,Diem,full mesh,PayPal,40 nodes,16.51,20.91769230769231,-4.407692307692308,-21.07159930864561,7.03,0.03
latency,2023,2,a1086d,Diem,full mesh,PayPal,40 nodes,14.66,20.91769230769231,-6.257692307692309,-29.915787151105068,6.94,-0.06
latency,2023,1,a1086d,Diem,full mesh,PayPal,40 nodes,21.32,20.91769230769231,0.4023076923076907,1.9232890817489716,6.85,-0.15
latency,2023,9,a1086d,Diem,full mesh,PayPal,40 nodes,29.63,20.91769230769231,8.71230769230769,41.65042474166144,7.15,0.15000000000000002
latency,2023,7,a1086d,Diem,full mesh,PayPal,40 nodes,15.97,20.91769230769231,-4.947692307692309,-23.65314603022837,7.09,0.08999999999999997
latency,2023,6,a1086d,Diem,full mesh,PayPal,40 nodes,18.88,20.91769230769231,-2.0376923076923106,-9.741477586143505,7.06,0.06
latency,2023,3,a1086d,Diem,full mesh,PayPal,40 nodes,19.95,20.91769230769231,-0.9676923076923103,-4.626190563748035,6.97,-0.03
latency,2023,10,a1086d,Diem,full mesh,PayPal,40 nodes,17.86,20.91769230769231,-3.05769230769231,-14.617732504688716,7.18,0.18000000000000005
latency,2023,4,a1086d,Diem,full mesh,PayPal,40 nodes,16.85,20.91769230769231,-4.067692307692308,-19.44618100246387,7.0,2.7755575615628914e-17
latency,2023,8,a1086d,Diem,full mesh,PayPal,40 nodes,17.07,20.91769230769231,-3.8476923076923093,-18.394439745522753,7.12,0.12
latency,2023,5,5be69c,Diem,full mesh,DDoS,40 nodes,63.9,68.50272727272727,-4.602727272727272,-6.719042373893539,7.036,0.03600000000000003
latency,2023,2,5be69c,Diem,full mesh,DDoS,40 nodes,59.52,68.50272727272727,-8.982727272727267,-13.112948389579703,6.928,-0.07199999999999998
latency,2023,1,5be69c,Diem,full mesh,DDoS,40 nodes,63.93,68.50272727272727,-4.5727272727272705,-6.6752484970737695,6.856,-0.144
latency,2023,9,5be69c,Diem,full mesh,DDoS,40 nodes,66.64,68.50272727272727,-1.8627272727272697,-2.7192016243546995,7.144,0.14399999999999996
latency,2023,6,5be69c,Diem,full mesh,DDoS,40 nodes,73.05,68.50272727272727,4.547272727272727,6.638090056135788,7.072,0.07200000000000001
latency,2023,3,5be69c,Diem,full mesh,DDoS,40 nodes,72.55,68.50272727272727,4.047272727272727,5.908192109139649,6.964,-0.036000000000000004
latency,2023,10,5be69c,Diem,full mesh,DDoS,40 nodes,70.17,68.50272727272727,1.6672727272727315,2.433877881438038,7.18,0.18
latency,2023,4,5be69c,Diem,full mesh,DDoS,40 nodes,80.13,68.50272727272727,11.627272727272725,16.973444985601102,7.0,0.0
latency,2023,8,5be69c,Diem,full mesh,DDoS,40 nodes,66.01,68.50272727272727,-2.492727272727265,-3.638873037569827,7.108,0.10799999999999998
latency,2023,5,e226eb,Diem,full mesh,FIFA,40 nodes,33.6,39.68909090909091,-6.089090909090906,-15.341976270099403,7.0,0.0
latency,2023,2,e226eb,Diem,full mesh,FIFA,40 nodes,41.62,39.68909090909091,1.9309090909090898,4.865087727335194,6.928,-0.07199999999999998
latency,2023,9,e226eb,Diem,full mesh,FIFA,40 nodes,34.33,39.68909090909091,-5.359090909090909,-13.502679921205738,7.144,0.14399999999999996
latency,2023,7,e226eb,Diem,full mesh,FIFA,40 nodes,43.25,39.68909090909091,3.5609090909090924,8.97200971185121,7.072,0.07200000000000001
latency,2023,6,e226eb,Diem,full mesh,FIFA,40 nodes,41.99,39.68909090909091,2.3009090909090943,5.797333821979944,7.036,0.03600000000000003
latency,2023,3,e226eb,Diem,full mesh,FIFA,40 nodes,37.02,39.68909090909091,-2.6690909090909045,-6.724998854734515,6.964,-0.036000000000000004
latency,2023,10,e226eb,Diem,full mesh,FIFA,40 nodes,40.24,39.68909090909091,0.5509090909090943,1.3880617527142878,7.18,0.18
latency,2023,8,e226eb,Diem,full mesh,FIFA,40 nodes,39.87,39.68909090909091,0.1809090909090898,0.4558156580695377,7.108,0.10799999999999998
latency,2023,5,224ae3,Diem,full mesh,Gaming,40 nodes,83.98,142.85166666666666,-58.871666666666655,-41.211746450280586,7.049090909090909,0.0490909090909091
latency,2023,2,224ae3,Diem,full mesh,Gaming,40 nodes,149.74,142.85166666666666,6.88833333333335,4.822018177363478,6.918181818181818,-0.0818181818181818
latency,2023,1,224ae3,Diem,full mesh,Gaming,40 nodes,137.68,142.85166666666666,-5.171666666666653,-3.6203054450420504,6.82,-0.18
latency,2023,9,224ae3,Diem,full mesh,Gaming,40 nodes,165.68,142.85166666666666,22.828333333333347,15.9804459170935,7.147272727272727,0.14727272727272722
latency,2023,7,224ae3,Diem,full mesh,Gaming,40 nodes,141.19,142.85166666666666,-1.6616666666666617,-1.1632112564314931,7.081818181818182,0.08181818181818179
latency,2023,3,224ae3,Diem,full mesh,Gaming,40 nodes,143.78,142.85166666666666,0.9283333333333417,0.6498582445660476,6.983636363636363,-0.016363636363636386
latency,2023,10,224ae3,Diem,full mesh,Gaming,40 nodes,138.65,142.85166666666666,-4.201666666666654,-2.9412794157109268,7.18,0.18
latency,2023,4,224ae3,Diem,full mesh,Gaming,40 nodes,146.74,142.85166666666666,3.8883333333333496,2.7219376742775254,7.016363636363637,0.016363636363636386
latency,2023,8,224ae3,Diem,full mesh,Gaming,40 nodes,145.96,142.85166666666666,3.1083333333333485,2.1759167434751774,7.114545454545454,0.1145454545454545
latency,2023,2,ce82a5,Diem,hypercube,VISA,40 nodes,154.93,154.58888888888887,0.34111111111113246,0.22065693955294993,7.91,-0.09
latency,2023,2,80c444,Diem,hypercube,DDoS,40 nodes,73.81,71.24249999999999,2.5675000000000097,3.6038881285749516,7.950909090909091,-0.0490909090909091
latency,2023,2,45515e,Diem,hypercube,Gaming,40 nodes,141.24,138.56199999999998,2.6780000000000257,1.9327088234869776,7.98,-0.01999999999999999
latency,2023,1,45515e,Diem,hypercube,Gaming,40 nodes,152.48,138.56199999999998,13.918000000000006,10.044600972849706,7.86,-0.13999999999999999
latency,2023,2,fa868c,Diem,hypercube,GAFAM,40 nodes,63.04,57.218,5.821999999999996,10.175119717571386,7.94,-0.059999999999999984
latency,2023,1,fa868c,Diem,hypercube,GAFAM,40 nodes,58.92,57.218,1.7019999999999982,2.974588416232651,7.86,-0.13999999999999999
latency,2023,2,e683ea,Diem,hypercube,FIFA,40 nodes,48.35,50.30111111111111,-1.9511111111111106,-3.8788628481809537,7.91,-0.09
latency,2023,2,40a0a3,Diem,hypercube,PayPal,40 nodes,20.66,22.872727272727275,-2.2127272727272747,-9.674085850556446,7.892,-0.108
latency,2023,5,fadf82,Diem,hypercube,GAFAM,40 nodes,60.52,57.218,3.3019999999999996,5.770911251704008,8.06,0.060000000000000026
latency,2023,2,fadf82,Diem,hypercube,GAFAM,40 nodes,71.35,57.218,14.13199999999999,24.698521444300727,7.98,-0.01999999999999999
latency,2023,1,fadf82,Diem,hypercube,GAFAM,40 nodes,57.05,57.218,-0.16800000000000637,-0.2936138977245034,7.9,-0.09999999999999999
latency,2023,9,fadf82,Diem,hypercube,GAFAM,40 nodes,46.86,57.218,-10.358000000000004,-18.10269495613269,8.18,0.18
latency,2023,7,fadf82,Diem,hypercube,GAFAM,40 nodes,50.96,57.218,-6.258000000000003,-10.937117690237342,8.1,0.10000000000000003
latency,2023,4,fadf82,Diem,hypercube,GAFAM,40 nodes,56.88,57.218,-0.33800000000000097,-0.5907231989933255,8.02,0.01999999999999999
latency,2023,8,fadf82,Diem,hypercube,GAFAM,40 nodes,41.59,57.218,-15.628,-27.31308329546646,8.14,0.14
latency,2023,5,6590e9,Diem,hypercube,VISA,40 nodes,152.39,154.58888888888887,-2.198888888888888,-1.4224106950334214,8.0,0.0
