metric,dataset,run,hash,blockchain,mode,workload,network_size,metric_value,configuration_mean,absolute_deviation,relative_deviation,plot_x,plot_offset
tps,2023,2,686f1e,Ethereum,hypercube,Gaming,40 nodes,0.9,0.9461538461538462,-0.04615384615384621,-4.878048780487811,13.91,-0.08999999999999998
tps,2023,1,744522,Ethereum,hypercube,GAFAM,40 nodes,7.5,7.5307692307692315,-0.030769230769231548,-0.408580183861093,13.85,-0.15
tps,2023,2,744522,Ethereum,hypercube,GAFAM,40 nodes,6.0,7.5307692307692315,-1.5307692307692315,-20.326864147088873,13.91,-0.08999999999999998
tps,2023,1,82237c,Ethereum,hypercube,DDoS,40 nodes,10.7,10.884615384615385,-0.18461538461538574,-1.6961130742049573,13.82,-0.18
tps,2023,2,82237c,Ethereum,hypercube,DDoS,40 nodes,13.9,10.884615384615385,3.0153846153846153,27.703180212014136,13.91,-0.08999999999999998
tps,2023,2,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,7.3,7.5307692307692315,-0.23076923076923173,-3.0643513789581327,13.94,-0.06
tps,2023,8,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,6.9,7.5307692307692315,-0.6307692307692312,-8.375893769152201,14.12,0.12
tps,2023,5,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,8.4,7.5307692307692315,0.8692307692307688,11.54239019407558,14.03,0.03
tps,2023,1,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,8.5,7.5307692307692315,0.9692307692307685,12.870275791624096,13.88,-0.12
tps,2023,6,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,6.7,7.5307692307692315,-0.8307692307692314,-11.031664964249241,14.06,0.06
tps,2023,7,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,7.5,7.5307692307692315,-0.030769230769231548,-0.408580183861093,14.09,0.08999999999999997
tps,2023,10,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,8.1,7.5307692307692315,0.5692307692307681,7.558733401430015,14.18,0.18000000000000005
tps,2023,4,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,8.4,7.5307692307692315,0.8692307692307688,11.54239019407558,14.0,2.7755575615628914e-17
tps,2023,3,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,7.2,7.5307692307692315,-0.33076923076923137,-4.392236976506647,13.97,-0.03
tps,2023,9,fbc8e5,Ethereum,hypercube,GAFAM,40 nodes,7.2,7.5307692307692315,-0.33076923076923137,-4.392236976506647,14.15,0.15000000000000002
tps,2023,2,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,11.6,10.884615384615385,0.7153846153846146,6.572438162544162,13.94,-0.06
tps,2023,8,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,10.9,10.884615384615385,0.01538461538461533,0.1413427561837451,14.12,0.12
tps,2023,5,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,8.4,10.884615384615385,-2.4846153846153847,-22.82685512367491,14.03,0.03
tps,2023,1,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,10.2,10.884615384615385,-0.6846153846153857,-6.289752650176688,13.85,-0.15
tps,2023,6,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,8.7,10.884615384615385,-2.1846153846153857,-20.07067137809188,14.06,0.06
tps,2023,7,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,9.1,10.884615384615385,-1.7846153846153854,-16.395759717314494,14.09,0.08999999999999997
tps,2023,10,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,11.4,10.884615384615385,0.5153846153846153,4.734982332155476,14.18,0.18000000000000005
tps,2023,4,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,13.0,10.884615384615385,2.115384615384615,19.434628975265014,14.0,2.7755575615628914e-17
tps,2023,3,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,13.8,10.884615384615385,2.9153846153846157,26.784452296819786,13.97,-0.03
tps,2023,9,9b3a4e,Ethereum,hypercube,DDoS,40 nodes,9.3,10.884615384615385,-1.5846153846153843,-14.558303886925792,14.15,0.15000000000000002
tps,2023,2,ad59f6,Ethereum,hypercube,VISA,40 nodes,9.6,9.015384615384615,0.5846153846153843,6.484641638225253,13.94,-0.06
tps,2023,8,ad59f6,Ethereum,hypercube,VISA,40 nodes,9.8,9.015384615384615,0.7846153846153854,8.703071672354957,14.12,0.12
tps,2023,5,ad59f6,Ethereum,hypercube,VISA,40 nodes,9.0,9.015384615384615,-0.01538461538461533,-0.17064846416382193,14.03,0.03
tps,2023,1,ad59f6,Ethereum,hypercube,VISA,40 nodes,8.9,9.015384615384615,-0.11538461538461497,-1.2798634812286644,13.85,-0.15
tps,2023,6,ad59f6,Ethereum,hypercube,VISA,40 nodes,8.8,9.015384615384615,-0.21538461538461462,-2.389078498293507,14.06,0.06
tps,2023,7,ad59f6,Ethereum,hypercube,VISA,40 nodes,8.4,9.015384615384615,-0.615384615384615,-6.825938566552897,14.09,0.08999999999999997
tps,2023,10,ad59f6,Ethereum,hypercube,VISA,40 nodes,8.9,9.015384615384615,-0.11538461538461497,-1.2798634812286644,14.18,0.18000000000000005
tps,2023,4,ad59f6,Ethereum,hypercube,VISA,40 nodes,9.6,9.015384615384615,0.5846153846153843,6.484641638225253,14.0,2.7755575615628914e-17
tps,2023,3,ad59f6,Ethereum,hypercube,VISA,40 nodes,9.1,9.015384615384615,0.08461538461538431,0.9385665529010205,13.97,-0.03
tps,2023,9,ad59f6,Ethereum,hypercube,VISA,40 nodes,8.8,9.015384615384615,-0.21538461538461462,-2.389078498293507,14.15,0.15000000000000002
tps,2023,2,d46ae2,Ethereum,hypercube,FIFA,40 nodes,2.4,3.161538461538462,-0.7615384615384619,-24.08759124087592,13.94,-0.06
tps,2023,8,d46ae2,Ethereum,hypercube,FIFA,40 nodes,3.0,3.161538461538462,-0.16153846153846185,-5.1094890510949,14.12,0.12
tps,2023,5,d46ae2,Ethereum,hypercube,FIFA,40 nodes,4.1,3.161538461538462,0.9384615384615378,29.68369829683696,14.03,0.03
tps,2023,1,d46ae2,Ethereum,hypercube,FIFA,40 nodes,2.3,3.161538461538462,-0.861538461538462,-27.250608272506096,13.88,-0.12
tps,2023,6,d46ae2,Ethereum,hypercube,FIFA,40 nodes,2.0,3.161538461538462,-1.1615384615384619,-36.7396593673966,14.06,0.06
tps,2023,7,d46ae2,Ethereum,hypercube,FIFA,40 nodes,1.1,3.161538461538462,-2.0615384615384618,-65.20681265206814,14.09,0.08999999999999997
tps,2023,10,d46ae2,Ethereum,hypercube,FIFA,40 nodes,2.5,3.161538461538462,-0.6615384615384619,-20.92457420924575,14.18,0.18000000000000005
tps,2023,4,d46ae2,Ethereum,hypercube,FIFA,40 nodes,4.1,3.161538461538462,0.9384615384615378,29.68369829683696,14.0,2.7755575615628914e-17
tps,2023,3,d46ae2,Ethereum,hypercube,FIFA,40 nodes,3.9,3.161538461538462,0.7384615384615381,23.357664233576628,13.97,-0.03
tps,2023,9,d46ae2,Ethereum,hypercube,FIFA,40 nodes,3.6,3.161538461538462,0.43846153846153824,13.868613138686124,14.15,0.15000000000000002
tps,2023,2,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,0.9,0.9461538461538462,-0.04615384615384621,-4.878048780487811,13.94,-0.06
tps,2023,8,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,0.8,0.9461538461538462,-0.1461538461538462,-15.447154471544717,14.12,0.12
tps,2023,5,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,0.9,0.9461538461538462,-0.04615384615384621,-4.878048780487811,14.03,0.03
tps,2023,1,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,0.7,0.9461538461538462,-0.24615384615384628,-26.016260162601636,13.88,-0.12
tps,2023,6,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,0.9,0.9461538461538462,-0.04615384615384621,-4.878048780487811,14.06,0.06
tps,2023,7,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,0.8,0.9461538461538462,-0.1461538461538462,-15.447154471544717,14.09,0.08999999999999997
tps,2023,10,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,1.0,0.9461538461538462,0.053846153846153766,5.691056910569096,14.18,0.18000000000000005
tps,2023,4,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,0.7,0.9461538461538462,-0.24615384615384628,-26.016260162601636,14.0,2.7755575615628914e-17
tps,2023,3,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,1.0,0.9461538461538462,0.053846153846153766,5.691056910569096,13.97,-0.03
tps,2023,9,d7b2c3,Ethereum,hypercube,Gaming,40 nodes,0.9,0.9461538461538462,-0.04615384615384621,-4.878048780487811,14.15,0.15000000000000002
tps,2023,2,f59c23,Ethereum,hypercube,PayPal,40 nodes,8.0,8.107692307692307,-0.10769230769230731,-1.328273244781779,13.91,-0.08999999999999998
tps,2023,8,f59c23,Ethereum,hypercube,PayPal,40 nodes,7.9,8.107692307692307,-0.20769230769230695,-2.5616698292220024,14.12,0.12
tps,2023,5,f59c23,Ethereum,hypercube,PayPal,40 nodes,8.1,8.107692307692307,-0.007692307692307665,-0.09487666034155565,14.03,0.03
tps,2023,1,f59c23,Ethereum,hypercube,PayPal,40 nodes,8.1,8.107692307692307,-0.007692307692307665,-0.09487666034155565,13.85,-0.15
tps,2023,6,f59c23,Ethereum,hypercube,PayPal,40 nodes,8.8,8.107692307692307,0.6923076923076934,8.538899430740052,14.06,0.06
tps,2023,7,f59c23,Ethereum,hypercube,PayPal,40 nodes,8.1,8.107692307692307,-0.007692307692307665,-0.09487666034155565,14.09,0.08999999999999997
tps,2023,10,f59c23,Ethereum,hypercube,PayPal,40 nodes,8.1,8.107692307692307,-0.007692307692307665,-0.09487666034155565,14.18,0.18000000000000005
tps,2023,4,f59c23,Ethereum,hypercube,PayPal,40 nodes,8.0,8.107692307692307,-0.10769230769230731,-1.328273244781779,14.0,2.7755575615628914e-17
tps,2023,3,f59c23,Ethereum,hypercube,PayPal,40 nodes,8.0,8.107692307692307,-0.10769230769230731,-1.328273244781779,13.97,-0.03
tps,2023,9,f59c23,Ethereum,hypercube,PayPal,40 nodes,7.9,8.107692307692307,-0.20769230769230695,-2.5616698292220024,14.15,0.15000000000000002
tps,2023,1,db0ea7,Ethereum,scale-free,DDoS,40 nodes,19.7,15.623076923076923,4.076923076923077,26.095519448547513,14.88,-0.12
tps,2023,1,b22eda,Ethereum,scale-free,FIFA,40 nodes,6.0,3.930769230769231,2.069230769230769,52.64187866927592,14.85,-0.15
tps,2023,1,36bd95,Ethereum,scale-free,Gaming,40 nodes,0.6,1.0153846153846153,-0.41538461538461535,-40.90909090909091,14.82,-0.18
tps,2023,1,8563ba,Ethereum,scale-free,GAFAM,40 nodes,9.2,10.592307692307692,-1.3923076923076927,-13.1445170660857,14.85,-0.15
tps,2023,1,1cf374,Ethereum,scale-free,VISA,40 nodes,12.7,11.123076923076923,1.5769230769230766,14.177040110650069,14.82,-0.18
tps,2023,1,d6b6f0,Ethereum,scale-free,PayPal,40 nodes,8.6,8.561538461538461,0.038461538461538325,0.44923629829290046,14.88,-0.12
tps,2023,1,006ec2,Ethereum,scale-free,DDoS,40 nodes,14.9,15.623076923076923,-0.7230769230769223,-4.628261939931064,14.82,-0.18
tps,2023,2,006ec2,Ethereum,scale-free,DDoS,40 nodes,15.1,15.623076923076923,-0.523076923076923,-3.3481043820777936,14.91,-0.08999999999999998
tps,2023,1,3ba8c0,Ethereum,scale-free,FIFA,40 nodes,3.6,3.930769230769231,-0.3307692307692309,-8.414872798434446,14.82,-0.18
tps,2023,2,3ba8c0,Ethereum,scale-free,FIFA,40 nodes,3.5,3.930769230769231,-0.430769230769231,-10.958904109589046,14.91,-0.08999999999999998
tps,2023,1,9994c5,Ethereum,scale-free,Gaming,40 nodes,1.0,1.0153846153846153,-0.01538461538461533,-1.5151515151515098,14.85,-0.15
tps,2023,2,9994c5,Ethereum,scale-free,Gaming,40 nodes,0.6,1.0153846153846153,-0.41538461538461535,-40.90909090909091,14.91,-0.08999999999999998
tps,2023,1,c2b03a,Ethereum,scale-free,GAFAM,40 nodes,10.2,10.592307692307692,-0.3923076923076927,-3.7037037037037073,14.88,-0.12
tps,2023,2,c2b03a,Ethereum,scale-free,GAFAM,40 nodes,7.9,10.592307692307692,-2.6923076923076916,-25.417574437182274,14.94,-0.06
tps,2023,1,7c647d,Ethereum,scale-free,VISA,40 nodes,9.9,11.123076923076923,-1.2230769230769223,-10.995850622406634,14.88,-0.12
tps,2023,2,7c647d,Ethereum,scale-free,VISA,40 nodes,10.3,11.123076923076923,-0.8230769230769219,-7.399723374827099,14.94,-0.06
tps,2023,1,9b73db,Ethereum,scale-free,PayPal,40 nodes,8.1,8.561538461538461,-0.4615384615384617,-5.390835579514826,14.82,-0.18
tps,2023,2,9b73db,Ethereum,scale-free,PayPal,40 nodes,8.6,8.561538461538461,0.038461538461538325,0.44923629829290046,14.91,-0.08999999999999998
tps,2023,8,7de464,Ethereum,scale-free,DDoS,40 nodes,11.7,15.623076923076923,-3.9230769230769234,-25.11078286558346,15.12,0.12
tps,2023,3,7de464,Ethereum,scale-free,DDoS,40 nodes,15.3,15.623076923076923,-0.32307692307692193,-2.0679468242245127,14.97,-0.03
tps,2023,1,7de464,Ethereum,scale-free,DDoS,40 nodes,13.5,15.623076923076923,-2.1230769230769226,-13.589364844903987,14.85,-0.15
tps,2023,5,7de464,Ethereum,scale-free,DDoS,40 nodes,16.3,15.623076923076923,0.6769230769230781,4.332840965041859,15.03,0.03
tps,2023,7,7de464,Ethereum,scale-free,DDoS,40 nodes,20.5,15.623076923076923,4.876923076923077,31.216149679960616,15.09,0.08999999999999997
tps,2023,2,7de464,Ethereum,scale-free,DDoS,40 nodes,14.0,15.623076923076923,-1.6230769230769226,-10.3889709502708,14.94,-0.06
tps,2023,4,7de464,Ethereum,scale-free,DDoS,40 nodes,15.8,15.623076923076923,0.17692307692307807,1.132447070408673,15.0,2.7755575615628914e-17
tps,2023,10,7de464,Ethereum,scale-free,DDoS,40 nodes,14.4,15.623076923076923,-1.2230769230769223,-7.82865583456425,15.18,0.18000000000000005
tps,2023,6,7de464,Ethereum,scale-free,DDoS,40 nodes,13.3,15.623076923076923,-2.323076923076922,-14.869522402757257,15.06,0.06
tps,2023,9,7de464,Ethereum,scale-free,DDoS,40 nodes,18.6,15.623076923076923,2.976923076923079,19.054652880354517,15.15,0.15000000000000002
tps,2023,8,05e886,Ethereum,scale-free,GAFAM,40 nodes,11.8,10.592307692307692,1.2076923076923087,11.40159767610749,15.12,0.12
tps,2023,3,05e886,Ethereum,scale-free,GAFAM,40 nodes,10.6,10.592307692307692,0.007692307692307665,0.07262164124909197,14.97,-0.03
tps,2023,1,05e886,Ethereum,scale-free,GAFAM,40 nodes,11.8,10.592307692307692,1.2076923076923087,11.40159767610749,14.82,-0.18
tps,2023,5,05e886,Ethereum,scale-free,GAFAM,40 nodes,10.0,10.592307692307692,-0.592307692307692,-5.591866376180099,15.03,0.03
tps,2023,7,05e886,Ethereum,scale-free,GAFAM,40 nodes,8.7,10.592307692307692,-1.8923076923076927,-17.864923747276695,15.09,0.08999999999999997
tps,2023,2,05e886,Ethereum,scale-free,GAFAM,40 nodes,11.4,10.592307692307692,0.8076923076923084,7.62527233115469,14.91,-0.08999999999999998
tps,2023,4,05e886,Ethereum,scale-free,GAFAM,40 nodes,10.6,10.592307692307692,0.007692307692307665,0.07262164124909197,15.0,2.7755575615628914e-17
tps,2023,10,05e886,Ethereum,scale-free,GAFAM,40 nodes,12.3,10.592307692307692,1.7076923076923087,16.122004357298486,15.18,0.18000000000000005
tps,2023,6,05e886,Ethereum,scale-free,GAFAM,40 nodes,7.3,10.592307692307692,-3.292307692307692,-31.082062454611474,15.06,0.06
tps,2023,9,05e886,Ethereum,scale-free,GAFAM,40 nodes,15.9,10.592307692307692,5.307692307692308,50.10893246187364,15.15,0.15000000000000002
tps,2023,8,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,1.0,1.0153846153846153,-0.01538461538461533,-1.5151515151515098,15.12,0.12
tps,2023,3,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,0.9,1.0153846153846153,-0.11538461538461531,-11.363636363636358,14.97,-0.03
tps,2023,1,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,1.1,1.0153846153846153,0.08461538461538476,8.333333333333348,14.88,-0.12
tps,2023,5,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,1.2,1.0153846153846153,0.18461538461538463,18.181818181818183,15.03,0.03
tps,2023,7,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,1.2,1.0153846153846153,0.18461538461538463,18.181818181818183,15.09,0.08999999999999997
tps,2023,2,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,1.0,1.0153846153846153,-0.01538461538461533,-1.5151515151515098,14.94,-0.06
tps,2023,4,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,0.9,1.0153846153846153,-0.11538461538461531,-11.363636363636358,15.0,2.7755575615628914e-17
tps,2023,10,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,1.2,1.0153846153846153,0.18461538461538463,18.181818181818183,15.18,0.18000000000000005
tps,2023,6,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,1.1,1.0153846153846153,0.08461538461538476,8.333333333333348,15.06,0.06
tps,2023,9,f8e3e3,Ethereum,scale-free,Gaming,40 nodes,1.4,1.0153846153846153,0.3846153846153846,37.87878787878788,15.15,0.15000000000000002
tps,2023,8,5b0dac,Ethereum,scale-free,VISA,40 nodes,11.7,11.123076923076923,0.5769230769230766,5.186721991701242,15.12,0.12
tps,2023,3,5b0dac,Ethereum,scale-free,VISA,40 nodes,11.4,11.123076923076923,0.2769230769230777,2.4896265560166047,14.97,-0.03
tps,2023,1,5b0dac,Ethereum,scale-free,VISA,40 nodes,10.6,11.123076923076923,-0.523076923076923,-4.702627939142461,14.85,-0.15
tps,2023,5,5b0dac,Ethereum,scale-free,VISA,40 nodes,12.2,11.123076923076923,1.0769230769230766,9.681881051175655,15.03,0.03
tps,2023,7,5b0dac,Ethereum,scale-free,VISA,40 nodes,9.5,11.123076923076923,-1.6230769230769226,-14.591977869986165,15.09,0.08999999999999997
tps,2023,2,5b0dac,Ethereum,scale-free,VISA,40 nodes,12.0,11.123076923076923,0.8769230769230774,7.883817427385896,14.91,-0.08999999999999998
tps,2023,4,5b0dac,Ethereum,scale-free,VISA,40 nodes,11.2,11.123076923076923,0.07692307692307665,0.6915629322268302,15.0,2.7755575615628914e-17
tps,2023,10,5b0dac,Ethereum,scale-free,VISA,40 nodes,10.6,11.123076923076923,-0.523076923076923,-4.702627939142461,15.18,0.18000000000000005
tps,2023,6,5b0dac,Ethereum,scale-free,VISA,40 nodes,11.1,11.123076923076923,-0.023076923076922995,-0.20746887966804906,15.06,0.06
tps,2023,9,5b0dac,Ethereum,scale-free,VISA,40 nodes,11.4,11.123076923076923,0.2769230769230777,2.4896265560166047,15.15,0.15000000000000002
tps,2023,8,acb4aa,Ethereum,scale-free,PayPal,40 nodes,8.9,8.561538461538461,0.33846153846153904,3.953279424977545,15.12,0.12
tps,2023,3,acb4aa,Ethereum,scale-free,PayPal,40 nodes,8.7,8.561538461538461,0.13846153846153797,1.6172506738544417,14.97,-0.03
tps,2023,1,acb4aa,Ethereum,scale-free,PayPal,40 nodes,8.9,8.561538461538461,0.33846153846153904,3.953279424977545,14.85,-0.15
tps,2023,5,acb4aa,Ethereum,scale-free,PayPal,40 nodes,8.4,8.561538461538461,-0.16153846153846096,-1.886792452830182,15.03,0.03
tps,2023,7,acb4aa,Ethereum,scale-free,PayPal,40 nodes,8.7,8.561538461538461,0.13846153846153797,1.6172506738544417,15.09,0.08999999999999997
tps,2023,2,acb4aa,Ethereum,scale-free,PayPal,40 nodes,8.0,8.561538461538461,-0.5615384615384613,-6.558849955076368,14.94,-0.06
tps,2023,4,acb4aa,Ethereum,scale-free,PayPal,40 nodes,8.4,8.561538461538461,-0.16153846153846096,-1.886792452830182,15.0,2.7755575615628914e-17
tps,2023,10,acb4aa,Ethereum,scale-free,PayPal,40 nodes,8.8,8.561538461538461,0.2384615384615394,2.7852650494160036,15.18,0.18000000000000005
tps,2023,6,acb4aa,Ethereum,scale-free,PayPal,40 nodes,8.2,8.561538461538461,-0.36153846153846203,-4.222821203953285,15.06,0.06
tps,2023,9,acb4aa,Ethereum,scale-free,PayPal,40 nodes,9.0,8.561538461538461,0.4384615384615387,5.121293800539086,15.15,0.15000000000000002
tps,2023,8,c384b5,Ethereum,scale-free,FIFA,40 nodes,3.1,3.930769230769231,-0.8307692307692309,-21.13502935420744,15.12,0.12
tps,2023,3,c384b5,Ethereum,scale-free,FIFA,40 nodes,3.0,3.930769230769231,-0.930769230769231,-23.679060665362037,14.97,-0.03
tps,2023,1,c384b5,Ethereum,scale-free,FIFA,40 nodes,4.6,3.930769230769231,0.6692307692307686,17.02544031311153,14.88,-0.12
tps,2023,5,c384b5,Ethereum,scale-free,FIFA,40 nodes,5.4,3.930769230769231,1.4692307692307693,37.37769080234834,15.03,0.03
tps,2023,7,c384b5,Ethereum,scale-free,FIFA,40 nodes,2.1,3.930769230769231,-1.830769230769231,-46.57534246575343,15.09,0.08999999999999997
tps,2023,2,c384b5,Ethereum,scale-free,FIFA,40 nodes,5.3,3.930769230769231,1.3692307692307688,34.83365949119372,14.94,-0.06
tps,2023,4,c384b5,Ethereum,scale-free,FIFA,40 nodes,2.4,3.930769230769231,-1.530769230769231,-38.94324853228964,15.0,2.7755575615628914e-17
tps,2023,10,c384b5,Ethereum,scale-free,FIFA,40 nodes,5.4,3.930769230769231,1.4692307692307693,37.37769080234834,15.18,0.18000000000000005
tps,2023,6,c384b5,Ethereum,scale-free,FIFA,40 nodes,2.7,3.930769230769231,-1.2307692307692308,-31.31115459882583,15.06,0.06
tps,2023,9,c384b5,Ethereum,scale-free,FIFA,40 nodes,4.0,3.930769230769231,0.06923076923076898,1.7612524461839467,15.15,0.15000000000000002
tps,2023,1,07611f,Ethereum,torus,GAFAM,40 nodes,9.7,8.223076923076924,1.4769230769230752,17.96071094480821,15.82,-0.18
tps,2023,2,07611f,Ethereum,torus,GAFAM,40 nodes,8.2,8.223076923076924,-0.02307692307692477,-0.2806361085126492,15.91,-0.08999999999999998
tps,2023,1,54c98b,Ethereum,torus,DDoS,40 nodes,15.2,11.207692307692307,3.9923076923076923,35.62113932738504,15.82,-0.18
tps,2023,2,54c98b,Ethereum,torus,DDoS,40 nodes,9.0,11.207692307692307,-2.207692307692307,-19.69800960878517,15.91,-0.08999999999999998
tps,2023,1,c06e59,Ethereum,torus,PayPal,40 nodes,8.3,8.238461538461538,0.061538461538463096,0.7469654528478248,15.88,-0.12
tps,2023,2,c06e59,Ethereum,torus,PayPal,40 nodes,8.1,8.238461538461538,-0.13846153846153797,-1.6806722689075573,15.94,-0.06
tps,2023,1,d64792,Ethereum,torus,Gaming,40 nodes,0.8,0.8692307692307693,-0.0692307692307692,-7.964601769911502,15.88,-0.12
tps,2023,2,d64792,Ethereum,torus,Gaming,40 nodes,0.8,0.8692307692307693,-0.0692307692307692,-7.964601769911502,15.94,-0.06
tps,2023,1,cb086d,Ethereum,torus,VISA,40 nodes,8.7,9.215384615384615,-0.5153846153846153,-5.592654424040067,15.88,-0.12
tps,2023,2,cb086d,Ethereum,torus,VISA,40 nodes,9.8,9.215384615384615,0.5846153846153861,6.343906510851435,15.94,-0.06
tps,2023,1,14e16a,Ethereum,torus,FIFA,40 nodes,3.4,4.038461538461538,-0.6384615384615384,-15.809523809523808,15.82,-0.18
tps,2023,2,14e16a,Ethereum,torus,FIFA,40 nodes,4.6,4.038461538461538,0.5615384615384613,13.9047619047619,15.91,-0.08999999999999998
tps,2023,6,524468,Ethereum,torus,VISA,40 nodes,8.8,9.215384615384615,-0.4153846153846139,-4.507512520868098,16.06,0.06
tps,2023,2,524468,Ethereum,torus,VISA,40 nodes,9.4,9.215384615384615,0.18461538461538574,2.0033388981636184,15.91,-0.08999999999999998
tps,2023,5,524468,Ethereum,torus,VISA,40 nodes,9.6,9.215384615384615,0.384615384615385,4.173622704507517,16.03,0.03
tps,2023,3,524468,Ethereum,torus,VISA,40 nodes,9.1,9.215384615384615,-0.11538461538461497,-1.2520868113522494,15.97,-0.03
tps,2023,10,524468,Ethereum,torus,VISA,40 nodes,9.5,9.215384615384615,0.2846153846153854,3.088480801335568,16.18,0.18000000000000005
tps,2023,1,524468,Ethereum,torus,VISA,40 nodes,9.4,9.215384615384615,0.18461538461538574,2.0033388981636184,15.85,-0.15
tps,2023,7,524468,Ethereum,torus,VISA,40 nodes,9.2,9.215384615384615,-0.01538461538461533,-0.16694490818029992,16.09,0.08999999999999997
tps,2023,4,524468,Ethereum,torus,VISA,40 nodes,8.9,9.215384615384615,-0.31538461538461426,-3.4223706176961484,16.0,2.7755575615628914e-17
tps,2023,9,524468,Ethereum,torus,VISA,40 nodes,8.9,9.215384615384615,-0.31538461538461426,-3.4223706176961484,16.15,0.15000000000000002
tps,2023,8,524468,Ethereum,torus,VISA,40 nodes,8.9,9.215384615384615,-0.31538461538461426,-3.4223706176961484,16.12,0.12
tps,2023,6,5d24ec,Ethereum,torus,Gaming,40 nodes,1.1,0.8692307692307693,0.23076923076923084,26.54867256637169,16.06,0.06
tps,2023,2,5d24ec,Ethereum,torus,Gaming,40 nodes,0.9,0.8692307692307693,0.03076923076923077,3.5398230088495577,15.91,-0.08999999999999998
tps,2023,5,5d24ec,Ethereum,torus,Gaming,40 nodes,1.0,0.8692307692307693,0.13076923076923075,15.044247787610617,16.03,0.03
tps,2023,3,5d24ec,Ethereum,torus,Gaming,40 nodes,1.1,0.8692307692307693,0.23076923076923084,26.54867256637169,15.97,-0.03
tps,2023,10,5d24ec,Ethereum,torus,Gaming,40 nodes,0.4,0.8692307692307693,-0.46923076923076923,-53.98230088495575,16.18,0.18000000000000005
tps,2023,1,5d24ec,Ethereum,torus,Gaming,40 nodes,0.6,0.8692307692307693,-0.2692307692307693,-30.973451327433633,15.82,-0.18
tps,2023,7,5d24ec,Ethereum,torus,Gaming,40 nodes,0.8,0.8692307692307693,-0.0692307692307692,-7.964601769911502,16.09,0.08999999999999997
tps,2023,4,5d24ec,Ethereum,torus,Gaming,40 nodes,0.9,0.8692307692307693,0.03076923076923077,3.5398230088495577,16.0,2.7755575615628914e-17
tps,2023,9,5d24ec,Ethereum,torus,Gaming,40 nodes,1.0,0.8692307692307693,0.13076923076923075,15.044247787610617,16.15,0.15000000000000002
tps,2023,8,5d24ec,Ethereum,torus,Gaming,40 nodes,0.8,0.8692307692307693,-0.0692307692307692,-7.964601769911502,16.12,0.12
tps,2023,6,c6b2dc,Ethereum,torus,GAFAM,40 nodes,10.0,8.223076923076924,1.776923076923076,21.60898035547239,16.06,0.06
tps,2023,2,c6b2dc,Ethereum,torus,GAFAM,40 nodes,6.8,8.223076923076924,-1.4230769230769242,-17.30589335827878,15.94,-0.06
tps,2023,5,c6b2dc,Ethereum,torus,GAFAM,40 nodes,7.8,8.223076923076924,-0.42307692307692424,-5.144995322731538,16.03,0.03
tps,2023,3,c6b2dc,Ethereum,torus,GAFAM,40 nodes,8.5,8.223076923076924,0.27692307692307594,3.367633302151531,15.97,-0.03
tps,2023,10,c6b2dc,Ethereum,torus,GAFAM,40 nodes,8.7,8.223076923076924,0.47692307692307523,5.799812909260971,16.18,0.18000000000000005
tps,2023,1,c6b2dc,Ethereum,torus,GAFAM,40 nodes,7.1,8.223076923076924,-1.1230769230769244,-13.657623947614606,15.88,-0.12
tps,2023,7,c6b2dc,Ethereum,torus,GAFAM,40 nodes,7.4,8.223076923076924,-0.8230769230769237,-10.009354536950429,16.09,0.08999999999999997
