scope,factor,level,metric,statistic,aggregation,configuration_count,primary_value,defined_repetitions,median,q025,q975,minimum,maximum
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,delta_min_pct,mean,30,-20.914864119346475,5000,-17.696853343684545,-19.26373375629915,-15.98649349543475,-20.43183339105549,-14.883418880877676
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,delta_min_pct,median,30,-20.005150891446846,5000,-17.605031221926296,-19.503575040417957,-15.787622886754933,-21.044563161661376,-14.084684041972126
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,delta_max_pct,mean,30,20.786023277415687,5000,17.76051956662844,16.118262245392774,19.41751092283554,14.226769808510436,20.756314752712466
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,delta_max_pct,median,30,21.453118143071897,5000,17.777296423757292,15.442995646861746,19.905590426143842,13.079542144554665,22.174830563713854
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,range_abs,mean,30,8.200070672992027,5000,7.001351086453699,6.411851645864732,7.529900169992068,5.91251048312405,7.862227776803213
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,range_abs,median,30,8.21876351751936,5000,7.094423688971163,6.28977574788649,8.157407155606837,5.574482620988647,8.257620110793237
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,wcd_abs,mean,30,4.690726429611915,5000,4.006204629174709,3.640754326816382,4.338115556871527,3.3255630146840667,4.574253871813731
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,wcd_abs,median,30,4.60833393358638,5000,4.058515258143826,3.564922444912556,4.469105876984745,3.135885216683869,4.85527872383242
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,wcd_pct,mean,30,23.59855067719386,5000,20.186782404599874,18.420752147257502,21.8119210345959,16.8175717901916,23.237165030574157
legacy_three_workloads,blockchain,Quorum,energy_positive_commit,wcd_pct,median,30,23.255472282766952,5000,20.265580358193752,18.268271785369134,22.369980591070025,16.739325921006817,24.29758883463286
legacy_three_workloads,blockchain,Solana,energy_positive_commit,mean,mean,30,19.472251308658127,5000,19.33721076719803,18.80191586759708,19.78701114155793,18.23572609936395,20.059480590985707
legacy_three_workloads,blockchain,Solana,energy_positive_commit,mean,median,30,21.7443968646314,5000,21.4538651529939,20.25795329499859,22.193991892752326,18.014101027186157,22.64131195472553
legacy_three_workloads,blockchain,Solana,energy_positive_commit,iqr_pct,mean,30,13.848935399016755,5000,12.561478442028996,10.619810021394242,14.816044468501207,9.432665390729802,16.972386517884036
legacy_three_workloads,blockchain,Solana,energy_positive_commit,iqr_pct,median,30,14.485402986220766,5000,12.69413562712669,9.868723764589546,15.391426497539673,7.459116637335969,17.525941231725852
legacy_three_workloads,blockchain,Solana,energy_positive_commit,sample_std_pct,mean,30,12.10133733163273,5000,12.462532099695238,11.110031543460162,13.739919795890108,10.131292850348933,14.899592479090487
legacy_three_workloads,blockchain,Solana,energy_positive_commit,sample_std_pct,median,30,13.369531653537997,5000,12.393028780993168,10.540293696222768,14.896150481188469,8.867582903319862,16.12194555240986
legacy_three_workloads,blockchain,Solana,energy_positive_commit,delta_min_pct,mean,30,-17.408344259339366,5000,-15.577552473720509,-17.82905694170147,-13.387882604701014,-20.62477635784925,-11.3210318977668
legacy_three_workloads,blockchain,Solana,energy_positive_commit,delta_min_pct,median,30,-18.66830223767981,5000,-15.313122927663363,-18.764160491584704,-11.848644504404973,-22.54547323877095,-9.826386738968734
legacy_three_workloads,blockchain,Solana,energy_positive_commit,delta_max_pct,mean,30,16.862080250857964,5000,15.105232833296638,13.132653430238582,17.248724743975718,11.96733521810029,19.282042334901245
legacy_three_workloads,blockchain,Solana,energy_positive_commit,delta_max_pct,median,30,18.15123029117597,5000,15.066021268974886,12.030365343144554,18.49911826942713,9.883004641212946,22.207716222895556
legacy_three_workloads,blockchain,Solana,energy_positive_commit,range_abs,mean,30,6.262217458416586,5000,5.561262159081441,4.898035432234035,6.312126266155553,4.343344482400764,7.110858986580274
legacy_three_workloads,blockchain,Solana,energy_positive_commit,range_abs,median,30,6.847946290588864,5000,6.02017786743043,4.7277725594762945,6.714721244190212,4.291517186458666,7.1977677494860615
legacy_three_workloads,blockchain,Solana,energy_positive_commit,wcd_abs,mean,30,3.6749724823464978,5000,3.291919117289945,2.874697610079505,3.749431401838775,2.4859753209056774,4.243296979146491
legacy_three_workloads,blockchain,Solana,energy_positive_commit,wcd_abs,median,30,4.0756775864956865,5000,3.540537643615769,2.797211070969617,4.030240398241604,2.3933461959620317,4.487881290343839
legacy_three_workloads,blockchain,Solana,energy_positive_commit,wcd_pct,mean,30,20.20915201129473,5000,18.19664222929534,15.894372266162447,20.689387152818597,13.840214876378628,23.089126474421168
legacy_three_workloads,blockchain,Solana,energy_positive_commit,wcd_pct,median,30,22.854927290277484,5000,19.31881604724243,15.409459221042686,23.199110260706593,11.587405249353392,25.515108270007403
legacy_three_workloads,mode,fat-tree,energy_positive_commit,mean,mean,30,19.922282602848465,5000,19.90925735081779,19.577174339117295,20.17438306951394,19.278532535560522,20.351384077605193
legacy_three_workloads,mode,fat-tree,energy_positive_commit,mean,median,30,21.79835938637264,5000,21.809326271930807,21.350890126110784,22.242650153850473,20.71355370045515,22.696432303820938
legacy_three_workloads,mode,fat-tree,energy_positive_commit,iqr_pct,mean,30,17.648559636316726,5000,16.560610114941298,14.579933833771006,18.473084639372484,13.315719614625566,19.90151000303787
legacy_three_workloads,mode,fat-tree,energy_positive_commit,iqr_pct,median,30,18.09430628837323,5000,15.889003783702911,13.039626940540758,18.22057588025613,10.708981796683497,19.84204842747501
legacy_three_workloads,mode,fat-tree,energy_positive_commit,sample_std_pct,mean,30,13.93388656237266,5000,13.955140278663649,12.728719833035282,15.005832806352487,11.79632893147176,15.589815925331852
