blockchain,mode,workload,network_size,metric,eligible_observations,eligible_hash_batches,hash_batches_with_at_least_two_eligible_executions,total_sum_of_squares,within_hash_sum_of_squares,between_hash_sum_of_squares,decomposition_identity_error,between_hash_fraction,decomposition_available,strict_sensitivity
Diem,torus,FIFA,10 nodes,TPS,13,3,2,1906.2476923076927,1038.5660000000003,867.6816923076923,1.1368683772161603e-13,0.45517783224554714,True,True
Diem,torus,FIFA,40 nodes,TPS,9,3,1,79.32222222222224,36.48857142857143,42.8336507936508,7.105427357601002e-15,0.5399955976227162,True,False
Diem,torus,GAFAM,10 nodes,TPS,13,3,2,890.0999999999999,192.8240000000001,697.276000000001,1.1368683772161603e-12,0.7833681608808011,True,True
Diem,torus,GAFAM,40 nodes,TPS,13,4,2,501.6630769230771,439.605,62.05807692307732,2.5579538487363607e-13,0.12370469300572633,True,True
Diem,torus,Gaming,10 nodes,TPS,12,3,2,92747.33999999998,82064.62888888888,10682.71111111111,9.094947017729282e-12,0.11518078158479922,True,True
Diem,torus,Gaming,40 nodes,TPS,11,4,3,19382.12727272727,1900.2749999999996,17481.852272727265,7.275957614183426e-12,0.9019573562147692,True,True
Diem,torus,PayPal,10 nodes,TPS,12,3,1,1.3966666666666776,1.1409999999999993,0.25566666666667054,7.716050021144838e-15,0.18305489260143332,True,False
Diem,torus,PayPal,40 nodes,TPS,12,4,3,17061.116666666665,15933.999285714284,1127.1173809523823,1.5916157281026244e-12,0.06606351758642502,True,True
Diem,torus,VISA,10 nodes,TPS,13,3,2,7691.792307692306,4303.723999999997,3388.0683076923124,3.637978807091713e-12,0.4404783920522682,True,True
Diem,torus,VISA,40 nodes,TPS,13,4,2,20236.167692307696,1290.0405555555556,18946.127136752137,3.637978807091713e-12,0.9362507479098457,True,True
Ethereum,fat-tree,DDoS,10 nodes,TPS,13,3,2,256.143076923077,114.30500000000002,141.8380769230769,8.526512829121202e-14,0.5537455028139319,True,True
Ethereum,fat-tree,DDoS,40 nodes,TPS,13,3,2,36.0676923076923,30.489000000000004,5.578692307692311,1.7763568394002505e-14,0.15467283739976126,True,True
Ethereum,fat-tree,FIFA,10 nodes,TPS,14,4,2,23.380000000000003,22.041,1.339,2.220446049250313e-15,0.057271171941830616,True,True
Ethereum,fat-tree,FIFA,40 nodes,TPS,13,3,2,21.90923076923077,19.601,2.3082307692307666,4.884981308350689e-15,0.10535425883013821,True,True
Ethereum,fat-tree,GAFAM,10 nodes,TPS,13,3,2,131.5169230769231,36.800000000000004,94.71692307692308,0.0,0.7201881009755983,True,True
Ethereum,fat-tree,GAFAM,40 nodes,TPS,13,3,2,13.552307692307695,8.201,5.351307692307695,8.881784197001252e-16,0.39486320808264286,True,True
Ethereum,fat-tree,Gaming,10 nodes,TPS,13,3,2,0.8369230769230768,0.7699999999999999,0.0669230769230769,4.163336342344337e-17,0.07996323529411764,True,True
Ethereum,fat-tree,Gaming,40 nodes,TPS,13,3,2,0.0907692307692308,0.08500000000000003,0.005769230769230754,8.673617379884035e-18,0.06355932203389812,True,True
Ethereum,fat-tree,PayPal,10 nodes,TPS,14,4,2,88.10357142857143,13.268999999999998,74.83457142857145,2.842170943040401e-14,0.8493931655113708,True,True
Ethereum,fat-tree,PayPal,40 nodes,TPS,13,3,2,0.3230769230769237,0.24900000000000058,0.07407692307692361,4.85722573273506e-16,0.22928571428571548,True,True
Ethereum,fat-tree,VISA,10 nodes,TPS,13,3,2,73.49230769230769,16.181000000000004,57.3113076923077,1.4210854715202004e-14,0.7798272974670296,True,True
Ethereum,fat-tree,VISA,40 nodes,TPS,13,3,2,2.4123076923076927,2.024,0.38830769230768825,4.440892098500626e-15,0.16096938775510033,True,True
Ethereum,full mesh,DDoS,10 nodes,TPS,11,2,1,139.46181818181816,139.405,0.056818181818181816,2.3252233471993122e-14,0.0004074103045473509,True,False
Ethereum,full mesh,DDoS,40 nodes,TPS,13,3,2,50.03230769230769,48.689,1.3433076923076888,8.881784197001252e-16,0.026848805387288146,True,True
Ethereum,full mesh,FIFA,10 nodes,TPS,13,4,2,15.867692307692307,9.5,6.367692307692309,1.7763568394002505e-15,0.4012992049641265,True,True
Ethereum,full mesh,FIFA,40 nodes,TPS,13,3,2,11.236923076923077,5.864000000000002,5.372923076923074,8.881784197001252e-16,0.47814895947426045,True,True
Ethereum,full mesh,GAFAM,10 nodes,TPS,13,3,2,15.356923076923078,9.783999999999997,5.5729230769230815,8.881784197001252e-16,0.3628932077739935,True,True
Ethereum,full mesh,GAFAM,40 nodes,TPS,13,3,2,6.587692307692311,5.669000000000003,0.9186923076923073,8.881784197001252e-16,0.13945586174684713,True,True
Ethereum,full mesh,Gaming,10 nodes,TPS,13,3,2,0.2876923076923077,0.269,0.018692307692307678,3.469446951953614e-18,0.06497326203208552,True,True
Ethereum,full mesh,Gaming,40 nodes,TPS,13,3,2,0.13076923076923078,0.125,0.00576923076923078,3.469446951953614e-18,0.04411764705882361,True,True
Ethereum,full mesh,PayPal,10 nodes,TPS,13,3,2,4.667692307692306,4.513999999999998,0.15369230769230768,7.771561172376096e-16,0.03292682926829269,True,True
Ethereum,full mesh,PayPal,40 nodes,TPS,13,3,2,0.2876923076923075,0.2009999999999996,0.08669230769230811,1.8041124150158794e-16,0.30133689839572353,True,True
Ethereum,full mesh,VISA,10 nodes,TPS,13,3,2,48.51076923076925,46.066,2.4447692307692335,1.2878587085651816e-14,0.0503964226817202,True,True
Ethereum,full mesh,VISA,40 nodes,TPS,13,3,2,0.7523076923076917,0.7289999999999993,0.023307692307692352,1.0408340855860843e-17,0.030981595092024625,True,True
Ethereum,hypercube,DDoS,10 nodes,TPS,13,3,2,156.96307692307693,37.89999999999999,119.0630769230769,2.842170943040401e-14,0.75854194028973,True,True
Ethereum,hypercube,DDoS,40 nodes,TPS,13,3,2,40.13692307692309,35.38400000000001,4.752923076923087,4.440892098500626e-15,0.11841772394495785,True,True
Ethereum,hypercube,FIFA,10 nodes,TPS,12,3,2,18.289166666666667,16.74,1.5491666666666664,1.7763568394002505e-15,0.08470405978038,True,True
Ethereum,hypercube,FIFA,40 nodes,TPS,13,3,2,13.310769230769232,10.179999999999998,3.1307692307692325,1.3322676295501878e-15,0.23520573277854842,True,True
Ethereum,hypercube,GAFAM,10 nodes,TPS,13,3,2,28.552307692307693,21.344,7.208307692307681,1.0658141036401503e-14,0.2524597230454223,True,True
Ethereum,hypercube,GAFAM,40 nodes,TPS,13,3,2,6.927692307692307,5.181,1.746692307692307,4.440892098500626e-16,0.2521319120586275,True,True
Ethereum,hypercube,Gaming,10 nodes,TPS,13,3,2,0.3507692307692309,0.27600000000000013,0.07476923076923075,0.0,0.213157894736842,True,True
Ethereum,hypercube,Gaming,40 nodes,TPS,13,3,2,0.5923076923076922,0.22899999999999998,0.363307692307692,2.220446049250313e-16,0.6133766233766229,True,True
Ethereum,hypercube,PayPal,10 nodes,TPS,14,4,2,41.63428571428571,39.736,1.8982857142857106,2.220446049250313e-15,0.045594290419983446,True,True
Ethereum,hypercube,PayPal,40 nodes,TPS,13,3,2,0.6492307692307703,0.6200000000000009,0.029230769230769022,3.712308238590367e-16,0.04502369668246406,True,True
Ethereum,hypercube,VISA,10 nodes,TPS,13,3,2,24.556923076923088,16.84900000000001,7.7079230769230715,5.329070518200751e-15,0.313879839619095,True,True
Ethereum,hypercube,VISA,40 nodes,TPS,13,3,2,2.116923076923076,1.793999999999999,0.3229230769230762,6.661338147750939e-16,0.15254360465116254,True,True
Ethereum,scale-free,DDoS,10 nodes,TPS,14,4,2,310.77500000000003,170.18599999999998,140.58899999999994,1.1368683772161603e-13,0.4523819483549189,True,True
Ethereum,scale-free,DDoS,40 nodes,TPS,13,3,2,80.08307692307693,61.884000000000015,18.19907692307692,3.552713678800501e-15,0.22725246859031,True,True
Ethereum,scale-free,FIFA,10 nodes,TPS,13,3,2,13.096923076923078,9.861,3.2359230769230782,8.881784197001252e-16,0.24707506167038654,True,True
Ethereum,scale-free,FIFA,40 nodes,TPS,13,3,2,19.987692307692306,15.245,4.742692307692306,8.881784197001252e-16,0.23728063423645315,True,True
Ethereum,scale-free,GAFAM,10 nodes,TPS,13,3,2,76.04923076923079,52.901,23.14823076923076,2.4868995751603507e-14,0.30438481145816454,True,True
Ethereum,scale-free,GAFAM,40 nodes,TPS,13,3,2,58.76923076923078,50.06900000000001,8.700230769230775,3.552713678800501e-15,0.14804057591623043,True,True
Ethereum,scale-free,Gaming,10 nodes,TPS,13,3,2,1.2907692307692307,1.27,0.02076923076923083,1.8041124150158794e-16,0.016090584028605533,True,True
Ethereum,scale-free,Gaming,40 nodes,TPS,13,3,2,0.6369230769230767,0.29999999999999993,0.33692307692307705,2.7755575615628914e-16,0.5289855072463772,True,True
Ethereum,scale-free,PayPal,10 nodes,TPS,13,3,2,36.852307692307704,23.896000000000004,12.95630769230771,1.0658141036401503e-14,0.35157384987893503,True,True
Ethereum,scale-free,PayPal,40 nodes,TPS,13,3,2,1.2307692307692315,1.1250000000000007,0.10576923076923214,1.304512053934559e-15,0.08593750000000107,True,True
Ethereum,scale-free,VISA,10 nodes,TPS,13,3,2,68.52923076923078,35.181,33.348230769230774,7.105427357601002e-15,0.4866278286637931,True,True
Ethereum,scale-free,VISA,40 nodes,TPS,13,3,2,10.263076923076916,5.660999999999999,4.602076923076914,3.552713678800501e-15,0.4484110328286608,True,True
Ethereum,torus,DDoS,10 nodes,TPS,14,4,2,559.2571428571429,378.6410000000001,180.6161428571429,1.1368683772161603e-13,0.32295723919485037,True,True
Ethereum,torus,DDoS,40 nodes,TPS,13,3,2,73.72923076923077,70.624,3.1052307692307606,1.1546319456101628e-14,0.04211668475085541,True,True
Ethereum,torus,FIFA,10 nodes,TPS,16,5,3,33.989374999999995,16.421,17.568375,3.552713678800501e-15,0.5168784362760422,True,True
Ethereum,torus,FIFA,40 nodes,TPS,13,3,2,31.750769230769233,31.676,0.0747692307692305,4.191091917959966e-15,0.0023548793487740975,True,True
Ethereum,torus,GAFAM,10 nodes,TPS,15,4,3,66.65733333333334,23.665999999999997,42.99133333333333,1.4210854715202004e-14,0.6449602944412216,True,True
Ethereum,torus,GAFAM,40 nodes,TPS,13,3,2,12.343076923076922,9.485999999999999,2.8570769230769195,3.1086244689504383e-15,0.23147201794839808,True,True
Ethereum,torus,Gaming,10 nodes,TPS,14,4,2,0.8942857142857142,0.6849999999999999,0.2092857142857143,0.0,0.23402555910543132,True,True
Ethereum,torus,Gaming,40 nodes,TPS,13,3,2,0.5076923076923078,0.44400000000000006,0.06369230769230771,0.0,0.12545454545454549,True,True
Ethereum,torus,PayPal,10 nodes,TPS,15,4,3,23.26,11.565999999999999,11.694000000000004,1.7763568394002505e-15,0.5027515047291489,True,True
Ethereum,torus,PayPal,40 nodes,TPS,13,3,2,0.7507692307692301,0.5199999999999998,0.23076923076923075,4.718447854656915e-16,0.30737704918032815,True,True
Ethereum,torus,VISA,10 nodes,TPS,15,4,3,39.70933333333335,25.605999999999998,14.103333333333337,1.2434497875801753e-14,0.355164193136794,True,True
Ethereum,torus,VISA,40 nodes,TPS,13,3,2,1.5369230769230773,1.3660000000000005,0.1709230769230751,1.6375789613221059e-15,0.11121121121121,True,True
Quorum,fat-tree,GAFAM,10 nodes,TPS,10,4,3,19309.856,12045.940000000002,7263.916,2.7284841053187847e-12,0.37617660121339075,True,True
Quorum,fat-tree,GAFAM,40 nodes,TPS,8,5,3,3413.6000000000004,6.279999999999999,3407.3200000000006,4.547473508864641e-13,0.9981602999765644,True,True
Quorum,fat-tree,PayPal,10 nodes,TPS,14,4,2,56276.28,93.00400000000012,56183.27600000001,1.4551915228366852e-11,0.9983473676653826,True,True
Quorum,fat-tree,PayPal,40 nodes,TPS,13,3,2,13.810769230769242,7.886000000000024,5.9247692307692805,6.217248937900877e-14,0.42899632393895837,True,True
Quorum,fat-tree,VISA,10 nodes,TPS,3,2,1,11.006666666666664,5.779999999999998,5.226666666666666,8.881784197001252e-16,0.47486371895820717,True,False
Quorum,fat-tree,VISA,40 nodes,TPS,14,4,2,128.11428571428573,66.76,61.354285714285716,7.105427357601002e-15,0.4789027653880463,True,True
Quorum,full mesh,GAFAM,10 nodes,TPS,10,3,2,13603.448999999999,6509.308571428572,7094.140428571423,3.637978807091713e-12,0.5214957198407127,True,True
Quorum,full mesh,GAFAM,40 nodes,TPS,2,2,0,54.08000000000001,0.0,54.08000000000001,0.0,1.0,True,False
Quorum,full mesh,PayPal,10 nodes,TPS,13,3,2,46636.6,3724.1609999999996,42912.439,0.0,0.9201451006291196,True,True
Quorum,full mesh,PayPal,40 nodes,TPS,13,3,2,0.7707692307692167,0.6689999999999836,0.10176923076921093,2.2121193765656244e-14,0.13203592814368925,True,True
Quorum,full mesh,VISA,10 nodes,TPS,8,5,1,153.82874999999999,0.03999999999999998,153.78874999999996,2.842170943040401e-14,0.9997399705841722,True,False
Quorum,full mesh,VISA,40 nodes,TPS,18,5,4,444.4961111111111,253.88566666666665,190.61044444444443,0.0,0.4288236492507746,True,True
Quorum,hypercube,DDoS,40 nodes,TPS,1,1,0,0.0,0.0,0.0,0.0,,False,False
Quorum,hypercube,GAFAM,10 nodes,TPS,13,4,2,26086.590769230766,5707.36,20379.230769230773,7.275957614183426e-12,0.7812147991859539,True,True
Quorum,hypercube,GAFAM,40 nodes,TPS,5,4,1,706.6000000000001,0.07999999999999996,706.5200000000001,0.0,0.9998867817718652,True,False
Quorum,hypercube,PayPal,10 nodes,TPS,17,5,4,18079.258823529406,11787.523999999998,6291.73482352941,1.8189894035458565e-12,0.34800844907098616,True,True
Quorum,hypercube,PayPal,40 nodes,TPS,13,3,2,4.592307692307745,4.449000000000052,0.14330769230769835,5.329070518200751e-15,0.031206030150754724,True,True
Quorum,hypercube,VISA,10 nodes,TPS,4,4,0,186.0275,0.0,186.0275,0.0,1.0,True,False
Quorum,hypercube,VISA,40 nodes,TPS,14,4,3,343.27714285714285,331.15999999999997,12.117142857142854,2.6645352591003757e-14,0.03529842609470065,True,True
Quorum,scale-free,GAFAM,10 nodes,TPS,12,4,2,7535.489166666667,3470.615,4064.8741666666674,0.0,0.5394306961049975,True,True
Quorum,scale-free,GAFAM,40 nodes,TPS,7,5,1,439.09714285714284,154.1666666666667,284.93047619047616,0.0,0.6489007747499197,True,False
Quorum,scale-free,PayPal,10 nodes,TPS,15,5,2,68124.58399999999,960.2240000000003,67164.36000000002,2.9103830456733704e-11,0.9859048827366055,True,True
Quorum,scale-free,PayPal,40 nodes,TPS,16,5,3,1.6543749999999995,1.3159999999999914,0.33837500000001475,6.661338147750939e-15,0.2045334340763218,True,True
Quorum,scale-free,VISA,10 nodes,TPS,5,5,0,107.13999999999999,0.0,107.14,1.4210854715202004e-14,1.0000000000000002,True,False
Quorum,scale-free,VISA,40 nodes,TPS,12,6,2,138.67000000000002,10.386666666666667,128.28333333333336,0.0,0.9250979543760968,True,True
Quorum,torus,GAFAM,10 nodes,TPS,10,2,1,11583.423999999999,10689.768888888886,893.6551111111107,2.2737367544323206e-12,0.07714947765972399,True,False
Quorum,torus,GAFAM,40 nodes,TPS,6,4,2,574.1283333333333,6.445000000000001,567.6833333333333,0.0,0.9887742868174072,True,True
Quorum,torus,PayPal,10 nodes,TPS,11,2,1,2856.176363636365,2764.721000000001,91.45536363636417,2.4158453015843406e-13,0.032020208836098275,True,False
Quorum,torus,PayPal,40 nodes,TPS,13,3,2,13.509230769230742,11.875999999999994,1.6332307692307544,6.661338147750939e-15,0.12089739209657129,True,True
Quorum,torus,VISA,10 nodes,TPS,2,2,0,35.28,0.0,35.28,0.0,1.0,True,False
Quorum,torus,VISA,40 nodes,TPS,18,5,4,255.07999999999998,105.84666666666666,149.23333333333332,0.0,0.5850452145732058,True,True
Solana,fat-tree,DDoS,10 nodes,TPS,11,3,2,17850.045454545456,7848.925000000001,10001.12045454545,5.4569682106375694e-12,0.5602854334468206,True,True
Solana,fat-tree,FIFA,10 nodes,TPS,9,4,2,4306.04,3817.6080000000006,488.43199999999996,6.252776074688882e-13,0.1134295083185479,True,True
Solana,fat-tree,GAFAM,10 nodes,TPS,12,3,2,1633.0091666666667,1554.9538888888892,78.05527777777776,2.4158453015843406e-13,0.04779843210378657,True,True
Solana,fat-tree,GAFAM,40 nodes,TPS,13,3,2,10.512307692307694,8.489,2.0233076923076903,2.6645352591003757e-15,0.19247036440801968,True,True
Solana,fat-tree,Gaming,10 nodes,TPS,9,3,1,3421.76,1458.2285714285713,1963.531428571429,0.0,0.5738366888885921,True,False
Solana,fat-tree,PayPal,10 nodes,TPS,7,3,2,15085.874285714286,12637.472500000002,2448.401785714285,4.547473508864641e-13,0.1622976394568542,True,True
Solana,fat-tree,PayPal,40 nodes,TPS,2,1,1,6216.125000000001,6216.125000000001,0.0,0.0,,False,False
Solana,fat-tree,VISA,10 nodes,TPS,10,3,2,239865.10400000005,55960.64857142857,183904.45542857144,2.9103830456733704e-11,0.7666995005183055,True,True
Solana,full mesh,DDoS,10 nodes,TPS,12,3,2,50377.639999999985,45185.525416666664,5192.114583333352,3.092281986027956e-11,0.1030638708628144,True,True
Solana,full mesh,FIFA,10 nodes,TPS,13,3,2,3399.4092307692313,2960.4000000000005,439.0092307692308,5.684341886080802e-14,0.12914280128311886,True,True
Solana,full mesh,GAFAM,10 nodes,TPS,13,3,2,152.81076923076915,129.45599999999996,23.354769230769282,8.881784197001252e-14,0.1528345767011995,True,True
Solana,full mesh,GAFAM,40 nodes,TPS,13,3,2,20.463076923076922,9.804999999999998,10.658076923076932,7.105427357601002e-15,0.5208442974212469,True,True
Solana,full mesh,Gaming,10 nodes,TPS,15,4,3,6053.293333333333,4722.608888888889,1330.6844444444441,0.0,0.21982817801292368,True,True
Solana,full mesh,PayPal,10 nodes,TPS,13,3,2,15923.196923076921,15247.34222222222,675.8547008547043,3.183231456205249e-12,0.04244466134028728,True,True
Solana,full mesh,VISA,10 nodes,TPS,14,4,3,74324.29428571429,40116.72541666668,34207.5688690476,7.275957614183426e-12,0.4602474762498023,True,True
Solana,hypercube,DDoS,10 nodes,TPS,12,3,2,147125.86250000002,120987.69499999999,26138.167500000007,1.8189894035458565e-11,0.1776585506847921,True,True
Solana,hypercube,FIFA,10 nodes,TPS,13,3,2,13372.416923076924,5078.961,8293.455923076921,1.8189894035458565e-12,0.6201912467120895,True,True
Solana,hypercube,GAFAM,10 nodes,TPS,13,3,2,1678.3707692307692,1358.5800000000002,319.79076923076934,3.410605131648481e-13,0.1905364268095159,True,True
Solana,hypercube,GAFAM,40 nodes,TPS,13,3,2,23.470769230769232,21.426000000000002,2.0447692307692322,2.220446049250313e-15,0.08711982170949141,True,True
Solana,hypercube,Gaming,10 nodes,TPS,14,4,3,5080.957142857143,4793.61375,287.34339285714293,7.958078640513122e-13,0.05655300463635931,True,True
Solana,hypercube,PayPal,10 nodes,TPS,13,4,2,6710.983076923078,6086.281666666668,624.7014102564103,4.547473508864641e-13,0.09308642312101165,True,True
Solana,hypercube,PayPal,40 nodes,TPS,1,1,0,0.0,0.0,0.0,0.0,,False,False
Solana,hypercube,VISA,10 nodes,TPS,13,4,2,230152.39692307694,67804.91500000001,162347.4819230769,2.9103830456733704e-11,0.705391228131931,True,True
Solana,scale-free,DDoS,10 nodes,TPS,8,4,2,78589.315,34817.3675,43771.947499999995,7.275957614183426e-12,0.5569707217832347,True,True
Solana,scale-free,FIFA,10 nodes,TPS,2,2,0,226.84500000000003,0.0,226.84500000000003,0.0,1.0,True,False
Solana,scale-free,FIFA,40 nodes,TPS,1,1,0,0.0,0.0,0.0,0.0,,False,False
Solana,scale-free,GAFAM,10 nodes,TPS,2,2,0,356.44500000000005,0.0,356.44500000000005,0.0,1.0,True,False
Solana,scale-free,GAFAM,40 nodes,TPS,12,3,2,31.6025,8.345000000000002,23.2575,3.552713678800501e-15,0.7359386124515466,True,True
Solana,scale-free,Gaming,10 nodes,TPS,2,2,0,435.125,0.0,435.125,0.0,1.0,True,False
Solana,scale-free,PayPal,10 nodes,TPS,9,5,3,16097.100000000002,1377.5049999999994,14719.595000000003,0.0,0.914425269147859,True,True
Solana,scale-free,VISA,10 nodes,TPS,14,6,3,140275.2885714286,23191.157499999994,117084.13107142856,2.9103830456733704e-11,0.8346739633460741,True,True
Solana,torus,DDoS,10 nodes,TPS,13,3,2,27781.96769230769,22717.344,5064.6236923076995,9.094947017729282e-12,0.182298955509548,True,True
Solana,torus,FIFA,10 nodes,TPS,10,3,2,3687.42,2849.462142857143,837.957857142857,1.1368683772161603e-13,0.22724773883714278,True,True
Solana,torus,GAFAM,10 nodes,TPS,13,3,2,1470.0769230769233,1440.586,29.490923076923032,2.7711166694643907e-13,0.020060802679085308,True,True
Solana,torus,GAFAM,40 nodes,TPS,13,3,2,7.42769230769231,5.144000000000001,2.283692307692311,1.7763568394002505e-15,0.30745650372825223,True,True
Solana,torus,Gaming,10 nodes,TPS,12,3,2,3255.886666666667,2896.921666666667,358.9650000000001,5.684341886080802e-14,0.11025107344031222,True,True
Solana,torus,PayPal,10 nodes,TPS,11,3,2,30368.62181818182,22382.42375,7986.198068181819,1.8189894035458565e-12,0.2629753209083874,True,True
Solana,torus,PayPal,40 nodes,TPS,1,1,0,0.0,0.0,0.0,0.0,,False,False
Solana,torus,VISA,10 nodes,TPS,15,4,3,228415.7093333334,208518.59555555554,19897.113777777784,6.548361852765083e-11,0.0871092178197839,True,True
Solana,torus,VISA,40 nodes,TPS,1,1,0,0.0,0.0,0.0,0.0,,False,False
Algorand,fat-tree,DDoS,10 nodes,Latency,13,3,2,232.0992923076923,102.76225999999994,129.33703230769243,5.684341886080802e-14,0.5572487146416254,True,True
Algorand,fat-tree,DDoS,40 nodes,Latency,13,3,2,1030.1708923076924,940.9253599999998,89.24553230769233,2.1316282072803006e-13,0.0866317743726702,True,True
Algorand,fat-tree,FIFA,10 nodes,Latency,16,5,3,6675.6599,4010.8229899999997,2664.83691,0.0,0.39918703917196263,True,True
Algorand,fat-tree,FIFA,40 nodes,Latency,13,3,2,7281.215092307691,4621.278039999999,2659.93705230769,1.3642420526593924e-12,0.36531499462470296,True,True
Algorand,fat-tree,GAFAM,10 nodes,Latency,13,3,2,175.8812000000001,174.92009000000007,0.9611099999999977,2.1538326677728037e-14,0.005464540837792767,True,True
Algorand,fat-tree,GAFAM,40 nodes,Latency,13,3,2,2675.464169230769,2306.08374,369.380429230769,1.1368683772161603e-13,0.1380621850514151,True,True
Algorand,fat-tree,Gaming,10 nodes,Latency,13,3,2,1746.4010769230763,1042.8804399999995,703.5206369230772,3.410605131648481e-13,0.4028402445574449,True,True
Algorand,fat-tree,Gaming,40 nodes,Latency,13,3,2,2359.9020307692313,1960.0106499999997,399.8913807692314,1.7053025658242404e-13,0.1694525347049611,True,True
Algorand,fat-tree,PayPal,10 nodes,Latency,13,3,2,0.07792307692307716,0.06249000000000017,0.015433076923077707,7.129713486264677e-16,0.19805528134255634,True,True
Algorand,fat-tree,PayPal,40 nodes,Latency,13,3,2,0.12843076923076907,0.056689999999999685,0.07174076923076927,1.1102230246251565e-16,0.5585948730234798,True,True
Algorand,fat-tree,VISA,10 nodes,Latency,13,3,2,2.739907692307692,1.7198499999999983,1.0200576923076947,8.881784197001252e-16,0.37229637157905465,True,True
Algorand,fat-tree,VISA,40 nodes,Latency,13,3,2,216.34052307692312,213.42481000000006,2.9157130769230495,5.329070518200751e-15,0.013477424550213942,True,True
Algorand,full mesh,DDoS,10 nodes,Latency,14,4,2,197.18009285714285,157.92400999999998,39.25608285714288,7.105427357601002e-15,0.19908745496729197,True,True
Algorand,full mesh,DDoS,40 nodes,Latency,13,3,2,2059.4737999999998,1869.71065,189.7631499999999,1.4210854715202004e-13,0.09214157033704432,True,True
Algorand,full mesh,FIFA,10 nodes,Latency,14,4,2,3055.320235714286,2552.0576,503.26263571428564,1.7053025658242404e-13,0.16471682078740618,True,True
Algorand,full mesh,FIFA,40 nodes,Latency,13,3,2,13885.711523076923,12191.960699999998,1693.7508230769245,9.094947017729282e-13,0.12197796420169384,True,True
Algorand,full mesh,GAFAM,10 nodes,Latency,14,4,2,69.54074285714285,67.32824,2.2125028571428658,1.4210854715202004e-14,0.03181592209459134,True,True
Algorand,full mesh,GAFAM,40 nodes,Latency,13,3,2,1171.0908769230768,794.3286099999999,376.7622669230767,2.2737367544323206e-13,0.321719069243355,True,True
Algorand,full mesh,Gaming,10 nodes,Latency,13,3,2,799.5301692307688,572.0410499999999,227.4891192307691,1.9895196601282805e-13,0.2845284993431046,True,True
Algorand,full mesh,Gaming,40 nodes,Latency,13,3,2,1514.238276923077,1185.0845599999998,329.1537169230774,2.8421709430404007e-13,0.2173724716508394,True,True
Algorand,full mesh,PayPal,10 nodes,Latency,13,3,2,0.04276923076923079,0.033210000000000024,0.009559230769230858,9.367506770274758e-17,0.2235071942446063,True,True
Algorand,full mesh,PayPal,40 nodes,Latency,13,3,2,60.35943076923077,47.20500999999999,13.154420769230757,2.4868995751603507e-14,0.2179348049109907,True,True
Algorand,full mesh,VISA,10 nodes,Latency,13,3,2,24.94292307692307,23.934659999999994,1.0082630769230823,6.8833827526759706e-15,0.04042281146494481,True,True
Algorand,full mesh,VISA,40 nodes,Latency,13,3,2,252.52496923076922,211.71854,40.806429230769204,2.1316282072803006e-14,0.16159364103705073,True,True
Algorand,hypercube,DDoS,10 nodes,Latency,13,3,2,86.16952307692308,78.54896,7.620563076923074,1.687538997430238e-14,0.08843687193348206,True,True
Algorand,hypercube,DDoS,40 nodes,Latency,13,3,2,1684.4459999999997,1621.1191599999995,63.32683999999988,2.913225216616411e-13,0.03759505499137396,True,True
Algorand,hypercube,FIFA,10 nodes,Latency,13,3,2,2891.3779230769233,2568.4346499999997,322.943273076923,5.684341886080801e-13,0.11169182364554261,True,True
Algorand,hypercube,FIFA,40 nodes,Latency,13,3,2,4035.5993692307698,2617.3092500000002,1418.2901192307697,2.2737367544323206e-13,0.35144472715613284,True,True
Algorand,hypercube,GAFAM,10 nodes,Latency,13,3,2,57.66476923076923,54.119009999999996,3.5457592307692236,1.1546319456101628e-14,0.06148917750072689,True,True
Algorand,hypercube,GAFAM,40 nodes,Latency,13,3,2,1287.183923076923,1213.06069,74.12323307692301,2.842170943040401e-14,0.0575855802329605,True,True
Algorand,hypercube,Gaming,10 nodes,Latency,13,3,2,1708.0999692307691,1613.2830499999998,94.81691923076916,2.1316282072803006e-13,0.055510169743442646,True,True
Algorand,hypercube,Gaming,40 nodes,Latency,13,3,2,2947.78323076923,2261.7426099999993,686.0406207692314,5.684341886080801e-13,0.2327310277120369,True,True
Algorand,hypercube,PayPal,10 nodes,Latency,13,3,2,0.04023076923076922,0.03929000000000005,0.0009407692307692401,6.451002926288751e-17,0.023384321223709606,True,True
Algorand,hypercube,PayPal,40 nodes,Latency,13,3,2,62.44936923076919,58.99188999999997,3.4574792307692452,2.1760371282653068e-14,0.055364518062509485,True,True
Algorand,hypercube,VISA,10 nodes,Latency,13,3,2,20.26532307692309,19.90361000000001,0.3617130769230806,2.942091015256665e-15,0.017848868017060007,True,True
Algorand,hypercube,VISA,40 nodes,Latency,13,3,2,287.50356923076913,116.91488999999993,170.58867923076923,2.842170943040401e-14,0.5933445615551424,True,True
Algorand,scale-free,DDoS,10 nodes,Latency,13,3,2,56.415723076923086,50.48044,5.935283076923103,1.7763568394002505e-14,0.10520618638230193,True,True
Algorand,scale-free,DDoS,40 nodes,Latency,13,3,2,1113.7444307692313,1040.00324,73.74119076923073,5.258016244624741e-13,0.06621015444117624,True,True
Algorand,scale-free,FIFA,10 nodes,Latency,17,6,3,5347.343552941177,2047.7968499999997,3299.5467029411766,9.094947017729282e-13,0.6170440837163605,True,True
