blockchain,mode,workload,network_size,metric,eligible_observations,eligible_hash_batches,hash_batches_with_at_least_two_eligible_executions,total_sum_of_squares,within_hash_sum_of_squares,between_hash_sum_of_squares,decomposition_identity_error,between_hash_fraction,decomposition_available,strict_sensitivity
Algorand,scale-free,PayPal,10 nodes,TPS,13,3,2,0.8307692307692507,0.6690000000000301,0.16176923076920413,1.6431300764452317e-14,0.1947222222221855,True,True
Algorand,scale-free,PayPal,40 nodes,TPS,13,3,2,5.067692307692305,3.544999999999995,1.5226923076922751,3.441691376337985e-14,0.3004705525197266,True,True
Algorand,scale-free,VISA,10 nodes,TPS,13,3,2,5219.1076923076935,4231.169000000002,987.9386923076895,2.2737367544323206e-12,0.18929264359955372,True,True
Algorand,scale-free,VISA,40 nodes,TPS,13,3,2,10251.330769230772,8419.164,1832.1667692307706,4.547473508864641e-13,0.17872477344404825,True,True
Algorand,torus,DDoS,10 nodes,TPS,13,3,2,22979.35230769233,19638.98100000003,3340.3713076923036,2.2737367544323206e-12,0.14536403215220803,True,True
Algorand,torus,DDoS,40 nodes,TPS,13,3,2,39317.48769230769,20456.749,18860.738692307696,7.275957614183426e-12,0.47970355684749727,True,True
Algorand,torus,FIFA,10 nodes,TPS,13,3,2,65368.76923076923,60405.509,4963.260230769231,2.7284841053187847e-12,0.0759270870352109,True,True
Algorand,torus,FIFA,40 nodes,TPS,13,3,2,14612.803076923077,14076.220999999998,536.5820769230767,2.8421709430404007e-12,0.03671999643726543,True,True
Algorand,torus,GAFAM,10 nodes,TPS,13,3,2,17894.587692307687,15854.506,2040.081692307691,3.637978807091713e-12,0.11400551537628649,True,True
Algorand,torus,GAFAM,40 nodes,TPS,13,3,2,13488.812307692308,12107.905999999999,1380.9063076923082,2.2737367544323206e-13,0.10237419545861828,True,True
Algorand,torus,Gaming,10 nodes,TPS,13,3,2,12811.789230769235,8946.389000000003,3865.4002307692344,2.7284841053187847e-12,0.3017065111784665,True,True
Algorand,torus,Gaming,40 nodes,TPS,13,3,2,60245.82,47379.969000000005,12865.850999999991,3.637978807091713e-12,0.2135559114308676,True,True
Algorand,torus,PayPal,10 nodes,TPS,13,3,2,3.047692307692291,2.560999999999978,0.486692307692307,5.662137425588298e-15,0.1596920747097432,True,True
Algorand,torus,PayPal,40 nodes,TPS,13,3,2,9.503076923076941,8.086000000000002,1.4170769230769633,2.4202861936828413e-14,0.14911769467379382,True,True
Algorand,torus,VISA,10 nodes,TPS,13,3,2,663.8723076923083,529.7210000000011,134.15130769231018,3.069544618483633e-12,0.20207396232362004,True,True
Algorand,torus,VISA,40 nodes,TPS,13,3,2,18293.46769230769,13463.608999999993,4829.858692307695,3.637978807091713e-12,0.26402094854539937,True,True
Diem,fat-tree,DDoS,10 nodes,TPS,13,3,2,4415.472307692312,4144.216000000004,271.25630769230764,2.8421709430404007e-13,0.06143313530010024,True,True
Diem,fat-tree,DDoS,40 nodes,TPS,20,4,2,256207.0975,89722.91500000001,166484.18249999997,2.9103830456733704e-11,0.6498031636301566,True,True
Diem,fat-tree,FIFA,10 nodes,TPS,13,3,2,1233.4292307692308,1006.289,227.1402307692308,0.0,0.18415343588668992,True,True
Diem,fat-tree,FIFA,40 nodes,TPS,21,5,3,2097.149523809524,1190.2543055555557,906.8952182539687,3.410605131648481e-13,0.43244184926145424,True,True
Diem,fat-tree,GAFAM,10 nodes,TPS,13,3,2,4986.167692307694,4832.196000000001,153.97169230769225,7.958078640513122e-13,0.030879766146900526,True,True
Diem,fat-tree,GAFAM,40 nodes,TPS,19,4,2,15899.264210526315,12245.61757142857,3653.6466390977403,5.4569682106375694e-12,0.22979973102647078,True,True
Diem,fat-tree,Gaming,10 nodes,TPS,13,3,2,74994.15692307692,74644.79400000001,349.3629230769237,8.981260180007666e-12,0.004658535243422665,True,True
Diem,fat-tree,Gaming,40 nodes,TPS,25,6,3,70732.68000000001,39977.569,30755.111000000015,1.0913936421275139e-11,0.4348076589208837,True,True
Diem,fat-tree,PayPal,10 nodes,TPS,13,3,2,19.08923076923074,17.328999999999976,1.7602307692306771,8.548717289613705e-14,0.09221067053513395,True,True
Diem,fat-tree,PayPal,40 nodes,TPS,23,6,3,140.94000000000017,45.885,95.05499999999903,1.1510792319313623e-12,0.6744359301830489,True,True
Diem,fat-tree,VISA,10 nodes,TPS,11,3,2,11592.116363636367,3053.5750000000016,8538.54136363636,7.275957614183426e-12,0.7365817505439427,True,True
Diem,fat-tree,VISA,40 nodes,TPS,23,5,3,351779.0921739131,25949.877888888892,325829.2142850242,0.0,0.9262324610353485,True,True
Diem,full mesh,DDoS,10 nodes,TPS,13,3,2,84190.1923076923,79557.52599999998,4632.6663076923,1.4551915228366852e-11,0.05502619937915288,True,True
Diem,full mesh,DDoS,40 nodes,TPS,11,3,1,3395.8072727272747,2794.2622222222244,601.5450505050501,2.2737367544323206e-13,0.17714346021231386,True,False
Diem,full mesh,FIFA,10 nodes,TPS,13,3,2,1586.436923076923,1269.1459999999997,317.290923076923,2.8421709430404007e-13,0.20000223044577878,True,True
Diem,full mesh,FIFA,40 nodes,TPS,11,3,2,191.86727272727273,190.055,1.8122727272727326,5.10702591327572e-15,0.009445449979626095,True,True
Diem,full mesh,GAFAM,10 nodes,TPS,12,3,2,8618.489166666668,6630.695555555557,1987.7936111111126,1.3642420526593924e-12,0.23064293203491049,True,True
Diem,full mesh,GAFAM,40 nodes,TPS,13,3,2,1585.792307692308,1503.701,82.09130769230782,1.4210854715202004e-13,0.051766746057539864,True,True
Diem,full mesh,Gaming,10 nodes,TPS,13,3,2,49499.93076923078,39582.049000000006,9917.881769230766,5.4569682106375694e-12,0.20036152808916116,True,True
Diem,full mesh,Gaming,40 nodes,TPS,12,3,2,11548.429166666669,8996.485,2551.9441666666694,1.3642420526593924e-12,0.2209776004889556,True,True
Diem,full mesh,PayPal,10 nodes,TPS,13,3,2,1.1676923076922971,0.7689999999999996,0.39869230769229735,2.220446049250313e-16,0.3414361001317465,True,True
Diem,full mesh,PayPal,40 nodes,TPS,13,3,2,237.32923076923075,96.10400000000013,141.22523076923045,1.7053025658242404e-13,0.595060415910386,True,True
Diem,full mesh,VISA,10 nodes,TPS,13,3,2,33451.38769230768,13515.544999999995,19935.842692307677,1.0913936421275139e-11,0.5959645942249513,True,True
Diem,full mesh,VISA,40 nodes,TPS,12,3,2,1487.3799999999992,1421.3738888888886,66.00611111111095,3.410605131648481e-13,0.04437743623761983,True,True
Diem,hypercube,DDoS,10 nodes,TPS,13,3,2,58630.383076923084,50420.661,8209.722076923077,7.275957614183426e-12,0.14002504582226452,True,True
Diem,hypercube,DDoS,40 nodes,TPS,12,4,1,3954.166666666666,2401.608888888888,1552.5577777777778,2.2737367544323206e-13,0.39263842641376895,True,False
Diem,hypercube,FIFA,10 nodes,TPS,13,3,2,1403.0707692307694,1379.969,23.101769230769314,6.394884621840902e-14,0.01646514896995168,True,True
Diem,hypercube,FIFA,40 nodes,TPS,9,3,1,602.2288888888888,502.0342857142856,100.19460317460319,4.263256414560601e-14,0.1663729605523608,True,False
Diem,hypercube,GAFAM,10 nodes,TPS,13,3,2,3650.1707692307677,3271.701,378.46976923076846,7.389644451905042e-13,0.1036854966954126,True,True
Diem,hypercube,GAFAM,40 nodes,TPS,10,3,2,12209.381000000001,11206.888571428572,1002.4924285714302,5.684341886080801e-13,0.0821083745827434,True,True
Diem,hypercube,Gaming,10 nodes,TPS,13,3,2,129348.82923076922,120871.48599999999,8477.343230769231,3.637978807091713e-12,0.06553861585901899,True,True
Diem,hypercube,Gaming,40 nodes,TPS,10,3,2,17778.084000000003,15619.757142857143,2158.3268571428575,2.2737367544323206e-12,0.12140379453392487,True,True
Diem,hypercube,PayPal,10 nodes,TPS,13,3,2,6.140000000000024,5.449000000000012,0.6910000000000676,5.617728504603292e-14,0.11254071661238842,True,True
Diem,hypercube,PayPal,40 nodes,TPS,11,3,1,109.40909090909098,67.23999999999998,42.16909090909073,2.7000623958883807e-13,0.38542584129621743,True,False
Diem,hypercube,VISA,10 nodes,TPS,12,3,2,4367.659999999999,2542.4938888888905,1825.1661111111134,5.002220859751105e-12,0.4178819118500785,True,True
Diem,hypercube,VISA,40 nodes,TPS,9,3,1,508.5288888888889,465.5371428571428,42.991746031745734,3.836930773104541e-13,0.08454140358806483,True,False
Diem,scale-free,DDoS,10 nodes,TPS,13,3,2,7911.28923076923,6096.856000000001,1814.4332307692318,2.5011104298755527e-12,0.22934735134096607,True,True
Diem,scale-free,DDoS,40 nodes,TPS,18,3,3,4925.836111111112,4192.154333333334,733.6817777777762,1.5916157281026244e-12,0.1489456330312786,True,True
Diem,scale-free,FIFA,10 nodes,TPS,12,3,2,562.9091666666666,447.4755555555556,115.43361111111109,1.2789769243681803e-13,0.20506614201126785,True,True
Diem,scale-free,FIFA,40 nodes,TPS,18,4,3,371.2294444444444,206.21214285714285,165.01730158730157,0.0,0.4445156602118529,True,True
Diem,scale-free,GAFAM,10 nodes,TPS,14,4,2,4403.037142857143,4298.929000000001,104.1081428571424,1.4210854715202004e-14,0.023644620628747712,True,True
Diem,scale-free,GAFAM,40 nodes,TPS,16,4,2,442.15937500000047,394.6820833333338,47.47729166666704,3.979039320256561e-13,0.10737596973188003,True,True
Diem,scale-free,Gaming,10 nodes,TPS,13,3,2,51945.650769230764,40651.709,11293.941769230767,5.4569682106375694e-12,0.21741842872282516,True,True
Diem,scale-free,Gaming,40 nodes,TPS,17,4,3,6344.742352941176,4068.248333333332,2276.494019607843,1.3642420526593924e-12,0.3588000730325241,True,True
Diem,scale-free,PayPal,10 nodes,TPS,13,4,1,64.08000000000014,56.5210000000002,7.5589999999999495,8.881784197001252e-15,0.117961922596753,True,False
Diem,scale-free,PayPal,40 nodes,TPS,19,5,4,2264.124210526316,1627.908571428572,636.2156390977448,9.094947017729282e-13,0.28099855835641224,True,True
Diem,scale-free,VISA,10 nodes,TPS,12,3,2,2958.1500000000015,2784.280555555556,173.86944444444504,3.979039320256561e-13,0.058776412434949195,True,True
Diem,scale-free,VISA,40 nodes,TPS,19,6,4,994.2915789473683,735.8049999999998,258.48657894736795,5.115907697472721e-13,0.2599706005968805,True,True
Diem,torus,DDoS,10 nodes,TPS,13,3,2,19282.823076923076,18762.928999999993,519.8940769230792,3.865352482534945e-12,0.026961512577754653,True,True
Diem,torus,DDoS,40 nodes,TPS,10,3,1,2166.125000000001,1482.5487500000004,683.5762499999998,6.821210263296962e-13,0.3155756246753994,True,False
